symbol,chg_corr,chg_t,lvl_corr,lvl_coint_p,n,rank_chg,rank_lvl_coint
HIMS,0.21494929625118506,2.0171943360837474,0.754659995531382,0.14347106014483385,86,36,308.0
S,0.2135825682285726,2.003753144148524,-0.41290873447172083,0.33991909440111984,86,37,704.0
COGT,0.21246954290516026,1.9928161230278858,-0.4839666607487002,0.2233311403340132,86,38,469.0
KOLD,0.20917454183572995,1.96048557504831,-0.2746509197997525,0.5118929236041277,86,39,1020.0
FRSH,0.20339510629361432,1.903945606860512,0.8299833257436976,0.04623230017504788,86,40,90.0
ALT,0.20308799516007048,1.9009470246307467,0.1434541861820681,0.5652580177997677,86,41,1143.0
INCY,0.20188278200798868,1.88918516694371,-0.09579920445576363,0.5422220077731629,86,42,1079.0
PAYX,0.200937103106086,1.8799624108481563,-0.6338022971583549,0.11362384731452069,86,43,234.0
PYCR,0.19663889357095327,1.8381125771486677,-0.42300280573536425,0.2512100084224379,86,44,533.0
TFC,0.19365715978241002,1.8091456422745043,-0.27039125047516255,0.48859193351122243,86,45,986.0
DXCM,0.19350681736366618,1.8076864837930173,0.7380426625851082,0.09530702594710899,86,46,195.0
BKNG,0.1930387049946131,1.803144034349205,0.2710772289750993,0.6539976436160466,86,47,1280.0
WAL,0.19276028572035228,1.8004429276828355,-0.5168062377811142,0.20056876072491447,86,48,418.0
