k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,k_used,dof,reliability_tier,ticker,bar_freq
-10,y_leads_x,0.009885236452934562,1.7932304603245544,0.07293608141809463,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
-9,y_leads_x,0.013286875898004202,1.8226962252499062,0.06834941233820967,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
-8,y_leads_x,0.028063848145324522,1.2591470014660004,0.20797724030156073,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
-7,y_leads_x,0.030973014886920166,1.0563860310873634,0.29079188530885813,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
-6,y_leads_x,0.0397800639891171,3.533084396232149,0.00041074132801090306,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
-5,y_leads_x,0.030935533981160817,2.8241916951165114,0.004740002596816428,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
-4,y_leads_x,0.010152710455111754,6.512528840962449,7.38960198472891e-11,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
-3,y_leads_x,-0.008708201392075749,-1.6942094923513455,0.09022548171114898,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
-2,y_leads_x,-0.036550240978815034,-2.4279110882202,0.01518606567748152,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
-1,y_leads_x,-0.0481718479117865,-3.775925912072672,0.00015941437344791525,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
1,x_leads_y,-0.049013222323922835,-35.300219430900505,5.8270042829463765e-273,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
2,x_leads_y,-0.03724862044129278,-9.97449093729459,1.9710961007590778e-23,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
3,x_leads_y,-0.00966245910103878,-1.0632255485799231,0.28767967893849267,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
4,x_leads_y,0.009218738844890089,0.677201516492899,0.49827810571468967,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
5,x_leads_y,0.02994813396771467,2.78926458595216,0.005282788705641257,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
6,x_leads_y,0.03927427158777765,5.668269500393309,1.4424695473985122e-08,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
7,x_leads_y,0.030707834442056395,14.707317597717726,5.785569114073782e-49,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
8,x_leads_y,0.028087169814964945,35.71701104407119,2.152438114352713e-279,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
9,x_leads_y,0.013416870667087672,5.836404461310009,5.333932416923354e-09,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
10,x_leads_y,0.009888970679016838,3.0008981540293536,0.0026918458149437813,0.6400428447219901,101,8,10,73,high,KXECDJT316,600s
-5,y_leads_x,-0.0019202405471581395,-0.5184765431687046,0.6041258219806895,0.732555906238604,31,11,5,10,medium,KXAAAGASM-24NOV30-US-3.30,600s
-4,y_leads_x,-0.005201984119744231,-1.1965843499528612,0.2314686033943718,0.732555906238604,31,11,5,10,medium,KXAAAGASM-24NOV30-US-3.30,600s
-3,y_leads_x,-0.012077323564460958,-1.3001915684519767,0.19353531971480664,0.732555906238604,31,11,5,10,medium,KXAAAGASM-24NOV30-US-3.30,600s
-2,y_leads_x,-0.02482194312315843,-5.778485531915494,7.537602430390755e-09,0.732555906238604,31,11,5,10,medium,KXAAAGASM-24NOV30-US-3.30,600s
-1,y_leads_x,-0.022806452146314403,-2.3026924096770442,0.021296155565077357,0.732555906238604,31,11,5,10,medium,KXAAAGASM-24NOV30-US-3.30,600s
1,x_leads_y,-0.022736814920581203,-2.1494575101277955,0.031598150808509584,0.732555906238604,31,11,5,10,medium,KXAAAGASM-24NOV30-US-3.30,600s
2,x_leads_y,-0.02305068803020206,-4.5369547036724125,5.707235864262352e-06,0.732555906238604,31,11,5,10,medium,KXAAAGASM-24NOV30-US-3.30,600s
3,x_leads_y,-0.020224133289309852,-5.443548386782608,5.222953757550485e-08,0.732555906238604,31,11,5,10,medium,KXAAAGASM-24NOV30-US-3.30,600s
4,x_leads_y,-0.01859440421379743,-4.381119182853293,1.180712614730332e-05,0.732555906238604,31,11,5,10,medium,KXAAAGASM-24NOV30-US-3.30,600s
5,x_leads_y,-0.013597653509451024,-2.5625309438044312,0.010391232745922161,0.732555906238604,31,11,5,10,medium,KXAAAGASM-24NOV30-US-3.30,600s
-10,y_leads_x,-0.01875269760975025,-3.8857083566531556,0.00010203193906417276,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
-9,y_leads_x,-0.03111303252545339,-3.3678862089448023,0.0007574685246228128,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
-8,y_leads_x,-0.057215410346668404,-3.41883049423685,0.0006289089112109467,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
-7,y_leads_x,-0.07663306750422645,-2.976167748397211,0.0029187516050019503,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
-6,y_leads_x,-0.08121615742009658,-3.0381313347543433,0.002380501815199338,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
-5,y_leads_x,-0.07846784565828191,-3.5119382399556933,0.0004448513630460032,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
-4,y_leads_x,-0.08516727361279396,-4.260307968001666,2.0414541591264455e-05,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
-3,y_leads_x,-0.08675749040698869,-6.359778580423125,2.0204478274976275e-10,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
-2,y_leads_x,-0.10262117085206718,-9.93911593372777,2.8131259019876727e-23,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
-1,y_leads_x,-0.11673499666810619,-23.537392975082195,1.6900678268312438e-122,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
1,x_leads_y,-0.10719582166211522,-22.265488716804448,7.984722462948349e-110,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
2,x_leads_y,-0.09995340713155373,-9.389421766037161,6.0330546738058e-21,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
3,x_leads_y,-0.08206804622495302,-5.559433596250895,2.706515445717207e-08,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
4,x_leads_y,-0.06785810277916043,-4.454320634127215,8.415925158555539e-06,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
5,x_leads_y,-0.04311224998308002,-2.5702481781786926,0.010162568178757466,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
6,x_leads_y,-0.02699995428645585,-1.5675269935841667,0.11699156175061064,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
7,x_leads_y,-0.012455247181621644,-0.8867425095842636,0.3752175460551258,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
8,x_leads_y,-0.003499532077910316,-0.3021304235544284,0.7625526408712708,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
9,x_leads_y,0.005409058260275379,0.5124089112318513,0.608364855592921,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
10,x_leads_y,0.002018308749897587,0.3585478318931123,0.7199333792034797,0.9854070793582941,66,17,10,29,medium,KX538APPROVEMIN-24NOV30-T37,600s
-1,y_leads_x,-0.014034120890565892,-2.3087991563526415,0.020954728870811453,0.6671857967496904,25,11,1,12,medium,KX538APPROVEMAX-24NOV30-T41,600s
1,x_leads_y,-0.007769965048735151,-0.9217569681888325,0.3566553579103978,0.6671857967496904,25,11,1,12,medium,KX538APPROVEMAX-24NOV30-T41,600s
-10,y_leads_x,4.971498914699973e-05,0.06225434083042737,0.9503602886461059,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
-9,y_leads_x,0.0046081277918705935,3.301704704833123,0.0009609918326727596,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
-8,y_leads_x,-0.0025888286554371816,-1.121600106299018,0.2620325064364817,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
-7,y_leads_x,-0.012614811610028639,-3.3489742856411278,0.0008111132326585653,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
-6,y_leads_x,-0.025872616049267147,-5.3186120150952725,1.0456183822476946e-07,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
-5,y_leads_x,-0.033173923512528125,-5.9483220669339065,2.7090515892776556e-09,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
-4,y_leads_x,-0.03266276138067987,-5.082653804064001,3.721977099618929e-07,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
-3,y_leads_x,-0.03666887008296031,-5.199864836100708,1.9943350096842063e-07,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
-2,y_leads_x,-0.05996828417137287,-11.49283695569826,1.433263731215866e-30,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
-1,y_leads_x,-0.08323853973469778,-23.431741000473682,2.0296372185287897e-121,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
1,x_leads_y,-0.08298161492156454,-25.82137747393335,5.102614289450592e-147,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
2,x_leads_y,-0.05930315969697764,-14.042026471303165,8.621168219106453e-45,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
3,x_leads_y,-0.03563008544339558,-6.4734083231913635,9.581655896514364e-11,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
4,x_leads_y,-0.031370431967821986,-7.098899362724737,1.2575433615933741e-12,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
5,x_leads_y,-0.031760312779000266,-9.76623134050058,1.571907504160601e-22,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
6,x_leads_y,-0.02430413147501684,-9.870825281901178,5.570439260693703e-23,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
7,x_leads_y,-0.0106933912986567,-6.276359213239223,3.4659292898954647e-10,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
8,x_leads_y,-0.0007080933685097643,-0.5283821577001467,0.5972341187523411,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
9,x_leads_y,0.00583428657562507,3.8470745198367333,0.00011953661988996395,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
10,x_leads_y,0.0006781802083750002,0.39717975099959296,0.6912349131136973,0.8334068018115028,280,14,10,246,high,KXECDJT281,600s
-10,y_leads_x,-0.005935637796588509,-1.6203709386217287,0.1051526187239132,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
-9,y_leads_x,-0.011722136324595183,-1.378202472096346,0.1681407842259096,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
-8,y_leads_x,-0.011825999598556751,-1.3229839855552805,0.1858407035402888,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
-7,y_leads_x,-0.009326448341826103,-1.2508798037879754,0.21097833332146054,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
-6,y_leads_x,-0.005091706320204763,-0.8315489712264855,0.40566357549359444,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
-5,y_leads_x,0.002009076754646561,0.4027208547357506,0.6871535902728766,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
-4,y_leads_x,0.003199262863911286,0.8378702851684978,0.40210355910103857,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
-3,y_leads_x,-0.003853461204491048,-1.0154884465977605,0.3098730510951837,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
-2,y_leads_x,-0.01629082055499139,-4.930135284696325,8.217269191345136e-07,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
-1,y_leads_x,-0.032740805222430586,-12.07569125196983,1.4196619493733258e-33,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
1,x_leads_y,-0.0376483294408225,-25.543615381779695,6.465009358597174e-144,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
2,x_leads_y,-0.02559665486627561,-5.578540619404976,2.4254484205812968e-08,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
3,x_leads_y,-0.01721573442153414,-2.354557777462393,0.018544760493272163,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
4,x_leads_y,-0.01171255019611608,-1.284200746414148,0.1990717241082286,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
5,x_leads_y,-0.011821381701958195,-1.4403863906526482,0.14975811186145954,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
6,x_leads_y,-0.017504230489571646,-5.819147138890102,5.914864953718843e-09,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
7,x_leads_y,-0.01917099589753346,-12.81090951158535,1.4245496568423067e-37,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
8,x_leads_y,-0.016814463654420148,-3.682575057255248,0.0002308898566873187,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
9,x_leads_y,-0.011945128146817882,-2.434856419033263,0.014897699844395486,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
10,x_leads_y,-0.005882433650419396,-2.9898370839765023,0.0027912627747916723,0.8659272221163953,53,5,10,28,medium,KXECKH287,600s
-10,y_leads_x,-0.005890408223535649,-1.638108130955385,0.10139913913542307,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
-9,y_leads_x,-0.011632813620043562,-1.3932887969245091,0.1635324770358335,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
-8,y_leads_x,-0.011735885455629298,-1.3374658679728817,0.18107061639897692,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
-7,y_leads_x,-0.00925538078496746,-1.26457240659708,0.2060246497231999,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
-6,y_leads_x,-0.005052907506856299,-0.8406514203545739,0.4005432431284911,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
-5,y_leads_x,0.0019937675853614846,0.4071291893256577,0.6839131059280237,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
-4,y_leads_x,0.0031748844738582523,0.8470419297866583,0.39697175075421254,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
-3,y_leads_x,-0.0038240978216452517,-1.026604366700076,0.3046067970192007,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
-2,y_leads_x,-0.016166684466564933,-4.984102407711636,6.225010538523036e-07,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
-1,y_leads_x,-0.032491320214691255,-12.207876329591505,2.8215807279292035e-34,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
1,x_leads_y,-0.03736144908775518,-25.82322544397121,4.8644945882794924e-147,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
2,x_leads_y,-0.02540160829994862,-5.6396054321269595,1.7044026634478842e-08,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
3,x_leads_y,-0.017084550487412295,-2.380331656247778,0.01729706233528868,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
4,x_leads_y,-0.011623300537884578,-1.2982580928470928,0.19419866169744715,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
5,x_leads_y,-0.011731302747412978,-1.4561534041411786,0.14535021721479374,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
6,x_leads_y,-0.017370848214777353,-5.8828457214552445,4.032718017717235e-09,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
7,x_leads_y,-0.019024912866668006,-12.951142565979815,2.314828840625769e-38,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
8,x_leads_y,-0.016686337404425416,-3.722885914798106,0.00019695853270262776,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
9,x_leads_y,-0.011854106244090949,-2.4615092770793177,0.013835381961945102,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
10,x_leads_y,-0.005837609493077155,-3.0225649700059027,0.002506422731379631,0.8664290307348468,54,6,10,28,medium,KXECKH287,600s
-10,y_leads_x,-0.007936142476380956,-5.11720113009819,3.1010288838594204e-07,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
-9,y_leads_x,-0.01741248232972777,-14.549036004907803,5.92318516917797e-48,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
-8,y_leads_x,-0.019235847234376248,-35.5959724361827,1.6170967326731644e-277,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
-7,y_leads_x,-0.017287567467637724,-4.490250182022444,7.113956668417738e-06,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
-6,y_leads_x,-0.014179774082700144,-1.5617401143731409,0.11834922461403656,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
-5,y_leads_x,-0.006263364719053068,-0.5506966725628312,0.5818416260016681,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
-4,y_leads_x,-0.0035340984046526333,-0.330943405242467,0.7406872348969356,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
-3,y_leads_x,-0.009233809597987667,-1.37360811833647,0.16956337521361997,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
-2,y_leads_x,-0.021737648693494694,-5.848125773012301,4.971426067375552e-09,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
-1,y_leads_x,-0.03828058381211799,-98.89787740763774,0.0,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
1,x_leads_y,-0.044317642992644235,-15.622913990156228,5.0828562389169884e-55,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
2,x_leads_y,-0.030964845545442973,-4.471969114399753,7.750262303958485e-06,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
3,x_leads_y,-0.021861833497317736,-1.7836794310071342,0.07447577032600662,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
4,x_leads_y,-0.016640148639031432,-0.9977321263279242,0.31840927044911604,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
5,x_leads_y,-0.017481901305339245,-0.9838978517178183,0.32516574008632226,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
6,x_leads_y,-0.024286830426201528,-1.9561795765656476,0.05044400353745761,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
7,x_leads_y,-0.026926009551863132,-3.332064059677557,0.0008620441075558536,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
8,x_leads_y,-0.024781329448279685,-5.1198139219700645,3.058372747045299e-07,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
9,x_leads_y,-0.018892262432697392,-3.7939701756030733,0.00014825748976164736,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
10,x_leads_y,-0.011992244910427191,-1.721696983487838,0.08512442406652919,0.9265504956042062,42,3,10,19,medium,KXECKH287,600s
-10,y_leads_x,0.0007687262884215427,0.9615553543067982,0.336273007147998,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
-9,y_leads_x,0.006650596246976507,4.477184437275319,7.563390451509616e-06,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
-8,y_leads_x,-0.0017984614536143808,-0.5603638537610952,0.5752312814005194,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
-7,y_leads_x,-0.014404358569484244,-2.829636177798,0.004660096344358702,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
-6,y_leads_x,-0.030838290936221244,-5.00510158966803,5.583257763478046e-07,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
-5,y_leads_x,-0.03914976363405023,-5.370506872828643,7.85156408249697e-08,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
-4,y_leads_x,-0.037503144958873955,-4.1311017295384795,3.6102875747688696e-05,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
-3,y_leads_x,-0.04132771527476661,-3.951247072887346,7.774500925862964e-05,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
-2,y_leads_x,-0.06933210713325051,-8.812754486700165,1.22107778285291e-18,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
-1,y_leads_x,-0.09806699222952031,-19.347696026584995,2.131601228832496e-83,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
1,x_leads_y,-0.09775309186676913,-21.10805858531752,6.707171868744729e-99,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
2,x_leads_y,-0.06851952209504547,-10.467626051220286,1.2165561907663548e-25,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
3,x_leads_y,-0.040086126108399234,-4.734368833284433,2.197378200106007e-06,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
4,x_leads_y,-0.0359482317397614,-5.526840313876066,3.2604947441416026e-08,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
5,x_leads_y,-0.037406674256745154,-8.71395914582817,2.934421661732054e-18,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
6,x_leads_y,-0.028965717072055957,-9.91190913226519,3.6951672480645975e-23,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
7,x_leads_y,-0.012121115737832686,-5.042000900641384,4.606891195059115e-07,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
8,x_leads_y,0.00032788985694789073,0.38160300943403647,0.7027558516652914,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
9,x_leads_y,0.008086297868686844,10.234978233966325,1.3822626025723195e-24,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
10,x_leads_y,0.0014500043871728406,0.8364228522021471,0.40291706105691893,0.834701837778103,197,4,10,173,high,KXECDJT281,600s
-3,y_leads_x,-0.008575910078506862,-0.5473394875122894,0.584145519998492,0.8349780318258229,29,13,3,10,medium,538APPROVEMAX-24SEP30-T43,600s
-2,y_leads_x,-0.019384239549530637,-0.8458895462182744,0.397614364767341,0.8349780318258229,29,13,3,10,medium,538APPROVEMAX-24SEP30-T43,600s
-1,y_leads_x,-0.0264116760727602,-2.1832529975480504,0.02901718384000012,0.8349780318258229,29,13,3,10,medium,538APPROVEMAX-24SEP30-T43,600s
1,x_leads_y,-0.023340159444462417,-2.126304539991922,0.03347791027966907,0.8349780318258229,29,13,3,10,medium,538APPROVEMAX-24SEP30-T43,600s
2,x_leads_y,-0.005987987728362913,-0.34122776432641455,0.7329321233255662,0.8349780318258229,29,13,3,10,medium,538APPROVEMAX-24SEP30-T43,600s
3,x_leads_y,0.0018146056611467567,0.1937473767154541,0.8463736933971161,0.8349780318258229,29,13,3,10,medium,538APPROVEMAX-24SEP30-T43,600s
-10,y_leads_x,-0.005457419385610353,-26.094697424988343,4.1877365958864456e-150,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
-9,y_leads_x,-0.005973596501733921,-3.200319411839169,0.0013727536419470116,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
-8,y_leads_x,-0.010920129487359462,-3.896060808518115,9.776985169567256e-05,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
-7,y_leads_x,-0.017289971084320798,-9.518979204355512,1.748884840623978e-21,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
-6,y_leads_x,-0.028531520932589382,-19.263552139522968,1.0866222701555568e-82,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
-5,y_leads_x,-0.027688797860688685,-17.39986533544761,8.269710489719008e-68,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
-4,y_leads_x,-0.016808971941403315,-2.1045828560962567,0.035327635250363615,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
-3,y_leads_x,0.0045433917197251344,0.3828261759315194,0.701848651729956,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
-2,y_leads_x,-0.016787474784650293,-2.035430044683665,0.04180762079783413,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
-1,y_leads_x,-0.06403227779605816,-43.52692218720449,0.0,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
1,x_leads_y,-0.06397591635175809,-36.01686158045709,4.5560653814806594e-284,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
2,x_leads_y,-0.016510801003658322,-2.0211580358652186,0.04326340818283895,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
3,x_leads_y,0.0049722098405620965,0.45505775811545046,0.6490676867852477,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
4,x_leads_y,-0.016469868525986704,-2.708157743220806,0.006765785619388297,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
5,x_leads_y,-0.02776698303643777,-23.33764901381969,1.839683348232678e-120,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
6,x_leads_y,-0.028856000242007802,-11.240784024435206,2.57088862275209e-29,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
7,x_leads_y,-0.01770892241106314,-6.248980312721256,4.131409836809363e-10,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
8,x_leads_y,-0.011675099599853437,-1.854261748798771,0.0637017217303836,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
9,x_leads_y,-0.006935004219350552,-1.4417841866391201,0.14936326527128524,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
10,x_leads_y,-0.0061046606894726956,-7.417750877171909,1.1912589759910481e-13,0.7130376502789297,284,20,10,244,high,KXECDJT312,600s
-1,y_leads_x,-0.024947211547382223,-4.873470787664713,1.096544887029079e-06,0.8332258748022167,25,11,1,12,medium,538APPROVEMAX-24SEP30-T43,600s
1,x_leads_y,-0.019409747232261642,-2.0958924579854488,0.036091731912813174,0.8332258748022167,25,11,1,12,medium,538APPROVEMAX-24SEP30-T43,600s
-10,y_leads_x,-0.007347353388474436,-3.253592071559383,0.0011395579015498062,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
-9,y_leads_x,-0.024661957373705,-2.0854350642977177,0.03702982676236404,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
-8,y_leads_x,-0.032266949122993424,-4.762075313958219,1.916121396777932e-06,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
-7,y_leads_x,-0.04352591435731243,-1.740759755275413,0.08172569905631895,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
-6,y_leads_x,-0.054688646873325114,-1.2499540629507544,0.2113163285355597,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
-5,y_leads_x,-0.08309597091621902,-1.5324272157857664,0.12541704571751208,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
-4,y_leads_x,-0.09854539505375737,-1.6310848057429224,0.10287242628326233,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
-3,y_leads_x,-0.09282826416560368,-1.893011140521208,0.058356387955568606,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
-2,y_leads_x,-0.0991803893211614,-2.266905203829795,0.02339601727191142,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
-1,y_leads_x,-0.11935631685826723,-5.787309477518704,7.152273600409058e-09,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
1,x_leads_y,-0.11133131577284419,-15.247602295906296,1.7079048065132595e-52,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
2,x_leads_y,-0.08397419779846693,-6.092096400506594,1.1144153810034088e-09,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
3,x_leads_y,-0.07293547148549952,-7.279709853829059,3.3453889567222676e-13,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
4,x_leads_y,-0.07046233470298793,-28.289282669748594,4.681878056848199e-176,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
5,x_leads_y,-0.05670010325609645,-6.809074182944522,9.822882143523645e-12,0.8111126658770487,106,8,10,78,high,KXECDJT306,600s
