direction,cause_col,effect_col,k,coef,t_stat,p_value,p_granger,r_squared,n_obs,n_days,k_used,n_ylags,dof,cov_type,reliability_tier,x_ticker,y_ticker,bar_freq
y_to_x,chg_y,chg_x,4,-0.03221692470546871,-1.3208692170526186,0.1865449754010795,0.07312820552527069,0.8104600841787529,34,14,10,0,10,cluster_by_day,medium,KX538APPROVEMIN-24NOV30-T37,KXFEDDECISION-24DEC-C25,600s
y_to_x,chg_y,chg_x,5,-0.022788609806612445,-0.8508489697948667,0.39485325502148394,0.07312820552527069,0.8104600841787529,34,14,10,0,10,cluster_by_day,medium,KX538APPROVEMIN-24NOV30-T37,KXFEDDECISION-24DEC-C25,600s
y_to_x,chg_y,chg_x,6,0.007958414554196436,0.2644982154979013,0.7913960396921992,0.07312820552527069,0.8104600841787529,34,14,10,0,10,cluster_by_day,medium,KX538APPROVEMIN-24NOV30-T37,KXFEDDECISION-24DEC-C25,600s
y_to_x,chg_y,chg_x,7,-0.014585028687545864,-0.781876207242136,0.434287329047205,0.07312820552527069,0.8104600841787529,34,14,10,0,10,cluster_by_day,medium,KX538APPROVEMIN-24NOV30-T37,KXFEDDECISION-24DEC-C25,600s
y_to_x,chg_y,chg_x,8,0.002183401764556586,0.11850285599839167,0.9056692322833996,0.07312820552527069,0.8104600841787529,34,14,10,0,10,cluster_by_day,medium,KX538APPROVEMIN-24NOV30-T37,KXFEDDECISION-24DEC-C25,600s
y_to_x,chg_y,chg_x,9,0.0006984121815145142,0.03080352931153401,0.9754262257735242,0.07312820552527069,0.8104600841787529,34,14,10,0,10,cluster_by_day,medium,KX538APPROVEMIN-24NOV30-T37,KXFEDDECISION-24DEC-C25,600s
y_to_x,chg_y,chg_x,10,-0.012403302148309172,-0.5647986639338305,0.5722107159063232,0.07312820552527069,0.8104600841787529,34,14,10,0,10,cluster_by_day,medium,KX538APPROVEMIN-24NOV30-T37,KXFEDDECISION-24DEC-C25,600s
x_to_y,chg_x,chg_y,1,0.027039740573346974,28.870135200039698,2.831831144009598e-183,0.0,0.8498591629971028,47,15,10,0,22,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
x_to_y,chg_x,chg_y,2,-0.02231848475602147,-9.08206291908998,1.0653615567970144e-19,0.0,0.8498591629971028,47,15,10,0,22,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
x_to_y,chg_x,chg_y,3,0.0019216000037882007,1.2581144662677124,0.20835036229479964,0.0,0.8498591629971028,47,15,10,0,22,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
x_to_y,chg_x,chg_y,4,-0.006938263231969413,-4.264059232854007,2.0074619031729063e-05,0.0,0.8498591629971028,47,15,10,0,22,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
x_to_y,chg_x,chg_y,5,0.03679991774133871,9.310248057265417,1.2753414514168798e-20,0.0,0.8498591629971028,47,15,10,0,22,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
x_to_y,chg_x,chg_y,6,0.0015870145150339552,0.6036777257705688,0.5460579258603644,0.0,0.8498591629971028,47,15,10,0,22,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
x_to_y,chg_x,chg_y,7,-5.774021412546428e-05,-0.030377607758974665,0.9757659030325885,0.0,0.8498591629971028,47,15,10,0,22,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
x_to_y,chg_x,chg_y,8,-0.009190119698002468,-14.474136600319717,1.7652845382545915e-47,0.0,0.8498591629971028,47,15,10,0,22,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
x_to_y,chg_x,chg_y,9,0.03151763682212541,8.406820212534807,4.2127609431914816e-17,0.0,0.8498591629971028,47,15,10,0,22,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
x_to_y,chg_x,chg_y,10,0.0009339808636324106,0.6316462169718278,0.5276180793271841,0.0,0.8498591629971028,47,15,10,0,22,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
y_to_x,chg_y,chg_x,1,0.0021862874073390994,0.14195661223098313,0.887114276953521,0.0,0.36293980099656065,47,15,10,1,21,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
y_to_x,chg_y,chg_x,2,0.01867124399322322,1.2895606246571318,0.19720325442946807,0.0,0.36293980099656065,47,15,10,1,21,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
y_to_x,chg_y,chg_x,3,0.005258897178457303,0.18604608976645792,0.8524086178222489,0.0,0.36293980099656065,47,15,10,1,21,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
y_to_x,chg_y,chg_x,4,0.009545338654943355,0.5214757451947358,0.6020353977206803,0.0,0.36293980099656065,47,15,10,1,21,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
y_to_x,chg_y,chg_x,5,0.021197534075136897,2.5749975417603803,0.010024079906773066,0.0,0.36293980099656065,47,15,10,1,21,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
y_to_x,chg_y,chg_x,6,0.014925551297826588,1.5449386458942198,0.12236110454538304,0.0,0.36293980099656065,47,15,10,1,21,cluster_by_day,medium,KXECDJT281,KXFEDDECISION-24DEC-H0,600s
