k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,k_used,dof,reliability_tier,p_joint_x_leads_y,p_joint_y_leads_x,ticker,bar_freq
-6,y_leads_x,0.04037104488389102,3.5246797331977584,0.000423995070928121,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
-5,y_leads_x,0.031211305971290584,2.8322111653268247,0.004622730907163469,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
-4,y_leads_x,0.010190880123609398,6.97158217555696,3.1339616947729123e-12,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
-3,y_leads_x,-0.00904694224324491,-1.6301823195052083,0.1030629695397367,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
-2,y_leads_x,-0.0371263430565531,-2.378749035120845,0.017371498409900363,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
-1,y_leads_x,-0.048876023374245944,-3.689052277449974,0.0002250909687326369,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
1,x_leads_y,-0.04948434697201833,-35.01959407708066,1.1323639228167323e-268,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
2,x_leads_y,-0.03780961916640466,-9.984708242432037,1.7782343770681513e-23,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
3,x_leads_y,-0.009618042392195193,-1.0193288316413678,0.30804688062897245,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
4,x_leads_y,0.009373185069688136,0.6710013929590866,0.5022196421460751,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
5,x_leads_y,0.030566151657564156,2.7492229929105645,0.005973673102413963,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
6,x_leads_y,0.03971376834538342,5.6999390777587875,1.1985025106008831e-08,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
7,x_leads_y,0.031266039815943586,14.1501355364277,1.8639768687127938e-45,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
8,x_leads_y,0.028468154229019924,41.13497612897421,0.0,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
9,x_leads_y,0.013489388395059145,5.466482585989128,4.590535001639113e-08,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
10,x_leads_y,0.01011940759001097,2.985752466931215,0.002828815224104698,0.6408980913868204,98,7,10,71,high,0.0,0.0,KXECDJT316,600s
-10,y_leads_x,0.009908070231469304,1.7933814653567846,0.07291194917887317,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
-9,y_leads_x,0.013354647940606241,1.8236847425923168,0.06819974678517866,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
-8,y_leads_x,0.02823822274566653,1.2543529204993622,0.20971375662793346,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
-7,y_leads_x,0.031027207591497557,1.053973568969312,0.29189501831787024,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
-6,y_leads_x,0.04000366663740188,3.5552296036735105,0.00037764915367920866,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
-5,y_leads_x,0.03092500139479166,2.853471670904248,0.0043244383369283965,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
-4,y_leads_x,0.010097054036016696,7.050772232761076,1.7792753893980193e-12,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
-3,y_leads_x,-0.008967875940102564,-1.6436384302189828,0.10025091080397497,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
-2,y_leads_x,-0.03676531828912678,-2.3935288149792537,0.016687170514514817,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
-1,y_leads_x,-0.048464494588842895,-3.734233116850847,0.00018828803398565015,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
1,x_leads_y,-0.04903438075272239,-34.800974436104276,2.351087669942679e-265,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
2,x_leads_y,-0.03744658935765437,-10.034944169621797,1.0701992999547633e-23,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
3,x_leads_y,-0.009529510679846235,-1.026073792196332,0.30485680256074243,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
4,x_leads_y,0.0092956894696693,0.6767818587811162,0.4985443699490224,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
5,x_leads_y,0.0302948192237595,2.774254914553721,0.005532830548659463,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
6,x_leads_y,0.03934684692128512,5.745561567935153,9.16164130622075e-09,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
7,x_leads_y,0.03098358033043822,14.341606010289771,1.2024034951656332e-46,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
8,x_leads_y,0.02819934554308819,41.56852532018598,0.0,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
9,x_leads_y,0.013372434022788302,5.483636216556749,4.166711651761448e-08,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
10,x_leads_y,0.010016802246056687,3.0088461322297806,0.0026224189188927115,0.6413103290993342,100,8,10,72,high,0.0,0.0,KXECDJT316,600s
-10,y_leads_x,0.009852542151383523,1.797059928135564,0.0723261064069431,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
-9,y_leads_x,0.013241109292265572,1.8246793232231044,0.0680494352757172,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
-8,y_leads_x,0.028089479330054838,1.2560524153632917,0.20909696688362678,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
-7,y_leads_x,0.03092758237521301,1.0577000489650692,0.29019221293286235,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
-6,y_leads_x,0.039762844227519065,3.5531688591655093,0.0003806200604773709,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
-5,y_leads_x,0.0307763790233195,2.8605574351545164,0.004228969434228966,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
-4,y_leads_x,0.01003470025451422,7.087861189119231,1.3620047836586338e-12,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
-3,y_leads_x,-0.00894730318297497,-1.656851127627031,0.09754957725153529,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
-2,y_leads_x,-0.03666771476313045,-2.4110005769973917,0.015908823272930705,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
-1,y_leads_x,-0.04829677324542622,-3.7503179065432133,0.0001766105190342184,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
1,x_leads_y,-0.048906593300228486,-32.25833959353545,2.68757122774998e-228,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
2,x_leads_y,-0.03730799849744578,-9.973829957341763,1.984262887416837e-23,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
3,x_leads_y,-0.009527326618923474,-1.0302100059625356,0.3029114336588369,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
4,x_leads_y,0.009255905497397302,0.6783400948398569,0.4975560822162117,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
5,x_leads_y,0.030146530388591223,2.776908414116095,0.005487864017377533,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
6,x_leads_y,0.039167957318037426,5.763534071258364,8.237061510743651e-09,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
7,x_leads_y,0.030845764139777677,14.52306173821988,8.655612111355075e-48,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
8,x_leads_y,0.028070565099178213,42.18909897414807,0.0,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
9,x_leads_y,0.01330780123796064,5.482188460024231,4.2009635920555324e-08,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
10,x_leads_y,0.009954585983871002,3.01779167072304,0.0025462388106470037,0.6412122680738959,101,8,10,73,high,0.0,0.0,KXECDJT316,600s
-5,y_leads_x,-0.0019202405471581395,-0.5184765431687046,0.6041258219806895,0.732555906238604,31,11,5,10,medium,0.0,3.6708029491604165e-54,KXAAAGASM-24NOV30-US-3.30,600s
-4,y_leads_x,-0.005201984119744231,-1.1965843499528612,0.2314686033943718,0.732555906238604,31,11,5,10,medium,0.0,3.6708029491604165e-54,KXAAAGASM-24NOV30-US-3.30,600s
-3,y_leads_x,-0.012077323564460958,-1.3001915684519767,0.19353531971480664,0.732555906238604,31,11,5,10,medium,0.0,3.6708029491604165e-54,KXAAAGASM-24NOV30-US-3.30,600s
-2,y_leads_x,-0.02482194312315843,-5.778485531915494,7.537602430390755e-09,0.732555906238604,31,11,5,10,medium,0.0,3.6708029491604165e-54,KXAAAGASM-24NOV30-US-3.30,600s
-1,y_leads_x,-0.022806452146314403,-2.3026924096770442,0.021296155565077357,0.732555906238604,31,11,5,10,medium,0.0,3.6708029491604165e-54,KXAAAGASM-24NOV30-US-3.30,600s
1,x_leads_y,-0.022736814920581203,-2.1494575101277955,0.031598150808509584,0.732555906238604,31,11,5,10,medium,0.0,3.6708029491604165e-54,KXAAAGASM-24NOV30-US-3.30,600s
2,x_leads_y,-0.02305068803020206,-4.5369547036724125,5.707235864262352e-06,0.732555906238604,31,11,5,10,medium,0.0,3.6708029491604165e-54,KXAAAGASM-24NOV30-US-3.30,600s
3,x_leads_y,-0.020224133289309852,-5.443548386782608,5.222953757550485e-08,0.732555906238604,31,11,5,10,medium,0.0,3.6708029491604165e-54,KXAAAGASM-24NOV30-US-3.30,600s
4,x_leads_y,-0.01859440421379743,-4.381119182853293,1.180712614730332e-05,0.732555906238604,31,11,5,10,medium,0.0,3.6708029491604165e-54,KXAAAGASM-24NOV30-US-3.30,600s
5,x_leads_y,-0.013597653509451024,-2.5625309438044312,0.010391232745922161,0.732555906238604,31,11,5,10,medium,0.0,3.6708029491604165e-54,KXAAAGASM-24NOV30-US-3.30,600s
-10,y_leads_x,-0.01875269760975025,-3.8857083566531556,0.00010203193906417276,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
-9,y_leads_x,-0.03111303252545339,-3.3678862089448023,0.0007574685246228128,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
-8,y_leads_x,-0.057215410346668404,-3.41883049423685,0.0006289089112109467,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
-7,y_leads_x,-0.07663306750422645,-2.976167748397211,0.0029187516050019503,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
-6,y_leads_x,-0.08121615742009658,-3.0381313347543433,0.002380501815199338,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
-5,y_leads_x,-0.07846784565828191,-3.5119382399556933,0.0004448513630460032,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
-4,y_leads_x,-0.08516727361279396,-4.260307968001666,2.0414541591264455e-05,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
-3,y_leads_x,-0.08675749040698869,-6.359778580423125,2.0204478274976275e-10,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
-2,y_leads_x,-0.10262117085206718,-9.93911593372777,2.8131259019876727e-23,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
-1,y_leads_x,-0.11673499666810619,-23.537392975082195,1.6900678268312438e-122,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
1,x_leads_y,-0.10719582166211522,-22.265488716804448,7.984722462948349e-110,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
2,x_leads_y,-0.09995340713155373,-9.389421766037161,6.0330546738058e-21,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
3,x_leads_y,-0.08206804622495302,-5.559433596250895,2.706515445717207e-08,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
4,x_leads_y,-0.06785810277916043,-4.454320634127215,8.415925158555539e-06,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
5,x_leads_y,-0.04311224998308002,-2.5702481781786926,0.010162568178757466,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
6,x_leads_y,-0.02699995428645585,-1.5675269935841667,0.11699156175061064,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
7,x_leads_y,-0.012455247181621644,-0.8867425095842636,0.3752175460551258,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
8,x_leads_y,-0.003499532077910316,-0.3021304235544284,0.7625526408712708,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
9,x_leads_y,0.005409058260275379,0.5124089112318513,0.608364855592921,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
10,x_leads_y,0.002018308749897587,0.3585478318931123,0.7199333792034797,0.9854070793582941,66,17,10,29,medium,0.0,0.0,KX538APPROVEMIN-24NOV30-T37,600s
-1,y_leads_x,-0.013458357857163577,-2.2377811829666214,0.025235328094746424,0.6566894451779968,25,10,1,13,medium,0.33131915901518577,0.025235328094746448,KX538APPROVEMAX-24NOV30-T41,600s
1,x_leads_y,-0.0078033970416069185,-0.9714602083333181,0.3313191590151887,0.6566894451779968,25,10,1,13,medium,0.33131915901518577,0.025235328094746448,KX538APPROVEMAX-24NOV30-T41,600s
-10,y_leads_x,4.732365391725904e-05,0.05915373562111381,0.952829658700431,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
-9,y_leads_x,0.004607275183330543,3.2989478957510316,0.0009704792278663023,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
-8,y_leads_x,-0.0025908705981292565,-1.1222905089013675,0.26173894030767975,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
-7,y_leads_x,-0.012619964856449966,-3.35176808243826,0.0008029725401905097,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
-6,y_leads_x,-0.025886054886905964,-5.327781592509728,9.941957104020761e-08,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
-5,y_leads_x,-0.03319262715292598,-5.959625721156689,2.5281629891700136e-09,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
-4,y_leads_x,-0.032669100228350255,-5.084273743803684,3.6903538058090605e-07,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
-3,y_leads_x,-0.03666367693795092,-5.197023080959922,2.0250522824892195e-07,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
-2,y_leads_x,-0.05995199034638942,-11.475751422988594,1.746537816871746e-30,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
-1,y_leads_x,-0.08322494082884312,-23.385185975234666,6.04735081380852e-121,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
1,x_leads_y,-0.08298717666978575,-25.842165045466942,2.9801418095032525e-147,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
2,x_leads_y,-0.05931890080778698,-14.063097924531169,6.4021126280524e-45,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
3,x_leads_y,-0.03563166175583802,-6.4747279723580045,9.498290412209932e-11,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
4,x_leads_y,-0.03137312118365563,-7.1023555688962,1.2264818134150424e-12,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
5,x_leads_y,-0.0317505591135139,-9.750863044124944,1.8290660695543103e-22,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
6,x_leads_y,-0.02429072209165239,-9.83782711562697,7.736361947233462e-23,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
7,x_leads_y,-0.010682729466764043,-6.260217997815951,3.844396775108024e-10,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
8,x_leads_y,-0.0007013158838559911,-0.5253136269116828,0.599365185957703,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
9,x_leads_y,0.005836356709582622,3.8530362234865585,0.00011666212346649648,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
10,x_leads_y,0.0006782525429309203,0.39722203331875705,0.6912037357164544,0.8334055334369612,280,14,10,246,high,0.0,0.0,KXECDJT281,600s
-10,y_leads_x,-0.005935637796588509,-1.6203709386217287,0.1051526187239132,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
-9,y_leads_x,-0.011722136324595183,-1.378202472096346,0.1681407842259096,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
-8,y_leads_x,-0.011825999598556751,-1.3229839855552805,0.1858407035402888,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
-7,y_leads_x,-0.009326448341826103,-1.2508798037879754,0.21097833332146054,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
-6,y_leads_x,-0.005091706320204763,-0.8315489712264855,0.40566357549359444,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
-5,y_leads_x,0.002009076754646561,0.4027208547357506,0.6871535902728766,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
-4,y_leads_x,0.003199262863911286,0.8378702851684978,0.40210355910103857,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
-3,y_leads_x,-0.003853461204491048,-1.0154884465977605,0.3098730510951837,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
-2,y_leads_x,-0.01629082055499139,-4.930135284696325,8.217269191345136e-07,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
-1,y_leads_x,-0.032740805222430586,-12.07569125196983,1.4196619493733258e-33,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
1,x_leads_y,-0.0376483294408225,-25.543615381779695,6.465009358597174e-144,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
2,x_leads_y,-0.02559665486627561,-5.578540619404976,2.4254484205812968e-08,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
3,x_leads_y,-0.01721573442153414,-2.354557777462393,0.018544760493272163,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
4,x_leads_y,-0.01171255019611608,-1.284200746414148,0.1990717241082286,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
5,x_leads_y,-0.011821381701958195,-1.4403863906526482,0.14975811186145954,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
6,x_leads_y,-0.017504230489571646,-5.819147138890102,5.914864953718843e-09,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
7,x_leads_y,-0.01917099589753346,-12.81090951158535,1.4245496568423067e-37,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
8,x_leads_y,-0.016814463654420148,-3.682575057255248,0.0002308898566873187,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
9,x_leads_y,-0.011945128146817882,-2.434856419033263,0.014897699844395486,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
10,x_leads_y,-0.005882433650419396,-2.9898370839765023,0.0027912627747916723,0.8659272221163953,53,5,10,28,medium,0.0,1.4061748097060208e-79,KXECKH287,600s
-10,y_leads_x,-0.005890408223535649,-1.638108130955385,0.10139913913542307,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
-9,y_leads_x,-0.011632813620043562,-1.3932887969245091,0.1635324770358335,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
-8,y_leads_x,-0.011735885455629298,-1.3374658679728817,0.18107061639897692,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
-7,y_leads_x,-0.00925538078496746,-1.26457240659708,0.2060246497231999,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
-6,y_leads_x,-0.005052907506856299,-0.8406514203545739,0.4005432431284911,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
-5,y_leads_x,0.0019937675853614846,0.4071291893256577,0.6839131059280237,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
-4,y_leads_x,0.0031748844738582523,0.8470419297866583,0.39697175075421254,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
-3,y_leads_x,-0.0038240978216452517,-1.026604366700076,0.3046067970192007,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
-2,y_leads_x,-0.016166684466564933,-4.984102407711636,6.225010538523036e-07,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
-1,y_leads_x,-0.032491320214691255,-12.207876329591505,2.8215807279292035e-34,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
1,x_leads_y,-0.03736144908775518,-25.82322544397121,4.8644945882794924e-147,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
2,x_leads_y,-0.02540160829994862,-5.6396054321269595,1.7044026634478842e-08,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
3,x_leads_y,-0.017084550487412295,-2.380331656247778,0.01729706233528868,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
4,x_leads_y,-0.011623300537884578,-1.2982580928470928,0.19419866169744715,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
5,x_leads_y,-0.011731302747412978,-1.4561534041411786,0.14535021721479374,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
6,x_leads_y,-0.017370848214777353,-5.8828457214552445,4.032718017717235e-09,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
7,x_leads_y,-0.019024912866668006,-12.951142565979815,2.314828840625769e-38,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
8,x_leads_y,-0.016686337404425416,-3.722885914798106,0.00019695853270262776,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
9,x_leads_y,-0.011854106244090949,-2.4615092770793177,0.013835381961945102,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
10,x_leads_y,-0.005837609493077155,-3.0225649700059027,0.002506422731379631,0.8664290307348468,54,6,10,28,medium,0.0,2.4597551102726846e-81,KXECKH287,600s
-10,y_leads_x,-0.007936142476380956,-5.11720113009819,3.1010288838594204e-07,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
-9,y_leads_x,-0.01741248232972777,-14.549036004907803,5.92318516917797e-48,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
-8,y_leads_x,-0.019235847234376248,-35.5959724361827,1.6170967326731644e-277,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
-7,y_leads_x,-0.017287567467637724,-4.490250182022444,7.113956668417738e-06,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
-6,y_leads_x,-0.014179774082700144,-1.5617401143731409,0.11834922461403656,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
-5,y_leads_x,-0.006263364719053068,-0.5506966725628312,0.5818416260016681,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
-4,y_leads_x,-0.0035340984046526333,-0.330943405242467,0.7406872348969356,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
-3,y_leads_x,-0.009233809597987667,-1.37360811833647,0.16956337521361997,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
-2,y_leads_x,-0.021737648693494694,-5.848125773012301,4.971426067375552e-09,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
-1,y_leads_x,-0.03828058381211799,-98.89787740763774,0.0,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
1,x_leads_y,-0.044317642992644235,-15.622913990156228,5.0828562389169884e-55,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
2,x_leads_y,-0.030964845545442973,-4.471969114399753,7.750262303958485e-06,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
3,x_leads_y,-0.021861833497317736,-1.7836794310071342,0.07447577032600662,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
4,x_leads_y,-0.016640148639031432,-0.9977321263279242,0.31840927044911604,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
5,x_leads_y,-0.017481901305339245,-0.9838978517178183,0.32516574008632226,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
6,x_leads_y,-0.024286830426201528,-1.9561795765656476,0.05044400353745761,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
7,x_leads_y,-0.026926009551863132,-3.332064059677557,0.0008620441075558536,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
8,x_leads_y,-0.024781329448279685,-5.1198139219700645,3.058372747045299e-07,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
9,x_leads_y,-0.018892262432697392,-3.7939701756030733,0.00014825748976164736,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
10,x_leads_y,-0.011992244910427191,-1.721696983487838,0.08512442406652919,0.9265504956042062,42,3,10,19,medium,0.175598583258583,0.0003048315293187291,KXECKH287,600s
