k_lag,direction,beta,z_stat,p_value,pseudo_r2,n_obs,n_up,mode,bar,K_chosen,n_total,group,etf,n_members,p_fdr
-2,etf_leads_kalshi,-0.06269543203976015,-1.8111484561178397,0.07011787445250706,0.0017741266994125704,186,112,calendar,10min,8,241,ELECTION_trump_fav,VDE,6,0.19866731094877
-1,etf_leads_kalshi,-0.17326466895666046,-2.5819056901620856,0.009825643152216337,0.012063305328521401,210,122,calendar,10min,8,241,ELECTION_trump_fav,VDE,6,0.041758983396919434
0,contemp,-0.03020270214790035,-0.8017118232380195,0.42271967499254814,0.0004181924047848007,239,135,calendar,10min,8,241,ELECTION_trump_fav,VDE,6,0.5133024624909514
1,kalshi_leads_etf,0.046738436500084475,1.0529618538443353,0.2923584754325259,0.001029162774562331,210,119,calendar,10min,8,241,ELECTION_trump_fav,VDE,6,0.38823528476809926
2,kalshi_leads_etf,0.08541774429217122,6.815930458390776,9.36555950794097e-12,0.003416969203771103,186,107,calendar,10min,8,241,ELECTION_trump_fav,VDE,6,7.960725581749825e-11
3,kalshi_leads_etf,0.09461107326601856,1.2318560128825562,0.21800287528220275,0.004480991844066029,167,96,calendar,10min,8,241,ELECTION_trump_fav,VDE,6,0.38823528476809926
4,kalshi_leads_etf,0.006857858434026523,0.16294656207023717,0.870560509483771,2.6380716994123254e-05,150,89,calendar,10min,8,241,ELECTION_trump_fav,VDE,6,0.870560509483771
5,kalshi_leads_etf,-0.030116484765852245,-0.6335865391738768,0.5263506878221943,0.0005288529811205978,135,81,calendar,10min,8,241,ELECTION_trump_fav,VDE,6,0.5965307795318202
6,kalshi_leads_etf,0.07768638011118321,2.237182251869654,0.025274430854668444,0.003266784402475298,121,71,calendar,10min,8,241,ELECTION_trump_fav,VDE,6,0.08593306490587271
7,kalshi_leads_etf,-0.08976350933599692,-1.0431349279488575,0.2968858059991347,0.003388892106459429,108,59,calendar,10min,8,241,ELECTION_trump_fav,VDE,6,0.38823528476809926
8,kalshi_leads_etf,-0.03241628954219992,-1.1317734831101156,0.2577296786386707,0.00048420385632730323,96,51,calendar,10min,8,241,ELECTION_trump_fav,VDE,6,0.38823528476809926
-8,etf_leads_kalshi,0.13791739584026255,5.308319650647847,1.1064048517548601e-07,0.007083044666638116,225,118,event,30s,8,391,ELECTION_trump_fav,VDE,6,3.761776495966524e-07
-7,etf_leads_kalshi,-0.08194037817162586,-1.5168775722862884,0.1292975970617833,0.0024061476138759197,238,124,event,30s,8,391,ELECTION_trump_fav,VDE,6,0.14653727667002106
-6,etf_leads_kalshi,0.08170746541867735,6.559221663690723,5.40893499923415e-11,0.0024469536457737417,252,132,event,30s,8,391,ELECTION_trump_fav,VDE,6,2.2987973746745138e-10
-5,etf_leads_kalshi,-0.18031665607719963,-3.818493809289259,0.00013426895326840483,0.010901193984168223,266,139,event,30s,8,391,ELECTION_trump_fav,VDE,6,0.00032608174365184034
-4,etf_leads_kalshi,0.05769452139272225,5.0135063519044,5.34470022006007e-07,0.001185757352740846,281,147,event,30s,8,391,ELECTION_trump_fav,VDE,6,1.5143317290170197e-06
-3,etf_leads_kalshi,-0.0683031934999043,-3.6263920561756255,0.0002874088827596274,0.0017699786220092273,300,158,event,30s,8,391,ELECTION_trump_fav,VDE,6,0.0006107438758642083
-2,etf_leads_kalshi,-0.07531228287852315,-3.0045698184571332,0.002659567107034825,0.0022501392361569117,320,168,event,30s,8,391,ELECTION_trump_fav,VDE,6,0.004110240074508366
-1,etf_leads_kalshi,0.10935274986187947,2.818028087223749,0.0048319582780471815,0.005088747502256852,345,180,event,30s,8,391,ELECTION_trump_fav,VDE,6,0.0068452742272335065
0,contemp,-0.040764851181449444,-1.6780418531061487,0.09333892878036022,0.0007628651695088529,374,196,event,30s,8,391,ELECTION_trump_fav,VDE,6,0.11334012780472313
1,kalshi_leads_etf,0.07846182950287084,2.281570675239555,0.02251469967337557,0.0029784419912612936,345,181,event,30s,8,391,ELECTION_trump_fav,VDE,6,0.02944229957287575
2,kalshi_leads_etf,0.03992961166112196,3.034625093951698,0.0024083485654946054,0.000810050231097037,320,168,event,30s,8,391,ELECTION_trump_fav,VDE,6,0.004094192561340829
3,kalshi_leads_etf,-0.02450211232634552,-0.7298563110849214,0.46547801974998515,0.0003156476612650172,300,161,event,30s,8,391,ELECTION_trump_fav,VDE,6,0.4945703959843592
4,kalshi_leads_etf,0.04172778598012489,12.834652569214313,1.048723740693322e-37,0.0009649524096183582,281,152,event,30s,8,391,ELECTION_trump_fav,VDE,6,1.7828303591786474e-36
5,kalshi_leads_etf,-0.007785840925073669,-0.3424275762140067,0.7320291386529287,3.487355580189533e-05,266,141,event,30s,8,391,ELECTION_trump_fav,VDE,6,0.7320291386529287
6,kalshi_leads_etf,0.03209049155480657,3.2107678381614346,0.0013238083821041006,0.0006112305703922516,252,132,event,30s,8,391,ELECTION_trump_fav,VDE,6,0.0025005269439744124
7,kalshi_leads_etf,0.060346415851065524,11.80380392657011,3.730578939956054e-32,0.002229277220103354,238,127,event,30s,8,391,ELECTION_trump_fav,VDE,6,3.170992098962646e-31
8,kalshi_leads_etf,-0.10644712653619137,-6.726833039672285,1.7339550377905283e-11,0.007060722617895809,225,122,event,30s,8,391,ELECTION_trump_fav,VDE,6,9.825745214146326e-11
-8,etf_leads_kalshi,-0.015051773638862082,-0.4910991245528326,0.6233563406682866,0.00014714281664451878,91,54,calendar,10min,8,241,ELECTION_trump_fav,VFH,6,0.7704522792898775
-7,etf_leads_kalshi,-0.01594561737017197,-0.412721276373095,0.6798108346675389,0.00015466722450518944,102,60,calendar,10min,8,241,ELECTION_trump_fav,VFH,6,0.7704522792898775
-6,etf_leads_kalshi,0.023499522522316754,0.6613899781049002,0.5083622513289602,0.00032405942958291245,115,68,calendar,10min,8,241,ELECTION_trump_fav,VFH,6,0.7704522792898775
-5,etf_leads_kalshi,0.0065892147418797785,0.7848780500199813,0.4325250727080736,2.3444730853916518e-05,129,70,calendar,10min,8,241,ELECTION_trump_fav,VFH,6,0.7352926236037252
-4,etf_leads_kalshi,-0.004837597721829303,-0.11376017080103554,0.9094279126565911,1.1824026063256277e-05,144,80,calendar,10min,8,241,ELECTION_trump_fav,VFH,6,0.9094279126565911
-3,etf_leads_kalshi,0.08925034414909214,1.5344141533298026,0.12492779788232708,0.0036089047053258216,160,90,calendar,10min,8,241,ELECTION_trump_fav,VFH,6,0.2654715704999451
-2,etf_leads_kalshi,0.13969507937883546,2.7437622674380235,0.006073950750915862,0.008262442799080394,179,101,calendar,10min,8,241,ELECTION_trump_fav,VFH,6,0.025814290691392416
-1,etf_leads_kalshi,0.11552397298562153,1.6837821728466018,0.0922237737134943,0.005447990760511168,203,109,calendar,10min,8,241,ELECTION_trump_fav,VFH,6,0.22397202187562903
0,contemp,-0.06117830283986007,-3.049255584827966,0.0022940921949560636,0.0017348967187460484,232,123,calendar,10min,8,241,ELECTION_trump_fav,VFH,6,0.012999855771417693
1,kalshi_leads_etf,-0.15438714964180408,-5.9511822505988174,2.662124426307182e-09,0.010966595322019934,203,109,calendar,10min,8,241,ELECTION_trump_fav,VFH,6,4.5256115247222095e-08
2,kalshi_leads_etf,0.16821593046445577,4.874208189717206,1.092457352309277e-06,0.013254542434418481,179,96,calendar,10min,8,241,ELECTION_trump_fav,VFH,6,9.285887494628853e-06
