k_lag,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,n_members_used,n_params,n_active,group,etf,mode,K_chosen,n_active_events,n_members,p_fdr
1,kalshi_leads_etf,2.4604965684794103e-06,0.11792125734768685,0.9061300498333712,0.07804005403259484,547,25,3,29,332,FOMC_easing,VDC,event,10,1834,5,0.9265387984740163
2,kalshi_leads_etf,-5.689129459685281e-05,-2.7512120786023346,0.005937518948736723,0.07804005403259484,547,25,3,29,332,FOMC_easing,VDC,event,10,1834,5,0.1246878979234712
3,kalshi_leads_etf,7.250827595498762e-06,0.33126105352684654,0.7404473068564242,0.07804005403259484,547,25,3,29,332,FOMC_easing,VDC,event,10,1834,5,0.9265387984740163
4,kalshi_leads_etf,1.2895822224145975e-05,0.6343779813882936,0.5258341757054884,0.07804005403259484,547,25,3,29,332,FOMC_easing,VDC,event,10,1834,5,0.9202098074846048
5,kalshi_leads_etf,2.028390899401547e-06,0.09220042740342478,0.9265387984740163,0.07804005403259484,547,25,3,29,332,FOMC_easing,VDC,event,10,1834,5,0.9265387984740163
6,kalshi_leads_etf,1.871059394042464e-06,0.14141394747786923,0.8875429365007894,0.07804005403259484,547,25,3,29,332,FOMC_easing,VDC,event,10,1834,5,0.9265387984740163
7,kalshi_leads_etf,2.7657188315800484e-05,1.7465766240139011,0.08071080498312025,0.07804005403259484,547,25,3,29,332,FOMC_easing,VDC,event,10,1834,5,0.4573995016401007
8,kalshi_leads_etf,-8.521763831636635e-06,-0.8222782613778696,0.4109185460535435,0.07804005403259484,547,25,3,29,332,FOMC_easing,VDC,event,10,1834,5,0.8753506855642349
9,kalshi_leads_etf,2.8153373988946267e-05,1.8788497704807166,0.0602650089855562,0.07804005403259484,547,25,3,29,332,FOMC_easing,VDC,event,10,1834,5,0.4573995016401007
10,kalshi_leads_etf,1.99685640658307e-05,1.3811855606850565,0.16722191328807745,0.07804005403259484,547,25,3,29,332,FOMC_easing,VDC,event,10,1834,5,0.5852766965082711
-10,etf_leads_kalshi,-0.0001151730493188204,-1.602690078715185,0.10900309501303165,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.5333222822221213
-9,etf_leads_kalshi,2.3713020487495172e-05,0.8531581906091756,0.39357158530491243,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.8089534299310978
-8,etf_leads_kalshi,-7.729314638572092e-05,-1.9781083876468324,0.04791648055189083,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.5333222822221213
-7,etf_leads_kalshi,-2.9421007402450846e-07,-0.0052411371800328435,0.9958181967083648,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.9958181967083648
-6,etf_leads_kalshi,-1.442858648197572e-05,-0.35490311856095863,0.722662172095861,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.8328853415561045
-5,etf_leads_kalshi,-3.094258562325789e-05,-0.8465454363275309,0.39724853801044246,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.8089534299310978
-4,etf_leads_kalshi,1.339486455155433e-05,0.37805016924487844,0.7053933250699311,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.8328853415561045
-3,etf_leads_kalshi,0.0001467030224476743,1.5569579534184024,0.11948046852521468,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.5333222822221213
-2,etf_leads_kalshi,7.076972449586726e-05,0.9969285104910075,0.3187992117063926,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.8089534299310978
-1,etf_leads_kalshi,-0.00010647854764370443,-1.6301799842713154,0.10306346294490887,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.5333222822221213
0,contemp,-2.5383776775334258e-05,-0.35912806584875406,0.7194992866829333,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.8328853415561045
1,kalshi_leads_etf,2.250565652720729e-05,0.5050430314098169,0.6135286126039268,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.8328853415561045
2,kalshi_leads_etf,-2.9797889258875337e-05,-0.7999538936213636,0.4237375109162893,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.8089534299310978
3,kalshi_leads_etf,-3.249034486121155e-06,-0.07868176735569135,0.9372857480556394,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.9841500354584214
4,kalshi_leads_etf,2.6126324861917024e-05,0.7269971405298429,0.46722770743639086,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.8134413939811288
5,kalshi_leads_etf,-2.413693742946575e-05,-0.6689004891319293,0.503558958178794,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.8134413939811288
6,kalshi_leads_etf,-9.18676479764902e-06,-0.31394484698909614,0.7535629280745707,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.8328853415561045
7,kalshi_leads_etf,-2.8154997670090566e-05,-1.391992571800815,0.16392464735913215,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.5333222822221213
8,kalshi_leads_etf,-3.881278936676292e-05,-1.3476403250541984,0.17777409407404043,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.5333222822221213
9,kalshi_leads_etf,-1.2731122361028742e-05,-0.45837148568389646,0.6466855738739625,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.8328853415561045
10,kalshi_leads_etf,3.776653415371484e-05,1.41434797207862,0.15725975814714743,0.0754100882675286,547,25,3,29,332,FOMC_easing,VDE,event,10,1834,5,0.5333222822221213
-10,etf_leads_kalshi,-6.936072713524928e-05,-1.0919211225643817,0.27486777257178663,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.8246033177153599
-9,etf_leads_kalshi,5.1906086679668e-06,0.16977128393991647,0.8651900111528006,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.9206089500467852
-8,etf_leads_kalshi,-1.383002968212197e-05,-0.34882058891909523,0.7272240054020895,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.9206089500467852
-7,etf_leads_kalshi,5.853390617068767e-06,0.09966668535409749,0.9206089500467852,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.9206089500467852
-6,etf_leads_kalshi,-5.202043209733936e-06,-0.12412690978996167,0.901214791989511,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.9206089500467852
-5,etf_leads_kalshi,-1.3917415230928569e-05,-0.3059736518995156,0.7596247070428588,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.9206089500467852
-4,etf_leads_kalshi,1.793508049714909e-05,0.5722139091206989,0.5671770655432001,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.9206089500467852
-3,etf_leads_kalshi,8.61652066142028e-05,0.9762693725902422,0.3289309932704817,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.8634438573350145
-2,etf_leads_kalshi,4.03581462821946e-05,0.8006332628230041,0.4233439883327128,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.9199242642684898
-1,etf_leads_kalshi,-8.686379986191907e-05,-1.271959194458483,0.20338761799113014,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.8246033177153599
0,contemp,-4.304428232261649e-05,-0.5773777847076091,0.5636842779633926,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.9206089500467852
1,kalshi_leads_etf,4.92888509623242e-05,1.1434371521527698,0.25285713462269566,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.8246033177153599
2,kalshi_leads_etf,-4.571759591816701e-05,-1.3951767267939807,0.16296255333651666,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.8246033177153599
3,kalshi_leads_etf,3.255906024778198e-05,0.7754747612827575,0.4380591734611856,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.9199242642684898
4,kalshi_leads_etf,8.835982735367053e-06,0.31081184553823266,0.7559436639654274,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.9206089500467852
5,kalshi_leads_etf,7.374626623012528e-06,0.23952380668216866,0.8106994385702984,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.9206089500467852
6,kalshi_leads_etf,-2.9952129322305784e-05,-1.3902676894299284,0.16444760547657777,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.8246033177153599
7,kalshi_leads_etf,3.128710235722667e-05,1.7725355498337054,0.07630569953493815,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.8246033177153599
8,kalshi_leads_etf,-2.9137122549876746e-05,-1.4550805378328804,0.1456469664500993,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.8246033177153599
9,kalshi_leads_etf,6.0570801400453226e-06,0.3321980998796907,0.7397396784478987,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.9206089500467852
10,kalshi_leads_etf,2.537308487945755e-06,0.11914841287680811,0.9051577759632077,0.07359075910158919,547,25,3,29,332,FOMC_easing,VFH,event,10,1834,5,0.9206089500467852
-10,etf_leads_kalshi,-3.970157763338773e-05,-0.9049134852058535,0.3655112223171221,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.758370506400546
-9,etf_leads_kalshi,-3.770869780428127e-05,-0.8594746899559201,0.3900786779763161,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.758370506400546
-8,etf_leads_kalshi,-5.381771552153145e-06,-0.09969611656024081,0.920585583719027,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.920585583719027
-7,etf_leads_kalshi,-4.9790856758626165e-05,-1.0584707768813355,0.2898408668622524,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.758370506400546
-6,etf_leads_kalshi,3.362437951201627e-05,0.5866311472644539,0.5574514591152483,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.7785125771930193
-5,etf_leads_kalshi,-3.267957653953872e-05,-0.5847731548722128,0.5587002572464769,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.7785125771930193
-4,etf_leads_kalshi,7.08407777633835e-05,1.1991470415171124,0.23047077528010862,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.758370506400546
-3,etf_leads_kalshi,8.783964479215509e-05,0.7834641890277781,0.43335457508602626,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.758370506400546
-2,etf_leads_kalshi,9.51907615822066e-05,2.3581574498067397,0.018365901346169344,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.3856839282695562
-1,etf_leads_kalshi,-5.409218829604603e-05,-0.6444367492922695,0.5192922606264045,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.7785125771930193
0,contemp,-4.4040998657379846e-05,-0.47314861913851775,0.6361071519524066,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.7785125771930193
1,kalshi_leads_etf,5.2728005799656275e-05,1.5359577841762633,0.12454873450422241,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.6538808561471677
2,kalshi_leads_etf,-3.0689803401271864e-05,-0.9536686318309906,0.3402514031118793,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.758370506400546
3,kalshi_leads_etf,-1.0537669812917795e-05,-0.25554744193778045,0.7983003062277865,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.8382153215391759
4,kalshi_leads_etf,1.042403358780852e-05,0.26890032242843886,0.7880063888439275,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.8382153215391759
5,kalshi_leads_etf,-2.9888388846346943e-05,-1.0181865788297062,0.30858929637168364,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.758370506400546
6,kalshi_leads_etf,-4.948683585722785e-05,-1.6191449967323788,0.10541606923296439,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.6538808561471677
7,kalshi_leads_etf,1.4310235920966272e-05,0.4436726880603618,0.6572792444896365,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.7785125771930193
8,kalshi_leads_etf,-3.759210598539228e-05,-1.561874730267279,0.11831750253523174,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.6538808561471677
9,kalshi_leads_etf,-1.6737215408244006e-05,-0.4298613599546395,0.6672964947368736,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.7785125771930193
10,kalshi_leads_etf,2.0977746817222026e-05,0.8274018435531333,0.408009336015673,0.054651911753144544,547,25,3,29,332,FOMC_easing,VGT,event,10,1834,5,0.758370506400546
-10,etf_leads_kalshi,-6.858470985257815e-05,-1.8899924328620128,0.05875897213359637,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.8476182223441595
-9,etf_leads_kalshi,2.8984392663589607e-07,0.009194774417191128,0.9926637348253199,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.9926637348253199
-8,etf_leads_kalshi,-2.3454681126235318e-05,-0.5224038674373253,0.6013891638342392,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.9926637348253199
-7,etf_leads_kalshi,-2.5441757623787995e-05,-0.35819774805256477,0.7201953323833028,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.9926637348253199
-6,etf_leads_kalshi,1.890665469290855e-05,0.547483103513415,0.5840468755296508,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.9926637348253199
-5,etf_leads_kalshi,1.60320958019742e-05,0.38188951918729735,0.7025433146595972,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.9926637348253199
-4,etf_leads_kalshi,1.584372247232821e-05,0.46424595564483806,0.6424715394507547,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.9926637348253199
-3,etf_leads_kalshi,8.006638048288968e-05,0.9091613690681141,0.3632649524332112,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.8476182223441595
-2,etf_leads_kalshi,5.1025968352853036e-05,1.2889597727698645,0.19741207203866173,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.8476182223441595
-1,etf_leads_kalshi,-0.00011042565855581897,-1.3972689615982998,0.1623327058134313,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.8476182223441595
0,contemp,-8.402946262265414e-05,-1.054282130984414,0.2917537672782289,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.8476182223441595
1,kalshi_leads_etf,5.225736291527021e-06,0.11164962400417602,0.91110122370374,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.9926637348253199
2,kalshi_leads_etf,-2.4844861494546386e-05,-0.9170902876003296,0.3590953300656111,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.8476182223441595
3,kalshi_leads_etf,5.243010075530759e-06,0.14862822246801238,0.8818470020417316,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.9926637348253199
4,kalshi_leads_etf,1.493012923260197e-06,0.04944789172085978,0.9605623627412023,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.9926637348253199
5,kalshi_leads_etf,6.220219068122996e-06,0.19322195911336235,0.8467851418956682,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.9926637348253199
6,kalshi_leads_etf,-2.1164198070744474e-05,-1.074447722096763,0.2826220634873242,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.8476182223441595
7,kalshi_leads_etf,3.758087379556183e-05,1.7267451762144037,0.08421343840443511,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.8476182223441595
8,kalshi_leads_etf,4.948938175272694e-06,0.30558199947077364,0.7599229276148929,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.9926637348253199
9,kalshi_leads_etf,1.4239140517332381e-05,0.7156352715391051,0.4742165884263624,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.9926637348253199
10,kalshi_leads_etf,1.626809578945251e-05,1.0275350743694058,0.30416857846178214,0.09990797301164189,547,25,3,29,332,FOMC_easing,VIS,event,10,1834,5,0.8476182223441595
-10,etf_leads_kalshi,-2.2536872955092092e-05,-0.48278234844806356,0.6292502853608588,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.734125332921002
-9,etf_leads_kalshi,1.5983955562337935e-05,0.5365199946057957,0.591599220988078,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.734125332921002
-8,etf_leads_kalshi,2.3813558359662055e-05,0.6892812444345595,0.4906462984175928,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.6869048177846299
-7,etf_leads_kalshi,3.380864869948199e-05,1.181157042863553,0.23754034271244806,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.5808693636017397
-6,etf_leads_kalshi,5.185757972408276e-05,2.268626693185791,0.023291036935528576,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.2565817551992105
-5,etf_leads_kalshi,4.855440795063768e-05,1.1247594233018128,0.26069099323727407,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.5808693636017397
-4,etf_leads_kalshi,3.860058078460411e-05,1.1513824782223971,0.24957491903637963,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.5808693636017397
-3,etf_leads_kalshi,8.996213489720668e-05,1.2896678054358617,0.19716602225972857,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.5808693636017397
-2,etf_leads_kalshi,4.918291827338279e-05,1.0162621140328572,0.3095045847175121,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.5808693636017397
-1,etf_leads_kalshi,-5.79874792428814e-05,-1.2717116653630152,0.20347558431879575,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.5808693636017397
0,contemp,-4.4685823031087635e-05,-0.6914726038648944,0.4892685914635543,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.6869048177846299
1,kalshi_leads_etf,-5.505452557639475e-05,-1.0399651554229286,0.2983560895370574,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.5808693636017397
2,kalshi_leads_etf,-5.2144764717792746e-05,-1.1945821136832688,0.23225034093363905,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.5808693636017397
3,kalshi_leads_etf,1.1873096518001097e-05,0.26570583150067817,0.7904657718947948,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.8299890604895346
4,kalshi_leads_etf,3.919166846575086e-05,2.2501983399368055,0.024436357638020045,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.2565817551992105
5,kalshi_leads_etf,-9.661297205386008e-06,-0.273630676908572,0.7843684566537656,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.8299890604895346
6,kalshi_leads_etf,-1.0710227389782834e-05,-0.48696713545523085,0.6262816210049995,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.734125332921002
7,kalshi_leads_etf,2.3311482613404184e-05,0.8714141023818178,0.38352808843935393,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.6195453736328025
8,kalshi_leads_etf,1.4719797381589033e-05,0.9702430624748949,0.3319253506295655,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.5808693636017397
9,kalshi_leads_etf,3.7173632481816486e-06,0.18292679925298225,0.8548554549152428,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.8548554549152428
10,kalshi_leads_etf,3.271267800892804e-05,1.6183705194458051,0.10558277138195263,0.06470172307464084,547,25,3,29,332,FOMC_easing,VNQ,event,10,1834,5,0.5808693636017397
-10,etf_leads_kalshi,-6.766363868428155e-05,-1.5553558415805164,0.11986134480262514,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.4789154062383234
-9,etf_leads_kalshi,-1.2253774863625216e-06,-0.03782957887457015,0.969823560714135,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.9738037528137048
-8,etf_leads_kalshi,-4.439360559357196e-05,-1.0411689632745527,0.2977971374423354,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.7817174857861304
-7,etf_leads_kalshi,-7.619111595385032e-06,-0.21625299407513618,0.828790547379263,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.9669223052758069
-6,etf_leads_kalshi,5.047079217636402e-06,0.11394467550343156,0.9092816502360587,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.9738037528137048
-5,etf_leads_kalshi,-4.7570102924270927e-05,-1.4876888356897888,0.13683297321094953,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.4789154062383234
-4,etf_leads_kalshi,2.3040952836516553e-05,0.7949050795967801,0.42666871924434124,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.8960043104131167
-3,etf_leads_kalshi,2.8755579624317555e-05,0.3496555493557616,0.7265972167850558,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.9669223052758069
-2,etf_leads_kalshi,3.542982542700966e-05,0.9292553971677017,0.35275674434711046,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.8230990701432578
-1,etf_leads_kalshi,-0.00011317491275264117,-2.9068319370071847,0.0036510930023553757,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.0766729530494629
0,contemp,-3.4412696790365114e-05,-0.6028361486244741,0.5466176963438253,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.9565809686016943
1,kalshi_leads_etf,1.2421088459900512e-05,0.5325919091958313,0.594316104048178,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.9600490911547491
2,kalshi_leads_etf,-3.913993446729996e-05,-1.7625967560788256,0.0779685245938877,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.4789154062383234
3,kalshi_leads_etf,-8.993260999705725e-06,-0.23725312756375833,0.8124604227961149,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.9669223052758069
4,kalshi_leads_etf,-6.836286100688327e-06,-0.25556086765844654,0.7982899381980865,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.9669223052758069
5,kalshi_leads_etf,-3.24705594811387e-05,-1.3081762788596605,0.19081352585592604,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.5724405775677781
6,kalshi_leads_etf,-3.8030913459841e-05,-1.63818542027992,0.10138302008126565,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.4789154062383234
7,kalshi_leads_etf,-7.478777652218562e-06,-0.4276894571582297,0.6688772266240011,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.9669223052758069
8,kalshi_leads_etf,-3.810046576423961e-05,-2.2037029606018828,0.027545240818639845,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.2892250285957184
9,kalshi_leads_etf,-1.3908215977926047e-05,-0.6228811804556458,0.5333626059880481,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.9565809686016943
10,kalshi_leads_etf,-6.188162142232335e-07,-0.03283802772697606,0.9738037528137048,0.05463921777616665,547,25,3,29,332,FOMC_easing,VOX,event,10,1834,5,0.9738037528137048
-10,etf_leads_kalshi,3.2087512214826306e-06,0.09545603731491116,0.923952607890215,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.9867138850070085
-9,etf_leads_kalshi,4.022946195411617e-05,2.1108423013581517,0.034785868827823994,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.34396754112563505
-8,etf_leads_kalshi,7.148612513517252e-07,0.03620187138400206,0.971121393820519,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.9867138850070085
-7,etf_leads_kalshi,2.2901018374402887e-06,0.041575169636749974,0.9668373678816509,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.9867138850070085
-6,etf_leads_kalshi,6.077125771120828e-05,1.6532674702414525,0.09827644032161001,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.34396754112563505
-5,etf_leads_kalshi,-1.6453062030777077e-05,-0.6151639732191572,0.5384464373533868,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.9611426162983463
-4,etf_leads_kalshi,-9.733376754556257e-06,-0.2640772815034299,0.7917203694185212,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.9867138850070085
-3,etf_leads_kalshi,3.928940157107828e-05,0.5425170568614588,0.5874623603902194,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.9611426162983463
-2,etf_leads_kalshi,2.5916826668154978e-05,0.4414105925960035,0.6589157750753711,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.9867138850070085
-1,etf_leads_kalshi,-7.97935674080942e-05,-2.104834464554579,0.03530571998316331,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.34396754112563505
0,contemp,-5.77985745049886e-05,-0.8746333492450888,0.3817734360465087,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.8908046841085203
1,kalshi_leads_etf,-3.3920326135391595e-05,-0.7218354786049415,0.47039563380398053,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.9611426162983463
2,kalshi_leads_etf,-5.489468462532301e-05,-1.719651066635848,0.08549588761721458,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.34396754112563505
3,kalshi_leads_etf,1.0869858772270036e-05,0.34846659371233935,0.727489797878039,0.05000584512552453,547,25,3,29,332,FOMC_easing,VPU,event,10,1834,5,0.9867138850070085
