k_lag,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,n_members_used,n_params,n_active,group,etf,mode,bar_freq,bar_sec,is_primary_bar,K_chosen,n_active_bars,n_members,p_fdr
-8,etf_leads_kalshi,-1.5701628322752616e-06,-4.165660384684364,3.104525743774242e-05,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.00017592312548054038
-7,etf_leads_kalshi,-8.799505458510169e-07,-2.2446853153204014,0.024788341411667247,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.0526752254997929
-6,etf_leads_kalshi,-2.2353932679980564e-07,-1.140540772807988,0.25406107619005625,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.3322337150177659
-5,etf_leads_kalshi,-1.7223122360188113e-06,-2.162459933021264,0.030582742244504715,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.057767402017397794
-4,etf_leads_kalshi,7.291049858311437e-07,2.7606680422128584,0.005768327433169809,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.016343594393981125
-3,etf_leads_kalshi,9.323284882186575e-07,1.4924699202119223,0.13557599707863938,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.2095265409397154
-2,etf_leads_kalshi,1.2238594894311723e-07,0.9407861346927033,0.34681446770878044,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.39305639673661785
-1,etf_leads_kalshi,-6.820118944226047e-07,-0.7382287788132539,0.4603754374615612,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.48914890230290875
0,contemp,-8.626059600421232e-07,-1.4286179731602644,0.15311406543990383,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.2169115927065304
1,kalshi_leads_etf,-9.9721089556511e-07,-2.5809505420179875,0.009852869624794402,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.023928397660214977
2,kalshi_leads_etf,-2.419039449311427e-06,-14.90718364062016,2.9597582796614754e-50,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,5.031589075424509e-49
3,kalshi_leads_etf,-7.196527693321667e-07,-1.5178412485847093,0.12905442376230578,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.2095265409397154
4,kalshi_leads_etf,2.5936345780519683e-07,1.0007628216253976,0.3169414876621457,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.3848575207326055
5,kalshi_leads_etf,1.3295108392940072e-06,3.3385202168802817,0.0008422590107822964,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.0028636806366598077
6,kalshi_leads_etf,-4.763584601109792e-07,-0.5721182494635765,0.5672418663652907,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.5672418663652907
7,kalshi_leads_etf,-2.2525471396461286e-06,-5.254779218547968,1.4820214708870494e-07,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,1.259718250253992e-06
8,kalshi_leads_etf,-8.365966253575834e-07,-3.737351806134569,0.00018596863213036797,0.08131177188837868,22518,16,6,28,237,ELECTION_trump_fav,VAW,calendar,30s,30,False,8,247,6,0.0007903666865540638
-8,etf_leads_kalshi,-2.1609539286519035e-06,-1.9198084593004217,0.05488209796078094,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.13328509504761085
-7,etf_leads_kalshi,1.264851393963398e-06,1.4649000701186174,0.14294818368882897,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.3037648903387616
-6,etf_leads_kalshi,-7.112753650537796e-07,-0.9924745165673032,0.32096610459456965,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.4547019815089736
-5,etf_leads_kalshi,2.5774100555936703e-07,0.3367668628976075,0.736292654952843,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.8344573999418683
-4,etf_leads_kalshi,-1.110912906511981e-06,-1.295511686823999,0.19514377242075587,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.3593431662593476
-3,etf_leads_kalshi,1.514453367524928e-07,0.1753039546362158,0.860840804539595,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.860840804539595
-2,etf_leads_kalshi,-2.2193713780133226e-06,-1.2497843538545792,0.21137833309373388,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.3593431662593476
-1,etf_leads_kalshi,1.5915652030838254e-06,3.2017586706229166,0.0013659137803283372,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.005805133566395433
0,contemp,-2.6552566946114892e-06,-1.188611920782127,0.23459241475155668,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.3625519137069512
1,kalshi_leads_etf,-2.4410906323108146e-07,-0.2723256043009747,0.7853716705335231,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.8344573999418683
2,kalshi_leads_etf,-2.2369585954173583e-06,-2.2337971731357356,0.02549642163995349,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.07223986131320155
3,kalshi_leads_etf,-5.5220512482328e-07,-0.5303863507567085,0.595844087547005,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.7235249634499347
4,kalshi_leads_etf,-3.2857761799419354e-06,-3.852607223167476,0.00011686677405515263,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.0006622450529791982
5,kalshi_leads_etf,2.305069751187395e-06,4.336054053893593,1.4506328546502385e-05,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.00012330379264527028
6,kalshi_leads_etf,2.555328205867155e-06,2.4891229986016694,0.012805865385553285,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.043539942310881166
7,kalshi_leads_etf,-5.54699117060388e-06,-7.1341507948891385,9.738652067141766e-13,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,1.6555708514141e-11
8,kalshi_leads_etf,-4.6286135999793436e-07,-0.583184598133277,0.5597690383105203,0.07173923346330591,10893,16,6,28,223,ELECTION_trump_fav,VAW,calendar,1min,60,False,8,239,6,0.7235249634499347
-8,etf_leads_kalshi,6.145710724683026e-06,1.4542592369723073,0.14587444727225682,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.275540622625374
-7,etf_leads_kalshi,-3.974859983081664e-06,-1.9765399339481475,0.048093657516806436,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.11679888254081564
-6,etf_leads_kalshi,-5.00351285106281e-06,-2.1889437777924736,0.028600926651984774,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.08709288342436845
-5,etf_leads_kalshi,-4.013662919926704e-07,-0.19566006194377752,0.8448762460872632,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.8448762460872632
-4,etf_leads_kalshi,-4.172941610030799e-07,-0.5411715665711249,0.5883893336495992,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.7694322055417836
-3,etf_leads_kalshi,-1.7220090713708248e-06,-1.0048401978942194,0.3149738042311775,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.5354554671930017
-2,etf_leads_kalshi,3.732586573745406e-06,2.1604394695990448,0.030738664738012397,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.08709288342436845
-1,etf_leads_kalshi,1.262122546569913e-06,0.6534130447742199,0.5134900313006372,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.727444211009236
0,contemp,1.950373621571799e-06,0.4514703893207393,0.6516505616534016,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.7912899677219877
1,kalshi_leads_etf,-7.328192844912792e-07,-0.30409209021483175,0.7610577327709829,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.8086238410691693
2,kalshi_leads_etf,1.1125715452903667e-06,0.6678091702842279,0.5042554121648728,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.727444211009236
3,kalshi_leads_etf,7.887392186807667e-07,0.3176368066282623,0.7507604512748292,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.8086238410691693
4,kalshi_leads_etf,3.657747925577623e-06,2.723797780368674,0.006453600786960024,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.03403447362857997
5,kalshi_leads_etf,3.9731767727869685e-06,2.6517276232938447,0.008008111442018816,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.03403447362857997
6,kalshi_leads_etf,9.34776337529131e-06,5.066648923683864,4.048800162159548e-07,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,6.882960275671232e-06
7,kalshi_leads_etf,3.247597907248818e-06,1.7811343020687231,0.07489051318326043,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.1591423405144284
8,kalshi_leads_etf,-1.1140334981584011e-05,-4.151600539745044,3.301581657401861e-05,0.049376510015047725,5082,16,6,28,199,ELECTION_trump_fav,VAW,calendar,2min,120,False,8,224,6,0.0002806344408791582
-6,etf_leads_kalshi,1.0078017655493906e-05,1.6138623324884755,0.10655729056892191,0.06572146853524741,1772,16,6,24,150,ELECTION_trump_fav,VAW,calendar,5min,300,False,6,185,6,0.15391608637733165
-5,etf_leads_kalshi,-2.7293769213550594e-05,-3.082518423828484,0.0020525702423161555,0.06572146853524741,1772,16,6,24,150,ELECTION_trump_fav,VAW,calendar,5min,300,False,6,185,6,0.005336682630022004
-4,etf_leads_kalshi,1.0303891147341217e-05,1.3311474033357038,0.1831405138965786,0.06572146853524741,1772,16,6,24,150,ELECTION_trump_fav,VAW,calendar,5min,300,False,6,185,6,0.23808266806555217
-3,etf_leads_kalshi,1.7403747636368128e-05,2.1785538257426564,0.029364829526410858,0.06572146853524741,1772,16,6,24,150,ELECTION_trump_fav,VAW,calendar,5min,300,False,6,185,6,0.054534683406191595
-2,etf_leads_kalshi,-1.8777484515505286e-05,-6.069215899625995,1.2853625418255414e-09,0.06572146853524741,1772,16,6,24,150,ELECTION_trump_fav,VAW,calendar,5min,300,False,6,185,6,1.6709713043732036e-08
-1,etf_leads_kalshi,1.6376265426330973e-05,3.397282638873701,0.0006805863232999141,0.06572146853524741,1772,16,6,24,150,ELECTION_trump_fav,VAW,calendar,5min,300,False,6,185,6,0.0022119055507247207
0,contemp,-8.808051858207596e-06,-2.061044193855646,0.039298824077860936,0.06572146853524741,1772,16,6,24,150,ELECTION_trump_fav,VAW,calendar,5min,300,False,6,185,6,0.06386058912652402
1,kalshi_leads_etf,1.2640830326450587e-05,2.2225219330943737,0.02624805346175027,0.06572146853524741,1772,16,6,24,150,ELECTION_trump_fav,VAW,calendar,5min,300,False,6,185,6,0.054534683406191595
2,kalshi_leads_etf,1.8501071189027785e-05,4.256894246697977,2.0728634496174272e-05,0.06572146853524741,1772,16,6,24,150,ELECTION_trump_fav,VAW,calendar,5min,300,False,6,185,6,0.00013473612422513275
3,kalshi_leads_etf,8.841408350580443e-07,0.32907084242681217,0.7421021423836298,0.06572146853524741,1772,16,6,24,150,ELECTION_trump_fav,VAW,calendar,5min,300,False,6,185,6,0.7421021423836298
4,kalshi_leads_etf,-4.677144230489177e-06,-0.3462476618186408,0.7291565983954553,0.06572146853524741,1772,16,6,24,150,ELECTION_trump_fav,VAW,calendar,5min,300,False,6,185,6,0.7421021423836298
5,kalshi_leads_etf,2.408369394945116e-05,3.897387759288846,9.723586344827604e-05,0.06572146853524741,1772,16,6,24,150,ELECTION_trump_fav,VAW,calendar,5min,300,False,6,185,6,0.0004213554082758628
6,kalshi_leads_etf,-6.5485203803183725e-06,-1.0711949070014415,0.28408180114350023,0.06572146853524741,1772,16,6,24,150,ELECTION_trump_fav,VAW,calendar,5min,300,False,6,185,6,0.33573303771504576
-6,etf_leads_kalshi,-3.347022085507838e-05,-4.12948524892861,3.6357632740941786e-05,0.1313216841671524,631,15,6,24,102,ELECTION_trump_fav,VAW,calendar,10min,600,True,6,162,6,0.0004726492256322432
-5,etf_leads_kalshi,7.041184553041024e-06,0.5218493410974471,0.6017752323479177,0.1313216841671524,631,15,6,24,102,ELECTION_trump_fav,VAW,calendar,10min,600,True,6,162,6,0.8692308911692146
-4,etf_leads_kalshi,1.7111031378928057e-05,0.7977310804610286,0.4250265634729459,0.1313216841671524,631,15,6,24,102,ELECTION_trump_fav,VAW,calendar,10min,600,True,6,162,6,0.7893350464497566
-3,etf_leads_kalshi,-1.8079165297157168e-05,-0.9924269295574902,0.3209893077725082,0.1313216841671524,631,15,6,24,102,ELECTION_trump_fav,VAW,calendar,10min,600,True,6,162,6,0.7063914055492625
-2,etf_leads_kalshi,-2.0548420317247086e-06,-0.08542422787943892,0.931924132496916,0.1313216841671524,631,15,6,24,102,ELECTION_trump_fav,VAW,calendar,10min,600,True,6,162,6,0.9723853912398686
-1,etf_leads_kalshi,5.038292823856743e-06,0.36095989965114905,0.718129424369254,0.1313216841671524,631,15,6,24,102,ELECTION_trump_fav,VAW,calendar,10min,600,True,6,162,6,0.8962181655867777
0,contemp,-2.620363866319158e-05,-1.9060660521947106,0.05664163646635522,0.1313216841671524,631,15,6,24,102,ELECTION_trump_fav,VAW,calendar,10min,600,True,6,162,6,0.24544709135420595
1,kalshi_leads_etf,1.0101854787068422e-05,1.096606092419796,0.27281362308353463,0.1313216841671524,631,15,6,24,102,ELECTION_trump_fav,VAW,calendar,10min,600,True,6,162,6,0.7063914055492625
2,kalshi_leads_etf,-2.7442227495240374e-06,-0.3076634320973932,0.7583384478041965,0.1313216841671524,631,15,6,24,102,ELECTION_trump_fav,VAW,calendar,10min,600,True,6,162,6,0.8962181655867777
3,kalshi_leads_etf,1.655265777644647e-05,0.6292324068363574,0.5291969157054175,0.1313216841671524,631,15,6,24,102,ELECTION_trump_fav,VAW,calendar,10min,600,True,6,162,6,0.8599449880213034
4,kalshi_leads_etf,-9.262558691755576e-07,-0.034616691931926305,0.9723853912398686,0.1313216841671524,631,15,6,24,102,ELECTION_trump_fav,VAW,calendar,10min,600,True,6,162,6,0.9723853912398686
5,kalshi_leads_etf,-1.831686620168107e-05,-0.9821482812423865,0.3260268025611981,0.1313216841671524,631,15,6,24,102,ELECTION_trump_fav,VAW,calendar,10min,600,True,6,162,6,0.7063914055492625
6,kalshi_leads_etf,-1.4525181195682272e-05,-3.3990022364772776,0.0006763216331681861,0.1313216841671524,631,15,6,24,102,ELECTION_trump_fav,VAW,calendar,10min,600,True,6,162,6,0.004396090615593209
-8,etf_leads_kalshi,-2.555410946191809e-07,-0.702457358055722,0.48239398570050596,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.5467131837939068
-7,etf_leads_kalshi,-8.586378881545915e-07,-3.9046968900568473,9.434355682734767e-05,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.00032076809321298207
-6,etf_leads_kalshi,-1.3873327991434022e-06,-6.067465186141394,1.2994477333295272e-09,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,7.363537155533987e-09
-5,etf_leads_kalshi,-1.7397981837796059e-06,-2.282929894223004,0.022434498244818437,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.05042746393269398
-4,etf_leads_kalshi,-1.143645365228091e-06,-1.986857574406144,0.04693818224427847,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.08866101090585933
-3,etf_leads_kalshi,2.3089120758656235e-06,6.1542886098889,7.541523944373684e-10,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,6.4102953527176314e-09
-2,etf_leads_kalshi,-3.0453059685442262e-06,-4.113118139669503,3.9035049141863574e-05,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.0001658989588529202
-1,etf_leads_kalshi,-1.0894754576484968e-06,-0.8558181975244128,0.39209834796204024,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.5127439934888219
0,contemp,-6.329690468611999e-07,-1.777476880074564,0.07548981148060266,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.1283326795170245
1,kalshi_leads_etf,-6.741270267979891e-07,-0.7344023006848422,0.46270358502083686,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.5467131837939068
2,kalshi_leads_etf,3.7612582809888197e-07,0.5195707871757416,0.60336276338279,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.6410729360942145
3,kalshi_leads_etf,-1.2779692762872655e-06,-2.2614634868614645,0.02373057126244423,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.05042746393269398
4,kalshi_leads_etf,1.2561424480108123e-06,1.7117896570509818,0.08693543881863341,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.13435476908334254
5,kalshi_leads_etf,9.670384138221146e-08,0.19425979197517312,0.845972467223651,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.845972467223651
6,kalshi_leads_etf,-9.285008102213641e-07,-1.3870653580556138,0.16542183416094258,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.23434759839466865
7,kalshi_leads_etf,-3.784750372727477e-06,-12.147844955519204,5.8897655510268875e-34,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,1.0012601436745709e-32
8,kalshi_leads_etf,5.0512857889270716e-06,3.7635984350857288,0.0001674857563095335,0.06641249378243552,22518,16,6,28,237,ELECTION_trump_fav,VCR,calendar,30s,30,False,8,247,6,0.00047454297621034487
-8,etf_leads_kalshi,-2.030596673636387e-06,-1.7917681716308391,0.07317010924609733,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.11308107792578678
-7,etf_leads_kalshi,2.2764248743118616e-06,2.8689654289186786,0.004118168077913479,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.023336285774843046
-6,etf_leads_kalshi,1.229061103548825e-06,1.8556319996894193,0.06350602933422046,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.10796024986817478
-5,etf_leads_kalshi,-5.660572106797782e-07,-0.8854603113275693,0.3759084163154711,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.49157254441253917
-4,etf_leads_kalshi,5.753170480735764e-07,0.49465323023106506,0.6208449208695808,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.6763292806732194
-3,etf_leads_kalshi,1.296495941895428e-06,2.356044763920411,0.01847069173201354,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.05233362657403836
-2,etf_leads_kalshi,-2.766498912018139e-06,-2.2490025276584595,0.02451233525608105,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.05952995705048255
-1,etf_leads_kalshi,2.7266816573973317e-06,1.5594499986660035,0.11888991029748579,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.1684273729214382
0,contemp,-6.369356312392159e-06,-2.53536875007462,0.011232901312770605,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.043241566062528776
1,kalshi_leads_etf,-1.026630513016539e-06,-0.6205476945941893,0.5348972636194087,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.6495181058235677
2,kalshi_leads_etf,-3.0693675336429595e-07,-0.17703711256589644,0.859479238366531,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.859479238366531
3,kalshi_leads_etf,-2.7304896012310937e-06,-2.069335271099271,0.03851463601462012,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.08184360153106776
4,kalshi_leads_etf,-2.4112260645836476e-06,-2.0188977336032763,0.04349784985006498,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.08216260527234497
5,kalshi_leads_etf,7.525227247624299e-07,0.4725346640589576,0.6365452053395007,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.6763292806732194
6,kalshi_leads_etf,-2.652311404748124e-06,-2.4915667232714362,0.012718107665449641,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.043241566062528776
7,kalshi_leads_etf,4.151446286103444e-06,5.5226990929341335,3.338311829061095e-08,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,5.675130109403862e-07
8,kalshi_leads_etf,-4.843024493799657e-06,-3.619347506910817,0.00029534679607970334,0.04568829193971502,10893,16,6,28,223,ELECTION_trump_fav,VCR,calendar,1min,60,False,8,239,6,0.0025104477666774783
-8,etf_leads_kalshi,6.9147305679292075e-06,3.8640269788301196,0.00011153289493140442,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,0.000379211842766775
-7,etf_leads_kalshi,-1.4444232992255649e-08,-0.007170593171548339,0.9942787434453607,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,0.9942787434453607
-6,etf_leads_kalshi,9.656110345095103e-06,5.297027242994622,1.177031402685197e-07,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,1.0004766922824174e-06
-5,etf_leads_kalshi,4.163511500555109e-06,2.3406640797192058,0.019249477992329622,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,0.03375086379105823
-4,etf_leads_kalshi,-1.4146582674567808e-06,-1.1820894482906212,0.2371702107334075,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,0.3101456601898406
-3,etf_leads_kalshi,3.4227832238888775e-06,2.8666962935758793,0.004147808451503156,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,0.010073249096507666
-2,etf_leads_kalshi,4.716622287017225e-06,4.804891262658081,1.5483563129690696e-06,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,8.774019106824727e-06
-1,etf_leads_kalshi,5.894694069307557e-06,3.2597822632223377,0.0011149777404145477,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,0.0031591035978412183
0,contemp,2.074226900414599e-06,0.4522405375227638,0.6510957077098921,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,0.6917891894417604
1,kalshi_leads_etf,-4.602176030282208e-06,-2.491686620669092,0.012713815706451005,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,0.027016858376208385
2,kalshi_leads_etf,2.8453663274309075e-06,0.8585234853968456,0.3906034679117276,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,0.45529996606128975
3,kalshi_leads_etf,4.148199669793228e-06,1.6027709048097398,0.10898524264791518,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,0.15439576041787983
4,kalshi_leads_etf,-6.5636447963315046e-06,-2.329106030688318,0.019853449288857784,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,0.03375086379105823
5,kalshi_leads_etf,2.8788229502797774e-06,0.83852615578721,0.4017352641717262,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,0.45529996606128975
6,kalshi_leads_etf,7.465343477181427e-06,4.31195076268644,1.6182047419075538e-05,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,6.877370153107104e-05
7,kalshi_leads_etf,1.4026820738250016e-05,6.331445746392304,2.4287457261581527e-10,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,4.1288677344688594e-09
8,kalshi_leads_etf,-3.1594987846559332e-06,-2.0936461014624514,0.03629151756477614,0.052206750495560006,5082,16,6,28,199,ELECTION_trump_fav,VCR,calendar,2min,120,False,8,224,6,0.05608689078192675
-6,etf_leads_kalshi,1.7617914371459724e-05,0.9734716280922495,0.3303189545166726,0.036804996134297885,1772,16,6,24,150,ELECTION_trump_fav,VCR,calendar,5min,300,False,6,185,6,0.5309779844575795
-5,etf_leads_kalshi,-8.333062037486649e-06,-0.83634579576136,0.40296039678523776,0.036804996134297885,1772,16,6,24,150,ELECTION_trump_fav,VCR,calendar,5min,300,False,6,185,6,0.5309779844575795
-4,etf_leads_kalshi,2.1922659434356795e-05,6.7522691681762215,1.4555052150633308e-11,0.036804996134297885,1772,16,6,24,150,ELECTION_trump_fav,VCR,calendar,5min,300,False,6,185,6,9.460783897911649e-11
