k_lag,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,n_members_used,n_params,n_active,group,etf,mode,bar_freq,bar_sec,is_primary_bar,K_chosen,n_active_bars,n_members,p_fdr
0,contemp,-5.955744926762681e-06,-0.4672413892783687,0.6403271845163288,0.044620907435183765,5331,74,5,31,762,FOMC_easing,VGT,calendar,5min,300,False,10,1149,5,0.9771938964139987
1,kalshi_leads_etf,5.07526734164668e-06,0.4301668668002066,0.6670742620967991,0.044620907435183765,5331,74,5,31,762,FOMC_easing,VGT,calendar,5min,300,False,10,1149,5,0.9771938964139987
2,kalshi_leads_etf,-2.617332847192398e-05,-1.379598297951543,0.16771036179900967,0.044620907435183765,5331,74,5,31,762,FOMC_easing,VGT,calendar,5min,300,False,10,1149,5,0.8804793994448008
3,kalshi_leads_etf,4.842192144175632e-06,0.23772285706527754,0.8120960544245204,0.044620907435183765,5331,74,5,31,762,FOMC_easing,VGT,calendar,5min,300,False,10,1149,5,0.9771938964139987
4,kalshi_leads_etf,7.164904614301324e-06,1.1460163214561223,0.25178839882331105,0.044620907435183765,5331,74,5,31,762,FOMC_easing,VGT,calendar,5min,300,False,10,1149,5,0.9102320637493647
5,kalshi_leads_etf,-1.6933776966594546e-05,-1.455319209410711,0.14558091105104892,0.044620907435183765,5331,74,5,31,762,FOMC_easing,VGT,calendar,5min,300,False,10,1149,5,0.8804793994448008
6,kalshi_leads_etf,-2.69069115183669e-06,-0.30336907973989086,0.7616086068237605,0.044620907435183765,5331,74,5,31,762,FOMC_easing,VGT,calendar,5min,300,False,10,1149,5,0.9771938964139987
7,kalshi_leads_etf,-6.494878783607485e-07,-0.07317961315843483,0.9416631892266734,0.044620907435183765,5331,74,5,31,762,FOMC_easing,VGT,calendar,5min,300,False,10,1149,5,0.9771938964139987
8,kalshi_leads_etf,-1.6828887297707986e-05,-2.2180327886712776,0.026552596853398076,0.044620907435183765,5331,74,5,31,762,FOMC_easing,VGT,calendar,5min,300,False,10,1149,5,0.5576045339213597
9,kalshi_leads_etf,-1.0227505537444745e-06,-0.11169445777990633,0.9110656738833885,0.044620907435183765,5331,74,5,31,762,FOMC_easing,VGT,calendar,5min,300,False,10,1149,5,0.9771938964139987
10,kalshi_leads_etf,-6.361749858826896e-06,-0.7261207358857208,0.4677647581848532,0.044620907435183765,5331,74,5,31,762,FOMC_easing,VGT,calendar,5min,300,False,10,1149,5,0.9771938964139987
-10,etf_leads_kalshi,1.1625773390862504e-05,0.36077840751974366,0.7182651055226392,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.8872686597632602
-9,etf_leads_kalshi,1.5096089598799353e-05,0.5504933015610209,0.5819810700080041,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.8302389430478724
-8,etf_leads_kalshi,-2.202521890178277e-06,-0.05126359109247352,0.9591154800381507,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.9591154800381507
-7,etf_leads_kalshi,9.220987638210604e-06,0.2784002078792892,0.780705159950563,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.9108226866089902
-6,etf_leads_kalshi,-8.952758730910791e-05,-2.378821094601489,0.01736810311250919,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.364730165362693
-5,etf_leads_kalshi,-3.9304625905401186e-05,-1.6015690124769095,0.10925094773304844,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.6318731700283615
-4,etf_leads_kalshi,1.4085446499569497e-06,0.06094188115485609,0.9514054950732578,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.9591154800381507
-3,etf_leads_kalshi,-1.0793594890606744e-05,-0.4781225202443898,0.6325630042269503,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.8302389430478724
-2,etf_leads_kalshi,1.1701937818004598e-05,0.5955898481572771,0.551449260197928,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.8302389430478724
-1,etf_leads_kalshi,-1.634494006643299e-06,-0.06805914658814909,0.9457385512133747,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.9591154800381507
0,contemp,-1.3623554874732287e-05,-0.8549940211136857,0.39255445769887487,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.7494221465160338
1,kalshi_leads_etf,-6.159558603919037e-05,-1.2133160609938283,0.22500900464198237,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.6318731700283615
2,kalshi_leads_etf,1.4624063709924663e-05,0.5145532501600034,0.6068652405921087,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.8302389430478724
3,kalshi_leads_etf,-2.7624237177065702e-05,-1.1642375626621049,0.24432775168115628,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.6318731700283615
4,kalshi_leads_etf,-5.3545743089418364e-05,-2.016900377330129,0.043705910699160126,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.45891206234118137
5,kalshi_leads_etf,-2.9357072405364992e-05,-1.5367655688416861,0.12435072785666905,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.6318731700283615
6,kalshi_leads_etf,-8.26149206821909e-06,-0.5508273998025607,0.5817519993928173,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.8302389430478724
7,kalshi_leads_etf,-1.9293644490291545e-05,-0.9487943044204835,0.3427252392248542,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.7197230023721939
8,kalshi_leads_etf,1.8527275084079546e-05,1.2756946131174005,0.2020634935763258,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.6318731700283615
9,kalshi_leads_etf,1.8087023303955613e-05,1.1012157071094872,0.27080278715501205,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.6318731700283615
10,kalshi_leads_etf,-2.5875556972431418e-05,-1.171150899535837,0.24153812748838865,0.04526723055326565,1517,67,5,31,382,FOMC_easing,VGT,calendar,10min,600,True,10,938,5,0.6318731700283615
-10,etf_leads_kalshi,5.697351763302851e-09,0.01559477637384717,0.9875576730270476,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.9875576730270476
-9,etf_leads_kalshi,-1.6681785937920746e-07,-0.2598728104175488,0.7949618850318151,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.8786420834562166
-8,etf_leads_kalshi,-9.63948622916115e-07,-0.8169143583681435,0.41397737174639027,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7159199641184335
-7,etf_leads_kalshi,8.042398902319022e-07,1.0819496157523283,0.2792749165593391,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7159199641184335
-6,etf_leads_kalshi,-5.053383087124212e-07,-0.5891675272933307,0.5557488982046204,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7294204288935643
-5,etf_leads_kalshi,8.518054453966553e-07,1.196536709391828,0.23148718207309016,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7159199641184335
-4,etf_leads_kalshi,2.0973478252837276e-06,2.0245446451069715,0.04291414322411336,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.366673204347778
-3,etf_leads_kalshi,3.911334556034583e-07,0.617365360327369,0.5369937646292003,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7294204288935643
-2,etf_leads_kalshi,6.35901275155039e-07,0.7106841623745614,0.47727997607895567,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7159199641184335
-1,etf_leads_kalshi,-1.6480688801958782e-06,-0.7454962856317767,0.4559717557611006,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7159199641184335
0,contemp,-8.501247870467803e-07,-0.7304977115273754,0.4650860113051454,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7159199641184335
1,kalshi_leads_etf,-1.1202252745104734e-06,-0.9473340495528515,0.34346858555702753,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7159199641184335
2,kalshi_leads_etf,-4.4863436088135065e-07,-0.7803411432199904,0.4351901015576001,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7159199641184335
3,kalshi_leads_etf,1.0538956462627361e-06,1.2956857203728058,0.1950837829693003,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7159199641184335
4,kalshi_leads_etf,-2.8105079922673095e-07,-0.47722472742432914,0.6332021048458427,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7821908353978057
5,kalshi_leads_etf,-3.2220702847944796e-07,-0.7176051295074648,0.47300079394687866,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7159199641184335
6,kalshi_leads_etf,1.5952622421765974e-07,0.1598454829785266,0.873002794453436,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.9166529341761078
7,kalshi_leads_etf,2.0228800971398124e-06,2.847443419022118,0.004407192777248119,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.0925510483222105
8,kalshi_leads_etf,-1.5194948332151949e-06,-1.3607300717186543,0.17359900768244907,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.7159199641184335
9,kalshi_leads_etf,1.1743421986705366e-06,1.9399819270149,0.05238188633539686,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.366673204347778
10,kalshi_leads_etf,-3.9040089768030883e-07,-0.379764311897345,0.7041203760920566,0.07821099958816047,75219,74,5,31,1510,FOMC_easing,VIS,calendar,30s,30,False,10,1563,5,0.8214737721073994
-10,etf_leads_kalshi,-1.0764630703491877e-06,-0.5805117566303057,0.5615695608807079,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.8007327830998823
-9,etf_leads_kalshi,4.073190344757911e-06,1.9235594147285713,0.0544098323715075,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.2856516199504144
-8,etf_leads_kalshi,9.452780335265898e-07,0.4047191913978849,0.6856839337065124,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.8569840095103718
-7,etf_leads_kalshi,3.3966845927473603e-07,0.13821811673884818,0.8900680374326608,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.9324585665041637
-6,etf_leads_kalshi,1.0114241727527275e-06,0.23751565106094855,0.8122567787573646,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.8977574923107714
-5,etf_leads_kalshi,-2.612062667033484e-06,-1.9583489984823323,0.050189074946600874,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.2856516199504144
-4,etf_leads_kalshi,6.436072552707027e-07,0.5651790454697354,0.5719519879284873,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.8007327830998823
-3,etf_leads_kalshi,1.2351493580656588e-06,0.934362836656853,0.3501167610529119,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.8007327830998823
-2,etf_leads_kalshi,1.1990815433452002e-06,0.9724038444726366,0.33084968011362936,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.8007327830998823
-1,etf_leads_kalshi,3.1280685764497784e-06,2.68062999388645,0.00734837170411914,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.15431580578650195
0,contemp,-3.2525440230264345e-06,-0.6735485304362323,0.5005983850107129,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.8007327830998823
1,kalshi_leads_etf,4.428706360992869e-07,0.3390690379142107,0.7345577224374615,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.8569840095103718
2,kalshi_leads_etf,-7.39919019566997e-07,-0.7263107571807442,0.4676482862738881,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.8007327830998823
3,kalshi_leads_etf,8.492380945812728e-08,0.08475198505524272,0.9324585665041637,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.9324585665041637
4,kalshi_leads_etf,2.5303559209908195e-06,1.952049934854611,0.050932276373731135,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.2856516199504144
5,kalshi_leads_etf,9.507757228880918e-07,0.7731835641342623,0.43941375175944763,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.8007327830998823
6,kalshi_leads_etf,3.36847831250995e-06,1.217921208057818,0.22325391603823574,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.7813887061338252
7,kalshi_leads_etf,3.2105165161408584e-06,1.6516141347295479,0.09861323672055247,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.4141755942263204
8,kalshi_leads_etf,8.236739658833865e-07,0.37637629332683553,0.7066371676992864,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.8569840095103718
9,kalshi_leads_etf,1.4438546153050793e-06,0.5761714130584645,0.5644993256596396,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.8007327830998823
10,kalshi_leads_etf,-2.6838508304621602e-06,-0.6675714673995747,0.504407175905722,0.07248733955662745,36370,74,5,31,1393,FOMC_easing,VIS,calendar,1min,60,False,10,1494,5,0.8007327830998823
-10,etf_leads_kalshi,8.654030348992854e-06,1.5431402466381134,0.12279675149821276,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.7532908855273668
-9,etf_leads_kalshi,-3.4617713684055703e-06,-1.4629393397387136,0.1434839781956889,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.7532908855273668
-8,etf_leads_kalshi,1.794528798245467e-06,0.6766228648604934,0.4986452680967768,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.996156600431218
-7,etf_leads_kalshi,-2.793626326763145e-06,-0.5801234189889738,0.5618313919606159,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.996156600431218
-6,etf_leads_kalshi,-4.210869579455575e-07,-0.13733670444162197,0.8907646593441879,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.996156600431218
-5,etf_leads_kalshi,-1.4180697266551526e-06,-0.4324425553585231,0.6654197944981419,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.996156600431218
-4,etf_leads_kalshi,-6.261353101302881e-07,-0.3026405702423329,0.7621637928988462,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.996156600431218
-3,etf_leads_kalshi,7.329421707587672e-06,1.1576382317717733,0.24701170047729204,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.7799345603227068
-2,etf_leads_kalshi,-2.793382116922076e-06,-1.1390691504076824,0.2546743133492315,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.7799345603227068
-1,etf_leads_kalshi,2.036553043224571e-07,0.037140278357253274,0.9703731566840035,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.996156600431218
0,contemp,-2.4980329113893236e-07,-0.07130971979658622,0.9431512596458431,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.996156600431218
1,kalshi_leads_etf,-4.5797728234173233e-07,-0.12529120544564762,0.9002930143588296,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.996156600431218
2,kalshi_leads_etf,5.901056985764349e-07,0.21491527701878793,0.8298333738512577,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.996156600431218
3,kalshi_leads_etf,1.3378922413961298e-05,1.745815215024914,0.08084306624881245,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.7532908855273668
4,kalshi_leads_etf,5.38693163272703e-06,3.053503767955812,0.002261858813612097,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.047499035085854034
5,kalshi_leads_etf,-9.592972431913526e-06,-1.0594513178505702,0.2893942889721206,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.7799345603227068
6,kalshi_leads_etf,-1.4441710084008048e-07,-0.058147577187514586,0.9536310773606826,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.996156600431218
7,kalshi_leads_etf,4.152077331140487e-06,1.0426338021130463,0.29711792774198353,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.7799345603227068
8,kalshi_leads_etf,1.9954373820077604e-08,0.004817005643441841,0.996156600431218,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.996156600431218
9,kalshi_leads_etf,-4.956931586987708e-06,-0.8787125692651018,0.37955714179129807,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.8856333308463622
10,kalshi_leads_etf,1.3802013758242242e-06,0.26081029871565614,0.7942388020235494,0.061434129225284684,16962,74,5,31,1172,FOMC_easing,VIS,calendar,2min,120,False,10,1368,5,0.996156600431218
-10,etf_leads_kalshi,7.217935508841592e-06,1.1792399988946733,0.23830262284202808,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
-9,etf_leads_kalshi,3.99257698752838e-06,0.5997086263005731,0.5487004382431455,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
-8,etf_leads_kalshi,8.147439882557166e-07,0.0750065639250819,0.9402094893500987,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
-7,etf_leads_kalshi,5.456707842584568e-06,0.6671314999597979,0.5046881409784212,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
-6,etf_leads_kalshi,-5.702943802784033e-06,-0.7878077386750306,0.4308091737906108,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
-5,etf_leads_kalshi,7.652899829315937e-06,1.2899079047571345,0.1970826358811406,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
-4,etf_leads_kalshi,-1.0642345858568936e-06,-0.0983189300580273,0.9216790469940921,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
-3,etf_leads_kalshi,-3.057678083062986e-06,-0.21253767304399088,0.8316875902250767,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
-2,etf_leads_kalshi,-3.4645659105076603e-07,-0.05121482248235502,0.9591543407122131,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
-1,etf_leads_kalshi,-5.022503862935389e-06,-0.44506020882774666,0.6562762436493652,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
0,contemp,-1.5468997089795754e-05,-1.09378904237271,0.2740475110251821,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
1,kalshi_leads_etf,-5.178596862656568e-06,-0.43915615847344514,0.6605483896272011,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
2,kalshi_leads_etf,-1.1228238669010053e-05,-0.4693939750017616,0.6387880541611461,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
3,kalshi_leads_etf,8.430723229062591e-06,0.537718987969162,0.5907710682938951,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
4,kalshi_leads_etf,1.0217475861366937e-06,0.09746401947130735,0.9223579064595432,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
5,kalshi_leads_etf,-1.1640921930626368e-06,-0.15646881261896536,0.8756635003592229,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
6,kalshi_leads_etf,-1.2587832520803986e-06,-0.1935496368745263,0.8465285362895548,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
7,kalshi_leads_etf,-1.0479800500506206e-05,-1.4165893459533923,0.15660302524848815,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
8,kalshi_leads_etf,-7.592273313788462e-06,-0.9295583945647654,0.35259977755422145,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
9,kalshi_leads_etf,-1.4436413718710893e-05,-2.029083797406971,0.04244975591250594,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.8914448741626247
10,kalshi_leads_etf,-3.144224002589728e-06,-0.5424232667758244,0.5875269549932208,0.04481174589858228,5322,74,5,31,762,FOMC_easing,VIS,calendar,5min,300,False,10,1149,5,0.9591543407122131
-10,etf_leads_kalshi,3.519148498190691e-06,0.1252682892173072,0.9003111559373654,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.9717363333947354
-9,etf_leads_kalshi,-1.2270740876070887e-05,-0.41689842721399095,0.6767527040010914,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.9717363333947354
-8,etf_leads_kalshi,-1.3109495666630693e-06,-0.04227667954993098,0.9662781356846506,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.9717363333947354
-7,etf_leads_kalshi,3.101635496296993e-05,1.5031796372684867,0.1327927270059042,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.6942762018049877
-6,etf_leads_kalshi,-6.175638376119914e-05,-2.7930775675153297,0.00522091709166327,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.10725951389280625
-5,etf_leads_kalshi,-4.502055525387676e-05,-2.568458584133439,0.01021519179931488,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.10725951389280625
-4,etf_leads_kalshi,-8.240660635812029e-06,-0.3138312610448509,0.7536492001146173,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.9717363333947354
-3,etf_leads_kalshi,-4.821199909775183e-07,-0.03543066440746854,0.9717363333947354,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.9717363333947354
-2,etf_leads_kalshi,4.759414981230041e-06,0.22525039519975795,0.8217844869153412,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.9717363333947354
-1,etf_leads_kalshi,-1.3997623400284433e-05,-0.6926758423798705,0.4885130027383239,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.9717363333947354
0,contemp,-1.9160547915476563e-05,-1.0542755308208083,0.2917567881672265,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.7565725693222696
1,kalshi_leads_etf,-4.6568361310937324e-05,-0.985771229609545,0.32424538685240123,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.7565725693222696
2,kalshi_leads_etf,1.4522422078117261e-05,0.4138405786137472,0.6789908637999624,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.9717363333947354
3,kalshi_leads_etf,-1.9915700746630666e-05,-1.3874523953836144,0.16530385757261612,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.6942762018049877
4,kalshi_leads_etf,-4.833267634028609e-05,-2.1118038699130284,0.03470327523927792,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.24292292667494547
5,kalshi_leads_etf,-2.0457698376795983e-05,-1.0548279473719153,0.29150402035052203,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.7565725693222696
6,kalshi_leads_etf,1.7684361352783733e-06,0.08647468256496117,0.9310890810545799,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.9717363333947354
7,kalshi_leads_etf,-1.2975278527698921e-05,-1.2613543891155559,0.20718119356722842,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.7251341774852995
8,kalshi_leads_etf,5.270712031875225e-06,0.3441262812358038,0.7307513190051915,0.03699236622589408,1513,67,5,31,381,FOMC_easing,VIS,calendar,10min,600,True,10,938,5,0.9717363333947354
