contract_ticker,etf,direction,horizon_sec,n_events,coef,t_stat,p_value,r_squared,r2_daily_screen,contract_title
RATECUT-24SEP18,VGT,kalshi_leads_etf,60,50,0.04462062879508938,1.1301060557843232,0.2640471775815047,0.025917488416841827,0.4188652374430102,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VGT,etf_leads_kalshi,60,50,1.3224532863340335,1.885246417356758,0.06545744451769454,0.06894020703788362,0.4188652374430102,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VGT,kalshi_leads_etf,120,50,0.010869796244060074,0.28486036374535223,0.7769765922148034,0.0016876766581322977,0.4188652374430102,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VGT,etf_leads_kalshi,120,50,0.9408519068402663,1.712735946195656,0.09321467209127708,0.05759404852419092,0.4188652374430102,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VGT,kalshi_leads_etf,300,50,-0.05294657054900358,-1.156856431651273,0.25305599885098123,0.027125303215841723,0.4188652374430102,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VGT,etf_leads_kalshi,300,49,0.6691520768211083,1.378139679400249,0.17468604171271057,0.038840436998598515,0.4188652374430102,"Will the Federal Reserve cut rates before September 19, 2024?"
KX538APPROVEMIN-24NOV30-T37,VFH,kalshi_leads_etf,5,48,0.00011949902840053223,0.47191356959670755,0.6392194476313166,0.004818031086966101,0.3994368789896889,"Will the President's approval rating ever get below 37% by Nov 30, 2024?"
KX538APPROVEMIN-24NOV30-T37,VFH,etf_leads_kalshi,5,48,-97.96796292129926,-0.8261231483569683,0.41299865381396705,0.014619605989240614,0.3994368789896889,"Will the President's approval rating ever get below 37% by Nov 30, 2024?"
KX538APPROVEMIN-24NOV30-T37,VFH,kalshi_leads_etf,10,48,-4.310351767477285e-05,-0.15567000479169743,0.8769742723905802,0.0005265302370747182,0.3994368789896889,"Will the President's approval rating ever get below 37% by Nov 30, 2024?"
KX538APPROVEMIN-24NOV30-T37,VFH,etf_leads_kalshi,10,48,68.87040627137942,0.9465684945365411,0.3488047939044483,0.01910593801867022,0.3994368789896889,"Will the President's approval rating ever get below 37% by Nov 30, 2024?"
KX538APPROVEMIN-24NOV30-T37,VFH,kalshi_leads_etf,30,48,-0.00018956983214118902,-0.3342597575233094,0.7397027859883776,0.0024230187525795532,0.3994368789896889,"Will the President's approval rating ever get below 37% by Nov 30, 2024?"
KX538APPROVEMIN-24NOV30-T37,VFH,etf_leads_kalshi,30,48,-5.134329167110938,-0.15066115790308235,0.8809017492102328,0.0004932084623497923,0.3994368789896889,"Will the President's approval rating ever get below 37% by Nov 30, 2024?"
KX538APPROVEMIN-24NOV30-T37,VFH,kalshi_leads_etf,60,48,-0.0008376220917124214,-1.2692303180856985,0.2107433383280449,0.03383561447971217,0.3994368789896889,"Will the President's approval rating ever get below 37% by Nov 30, 2024?"
KX538APPROVEMIN-24NOV30-T37,VFH,etf_leads_kalshi,60,48,12.194881538215569,0.37967620709582367,0.7059330571136531,0.0031239931750662864,0.3994368789896889,"Will the President's approval rating ever get below 37% by Nov 30, 2024?"
KX538APPROVEMIN-24NOV30-T37,VFH,kalshi_leads_etf,120,47,7.288322545705422e-05,0.04347007287688627,0.9655191404002134,4.1990397530833334e-05,0.3994368789896889,"Will the President's approval rating ever get below 37% by Nov 30, 2024?"
KX538APPROVEMIN-24NOV30-T37,VFH,etf_leads_kalshi,120,48,43.17529359157169,1.8384486277566265,0.07245796202838622,0.06844675286095825,0.3994368789896889,"Will the President's approval rating ever get below 37% by Nov 30, 2024?"
KX538APPROVEMIN-24NOV30-T37,VFH,kalshi_leads_etf,300,47,0.0015043419853996286,0.75919490445947,0.4516946694811558,0.012646395833185053,0.3994368789896889,"Will the President's approval rating ever get below 37% by Nov 30, 2024?"
KX538APPROVEMIN-24NOV30-T37,VFH,etf_leads_kalshi,300,48,14.151719074639853,1.092819340691526,0.2801634040300987,0.02530507439678431,0.3994368789896889,"Will the President's approval rating ever get below 37% by Nov 30, 2024?"
KX538APPROVEMAX-24NOV30-T41,VHT,kalshi_leads_etf,5,21,-0.0006198481312233509,-0.5371959787487653,0.5973679340069469,0.014961159752113762,0.3794626198918358,"Will the President's approval rating ever get above 41% by Nov 30, 2024?"
KX538APPROVEMAX-24NOV30-T41,VHT,etf_leads_kalshi,5,21,-107.10672842210695,-1.140917554162407,0.26808143807860424,0.06411745434365501,0.3794626198918358,"Will the President's approval rating ever get above 41% by Nov 30, 2024?"
KX538APPROVEMAX-24NOV30-T41,VHT,kalshi_leads_etf,10,21,0.00016044762717735072,0.1711005124558909,0.8659537552572171,0.0015384393136267382,0.3794626198918358,"Will the President's approval rating ever get above 41% by Nov 30, 2024?"
KX538APPROVEMAX-24NOV30-T41,VHT,etf_leads_kalshi,10,21,-90.79234375650896,-1.7031963666844625,0.10483389084028315,0.1324548669495783,0.3794626198918358,"Will the President's approval rating ever get above 41% by Nov 30, 2024?"
KX538APPROVEMAX-24NOV30-T41,VHT,kalshi_leads_etf,30,21,-0.00010885258782668229,-0.06110734296866523,0.9519119382666382,0.00019649334933857787,0.3794626198918358,"Will the President's approval rating ever get above 41% by Nov 30, 2024?"
KX538APPROVEMAX-24NOV30-T41,VHT,etf_leads_kalshi,30,21,-69.79283497907105,-2.4194057285860726,0.02574328447691364,0.23552088873946542,0.3794626198918358,"Will the President's approval rating ever get above 41% by Nov 30, 2024?"
KX538APPROVEMAX-24NOV30-T41,VHT,kalshi_leads_etf,60,21,0.003224027299575124,0.7208353941773676,0.47978683503126285,0.026619580725260827,0.3794626198918358,"Will the President's approval rating ever get above 41% by Nov 30, 2024?"
KX538APPROVEMAX-24NOV30-T41,VHT,etf_leads_kalshi,60,21,-16.478836733944288,-0.9402930903740487,0.35886904878700376,0.044465116541570815,0.3794626198918358,"Will the President's approval rating ever get above 41% by Nov 30, 2024?"
KX538APPROVEMAX-24NOV30-T41,VHT,kalshi_leads_etf,120,21,0.005311452029594122,0.9272033835634722,0.3654502215213268,0.04328896457658182,0.3794626198918358,"Will the President's approval rating ever get above 41% by Nov 30, 2024?"
KX538APPROVEMAX-24NOV30-T41,VHT,etf_leads_kalshi,120,21,-17.923997538374525,-1.2994018874210322,0.20935245840361763,0.0816129604425655,0.3794626198918358,"Will the President's approval rating ever get above 41% by Nov 30, 2024?"
KX538APPROVEMAX-24NOV30-T41,VHT,kalshi_leads_etf,300,21,0.0037942547635308283,0.40661557450584507,0.688834079695389,0.008626836674607175,0.3794626198918358,"Will the President's approval rating ever get above 41% by Nov 30, 2024?"
KX538APPROVEMAX-24NOV30-T41,VHT,etf_leads_kalshi,300,21,-0.3431919756122195,-0.05569717425566434,0.9561645817995876,0.0001632457264852949,0.3794626198918358,"Will the President's approval rating ever get above 41% by Nov 30, 2024?"
538APPROVEMAX-24SEP30-T43,VIS,kalshi_leads_etf,5,21,0.0006057130465471615,1.2167875943801347,0.23858438310179583,0.07229153786498588,0.3782727574897792,"Will the President's approval rating ever get above 43% by Sep 30, 2024?"
538APPROVEMAX-24SEP30-T43,VIS,etf_leads_kalshi,5,21,-235.19952127328617,-2.3125003760005973,0.03211837008979037,0.2196374695019242,0.3782727574897792,"Will the President's approval rating ever get above 43% by Sep 30, 2024?"
538APPROVEMAX-24SEP30-T43,VIS,kalshi_leads_etf,10,21,0.0017036778610217912,1.897176300524994,0.07310978828432553,0.15926517337269142,0.3782727574897792,"Will the President's approval rating ever get above 43% by Sep 30, 2024?"
538APPROVEMAX-24SEP30-T43,VIS,etf_leads_kalshi,10,21,-4.35692855581987,-0.10418598672799716,0.9181136850653012,0.0005709748451846464,0.3782727574897792,"Will the President's approval rating ever get above 43% by Sep 30, 2024?"
538APPROVEMAX-24SEP30-T43,VIS,kalshi_leads_etf,30,21,0.00213192249988998,1.395201538680243,0.17905095129562498,0.09293100124330078,0.3782727574897792,"Will the President's approval rating ever get above 43% by Sep 30, 2024?"
538APPROVEMAX-24SEP30-T43,VIS,etf_leads_kalshi,30,21,35.73477215738245,0.8726574989824313,0.3937448183115395,0.0385360378338534,0.3782727574897792,"Will the President's approval rating ever get above 43% by Sep 30, 2024?"
538APPROVEMAX-24SEP30-T43,VIS,kalshi_leads_etf,60,21,0.002769014576379009,1.0654050547268665,0.3000451094226636,0.05637362670318469,0.3782727574897792,"Will the President's approval rating ever get above 43% by Sep 30, 2024?"
538APPROVEMAX-24SEP30-T43,VIS,etf_leads_kalshi,60,21,-8.5369158568015,-0.3815837485113989,0.7070040503582555,0.007605199643877292,0.3782727574897792,"Will the President's approval rating ever get above 43% by Sep 30, 2024?"
538APPROVEMAX-24SEP30-T43,VIS,kalshi_leads_etf,120,21,0.004251010858676019,1.0189178509239039,0.32104170051474795,0.051810737451327915,0.3782727574897792,"Will the President's approval rating ever get above 43% by Sep 30, 2024?"
538APPROVEMAX-24SEP30-T43,VIS,etf_leads_kalshi,120,21,-22.92387885832936,-1.6546517250848616,0.1144206491509282,0.12594941628122347,0.3782727574897792,"Will the President's approval rating ever get above 43% by Sep 30, 2024?"
538APPROVEMAX-24SEP30-T43,VIS,kalshi_leads_etf,300,21,0.005860847377942194,0.8257727036637871,0.4191816188702844,0.034646072725685095,0.3782727574897792,"Will the President's approval rating ever get above 43% by Sep 30, 2024?"
538APPROVEMAX-24SEP30-T43,VIS,etf_leads_kalshi,300,21,-5.6558352527932225,-0.7518665247096437,0.46134442884182647,0.028893151470719247,0.3782727574897792,"Will the President's approval rating ever get above 43% by Sep 30, 2024?"
KXECDJT281,VOX,kalshi_leads_etf,5,287,3.6612516342632314e-05,0.36657513611929016,0.7142079538710688,0.00047127719806716595,0.3259960474534679,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VOX,etf_leads_kalshi,5,287,-26.596458429677636,-0.9075754185692584,0.3648693328106608,0.002881822466644035,0.3259960474534679,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VOX,kalshi_leads_etf,10,287,7.752484530289195e-06,0.05101861168054767,0.959346428349635,9.132894617236431e-06,0.3259960474534679,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VOX,etf_leads_kalshi,10,287,-9.321056634552772,-0.4599734809763314,0.6458859646232098,0.0007418198323613234,0.3259960474534679,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VOX,kalshi_leads_etf,30,287,-0.00041765567012348384,-1.2532713934116386,0.21113414656938742,0.005480983383220117,0.3259960474534679,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VOX,etf_leads_kalshi,30,287,-19.417863879192648,-1.6664005048089896,0.09673227406040871,0.00964945668927275,0.3259960474534679,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VOX,kalshi_leads_etf,60,287,-0.0006973952867305854,-1.6040401367790051,0.10981277200988705,0.008947103012565294,0.3259960474534679,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VOX,etf_leads_kalshi,60,287,-4.042034998250554,-0.468475419954136,0.6398027458531471,0.0007694748878892543,0.3259960474534679,"Will Trump win 281-257 - AZ, GA, NC, PA?"
