k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,k_used,dof,reliability_tier,x_etf,y_etf,bar_freq
5,x_leads_y,-7.382680663913058e-07,-1.449228816154252,0.14727369268171184,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
6,x_leads_y,4.0399494288895716e-08,0.0950525595389175,0.9242730793931666,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
7,x_leads_y,-9.504327892242568e-07,-1.6346468795401685,0.10212309418074371,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
8,x_leads_y,1.1273269489530097e-07,0.22453996234754317,0.8223371751888918,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
9,x_leads_y,-1.0153559368373663e-06,-1.6632530334894255,0.09626179580669536,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
10,x_leads_y,-6.813142149225035e-08,-0.41613747104289567,0.677309411958409,0.09341279370728683,63454,17,10,63416,high,VIS,VOX,5s
-10,y_leads_x,5.235791444891252e-07,0.9194788613743738,0.3578451572793403,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
-9,y_leads_x,-3.8203036218445374e-07,-0.6531002860987887,0.5136916278455459,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
-8,y_leads_x,-3.797865767082571e-07,-0.6263990228886867,0.5310532503036502,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
-7,y_leads_x,5.359523285534353e-07,0.7235670276589744,0.4693315901142373,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
-6,y_leads_x,-1.4778257949899148e-07,-0.18975030532956355,0.8495047988954859,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
-5,y_leads_x,1.8109655956308144e-06,2.081259045977334,0.03741020157478832,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
-4,y_leads_x,1.457242084227298e-06,4.100155392553546,4.128728146673209e-05,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
-3,y_leads_x,1.4180215749107645e-06,2.2064181280624644,0.027354736904333314,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
-2,y_leads_x,3.3572678436193907e-06,6.485664290120918,8.834167558285631e-11,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
-1,y_leads_x,1.4129062167289516e-05,6.7712321626078245,1.2769017586471123e-11,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
0,contemporaneous,2.855681678269677e-05,7.002741301756967,2.510020555570322e-12,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
1,x_leads_y,4.333023162047657e-06,4.602621665830897,4.172056946980871e-06,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
2,x_leads_y,-2.877918929776218e-06,-3.1579401674134355,0.0015888816540397816,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
3,x_leads_y,-6.375586984413037e-07,-1.1769552517884705,0.23921336729557963,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
4,x_leads_y,-1.447647867863449e-07,-0.1346515727432463,0.8928873637228889,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
5,x_leads_y,-1.259269014678974e-06,-1.8104483546826706,0.07022628642099625,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
6,x_leads_y,-1.1961269017293059e-06,-2.465955488390347,0.013664831397509786,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
7,x_leads_y,-5.397556200346808e-07,-0.6990682220656447,0.48450939682463934,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
8,x_leads_y,-2.2505090375372243e-07,-0.4454524295171362,0.6559928302202545,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
9,x_leads_y,4.372799995262002e-07,0.6699711061645958,0.5028762094457377,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
10,x_leads_y,-3.4344800472527295e-07,-1.0186612910017059,0.30836379558246774,0.10556638399933838,63643,17,10,63605,high,VIS,VGT,5s
-10,y_leads_x,-1.2757182910494298e-07,-0.29986590972147487,0.7642794384758472,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
-9,y_leads_x,3.4449578151814015e-07,1.24688532679188,0.21243954768309692,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
-8,y_leads_x,4.0814507941971203e-07,1.483154282446849,0.13803342459869572,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
-7,y_leads_x,-3.563728313347362e-07,-1.1332009022505691,0.25712989538485664,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
-6,y_leads_x,-4.956540297448202e-07,-1.2071989823219131,0.2273555222939717,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
-5,y_leads_x,4.845887871793604e-07,1.12313033704167,0.26138214345342625,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
-4,y_leads_x,5.157708633214834e-07,0.9762084081934003,0.3289611973650597,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
-3,y_leads_x,-9.66183631577625e-09,-0.034679930939901384,0.9723349640898946,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
-2,y_leads_x,4.660078595134471e-07,1.1014032556408373,0.2707211891342288,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
-1,y_leads_x,4.5797155702404505e-06,7.729578606579532,1.0790316449952445e-14,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
0,contemporaneous,1.0974052398467872e-05,11.798506042734523,3.973023071254722e-32,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
1,x_leads_y,5.881232483166e-06,8.499087830806644,1.9108628443295984e-17,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
2,x_leads_y,2.4787173212509247e-06,7.078879045824848,1.4532515431514589e-12,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
3,x_leads_y,6.903982318078589e-07,1.3417163224746536,0.17968799257863266,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
4,x_leads_y,7.805182151015828e-07,2.4802943329713796,0.01312739705295143,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
5,x_leads_y,7.488780032386321e-07,1.3631617656822577,0.1728315342116833,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
6,x_leads_y,-2.5928936089152854e-07,-0.5988799136533857,0.549252966893129,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
7,x_leads_y,4.601754106614939e-07,1.5603049640657793,0.11868783087260718,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
8,x_leads_y,-2.7545970554586784e-07,-0.9246106488768675,0.3551684718279017,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
9,x_leads_y,3.5479790650420923e-07,1.1803935672005403,0.23784371925389758,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
10,x_leads_y,2.8373894825632204e-07,1.5195658954668039,0.12862011481460636,0.06783690047892521,61045,17,10,61007,high,VIS,VDC,5s
-10,y_leads_x,6.877217971302569e-07,1.591687603083803,0.11145491519127294,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
-9,y_leads_x,4.0130287771832384e-07,1.2539437657595744,0.20986244580088254,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
-8,y_leads_x,4.5117714534920803e-08,0.10493482620762007,0.9164275241924512,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
-7,y_leads_x,6.285428585179454e-07,2.0298885582847745,0.04236786837225743,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
-6,y_leads_x,-6.712361368207945e-08,-0.18128978592985587,0.8561401228409624,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
-5,y_leads_x,8.481407303995852e-07,2.277925047721562,0.022731043645353128,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
-4,y_leads_x,1.3110023024717388e-06,2.874625806566968,0.004045065825536745,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
-3,y_leads_x,8.515462016619239e-07,2.662833492758951,0.007748574554120801,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
-2,y_leads_x,1.7584697519607785e-06,3.0268000951331353,0.002471573514058403,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
-1,y_leads_x,1.0191658709848778e-05,17.606579319632807,2.1930416362754818e-69,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
0,contemporaneous,2.2027164287949473e-05,24.553811455739552,3.9380219838265224e-133,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
1,x_leads_y,1.3820068216494643e-05,19.24591030489978,1.5275638181007518e-82,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
2,x_leads_y,5.531495201790778e-06,12.503952690479988,7.102976854540591e-36,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
3,x_leads_y,2.4979196226232096e-06,4.730237593675421,2.242572233651945e-06,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
4,x_leads_y,9.345254394415365e-07,2.0168205694997408,0.04371424156329408,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
5,x_leads_y,6.007263697710703e-07,1.2389698407507912,0.21535666724957658,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
6,x_leads_y,-1.2825519391110693e-07,-0.298695206893562,0.7651726145421279,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
7,x_leads_y,-7.285280995963406e-07,-1.1907482011042447,0.23375244924191307,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
8,x_leads_y,-9.760330685850248e-07,-1.5950991848206342,0.11069005775788063,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
9,x_leads_y,3.959822446318632e-07,1.142143581986701,0.2533943424324506,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
10,x_leads_y,3.091837417475316e-07,1.837945856029819,0.06607038406991218,0.2421906484709082,59177,17,10,59139,high,VIS,VAW,5s
-10,y_leads_x,1.5176468167926912e-06,2.476041335277328,0.013284819662286063,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
-9,y_leads_x,-4.707094501231713e-09,-0.009311270874410908,0.9925707880798309,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
-8,y_leads_x,5.846418149314848e-07,1.0209359093511219,0.30728480458445107,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
-7,y_leads_x,-7.170604858451731e-07,-1.5313496240665398,0.12568300722445452,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
-6,y_leads_x,-4.490946775323421e-07,-0.7081084949086928,0.4788778846723356,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
-5,y_leads_x,-7.012186802083941e-08,-0.12665373527238954,0.8992144647561362,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
-4,y_leads_x,8.00784472312478e-08,0.07521912673168696,0.9400403665327417,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
-3,y_leads_x,-3.8221864010812617e-07,-0.7668418161690388,0.4431755708024252,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
-2,y_leads_x,6.232160413976272e-07,0.9887555671720274,0.32278274845088584,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
-1,y_leads_x,6.728448845456578e-06,6.882361494432261,5.886839321678468e-12,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
0,contemporaneous,1.4422391079143262e-05,6.726282040033639,1.7405304412306032e-11,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
1,x_leads_y,-1.3188681732171568e-06,-1.8325393190797479,0.06687110933692333,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
2,x_leads_y,-1.337185461577119e-06,-2.7055904114514147,0.00681830851420389,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
3,x_leads_y,-1.3807980350587976e-06,-2.2995648749365545,0.02147288399039077,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
4,x_leads_y,1.8080849867236215e-07,0.27520531975892054,0.7831585001425752,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
5,x_leads_y,-4.948088479731427e-07,-0.8355803029046979,0.4033910535543762,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
6,x_leads_y,8.787518251093501e-07,0.9718135106855006,0.33114333320927836,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
7,x_leads_y,-5.46859579146454e-07,-0.7158488006381762,0.47408471554559206,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
8,x_leads_y,6.076619799604764e-07,0.8102824802649748,0.41777784223341885,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
9,x_leads_y,4.892691160113756e-07,0.9389119342535727,0.3477759613402498,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
10,x_leads_y,1.2169355694503237e-06,1.7802796088778112,0.0750302125378526,0.024512990578995475,72007,17,10,71969,high,VCR,VDE,5s
-10,y_leads_x,8.57475225298324e-07,1.9194161221641455,0.05493169219110722,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
-9,y_leads_x,1.2028381682317795e-07,0.3165046961346387,0.7516194612477515,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
-8,y_leads_x,-5.892385539890563e-07,-1.9131765343412743,0.055725456501154,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
-7,y_leads_x,7.734160025019868e-08,0.18993098137418657,0.8493632147044159,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
-6,y_leads_x,1.3760184587022623e-08,0.032308160644149285,0.9742263013505945,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
-5,y_leads_x,2.4934216639667946e-07,0.8157361974425796,0.41465103146332527,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
-4,y_leads_x,-1.3012563443329484e-07,-0.27768207137785017,0.7812564245189192,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
-3,y_leads_x,4.092125214527274e-07,0.83670197330982,0.4027601096768212,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
-2,y_leads_x,1.4893557908142804e-07,0.2895322217604998,0.7721741258483291,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
-1,y_leads_x,1.0530101207582956e-05,9.783369510941291,1.3271705506534704e-22,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
0,contemporaneous,3.213364844149764e-05,10.09358985773457,5.897253569536174e-24,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
1,x_leads_y,2.436269489919219e-06,5.191374391060595,2.0874739359121058e-07,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
2,x_leads_y,-1.1676893720856834e-06,-2.1877802308758407,0.028685614577510402,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
3,x_leads_y,-2.3595586670994523e-07,-0.5381504564457861,0.5904731807005854,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
4,x_leads_y,-4.6257216201161764e-07,-0.9772366447057503,0.32845201018566794,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
5,x_leads_y,-5.451523525332105e-07,-1.4296754883523033,0.15281017848185588,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
6,x_leads_y,7.636982305176414e-08,0.18985220644242798,0.8494249449527772,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
7,x_leads_y,-1.2111347462553802e-07,-0.2737497349535223,0.7842769541231154,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
8,x_leads_y,1.0823440942438401e-07,0.28882228187905384,0.7727173799552711,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
9,x_leads_y,-3.370745214510965e-07,-0.9929598553928215,0.32072951849527764,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
10,x_leads_y,-1.1510952630223417e-07,-0.2799377419237137,0.7795252704843063,0.19120122827934172,72048,17,10,72010,high,VCR,VOX,5s
-10,y_leads_x,-2.8988383826987057e-07,-0.48574308267567723,0.6271493335898033,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
-9,y_leads_x,4.493461678392231e-08,0.096774909269243,0.9229051498922202,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
-8,y_leads_x,-3.797175105010178e-07,-0.7067576158178462,0.47971711792737903,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
-7,y_leads_x,6.025049410966152e-07,1.5187747736045685,0.12881919773944886,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
-6,y_leads_x,5.012757115849551e-07,1.2582881287498857,0.20828757284557486,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
-5,y_leads_x,2.436308761352262e-07,0.4424445538759609,0.6581675444680377,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
-4,y_leads_x,7.460121701784716e-08,0.10633589207661111,0.9153158552544547,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
-3,y_leads_x,5.473523147316366e-07,0.9627049102617041,0.33569563185965046,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
-2,y_leads_x,-4.164085111249857e-07,-0.8865695508598508,0.375310693360419,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
-1,y_leads_x,1.5003318417970536e-05,9.167498303593739,4.841233756902581e-20,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
0,contemporaneous,4.7474066813617884e-05,10.859905634329444,1.7893401443408246e-27,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
1,x_leads_y,-2.032819467367702e-06,-2.8367511167809023,0.004557512312863709,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
2,x_leads_y,-9.529489705228238e-07,-1.561535237687208,0.11839751636701944,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
3,x_leads_y,-5.208050828270804e-07,-0.9586766682829487,0.3377216558483286,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
4,x_leads_y,-6.153597908777373e-07,-0.8981176249047945,0.369122843622291,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
5,x_leads_y,-1.9345296631839658e-07,-0.39471871906447414,0.6930504864107785,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
6,x_leads_y,-1.028722505389798e-06,-1.7331287018113954,0.08307279593840021,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
7,x_leads_y,-1.2655846146305914e-07,-0.22433401385652987,0.8224974113539786,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
8,x_leads_y,-5.863075988751867e-08,-0.12701489646818548,0.8989286083653515,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
9,x_leads_y,-1.244751637037397e-06,-2.5250869318381572,0.011566967244286588,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
10,x_leads_y,6.152334997721526e-07,1.0952849244602532,0.2733918300195819,0.24789325620754776,72274,17,10,72236,high,VCR,VGT,5s
-10,y_leads_x,2.1038190464506123e-07,0.5512957292596424,0.5814309656506436,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
-9,y_leads_x,5.209786765364343e-07,1.9732287303736782,0.04846950856988993,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
-8,y_leads_x,5.131306665933961e-07,1.6544287927241665,0.09804042030209577,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
-7,y_leads_x,-9.673473364737842e-08,-0.43158038257700504,0.6660464189248392,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
-6,y_leads_x,-5.444694984077695e-08,-0.1654629672971858,0.8685795958408105,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
-5,y_leads_x,2.321992138956471e-07,0.6399583122141757,0.5221997019993545,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
-4,y_leads_x,1.065524304180898e-06,3.0367490342299868,0.0023914447311514635,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
-3,y_leads_x,-1.7099693544841862e-07,-0.5086862722058764,0.6109721462795713,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
-2,y_leads_x,-3.69595202368689e-07,-1.4706035361631917,0.14139836708766754,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
-1,y_leads_x,2.2865153111989047e-06,4.566759669349286,4.953213484117937e-06,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
0,contemporaneous,6.296555888419149e-06,5.3818514561241715,7.372359217126328e-08,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
1,x_leads_y,2.802693614834724e-06,4.219117390131303,2.452605554232512e-05,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
2,x_leads_y,6.404321330255326e-07,2.008009582779722,0.04464227336932292,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
3,x_leads_y,1.8626744503366377e-07,0.40307804980757134,0.6868908077684187,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
4,x_leads_y,5.187973157016968e-07,1.6490097484685657,0.09914563758393595,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
5,x_leads_y,2.795066969501931e-07,0.9555911574307205,0.3392788306992752,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
6,x_leads_y,6.211983458127282e-08,0.22132949747564537,0.8248358837901129,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
7,x_leads_y,6.623228456628483e-07,2.1055507862879046,0.03524339139871783,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
8,x_leads_y,6.134000704374785e-07,2.1705400487643542,0.029965958130582938,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
9,x_leads_y,6.020059848906611e-07,2.4074079448426327,0.01606621205279086,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
10,x_leads_y,-7.344266262919461e-07,-1.2183002426732645,0.22310989789084668,0.02401244902852906,69286,17,10,69248,high,VCR,VDC,5s
-10,y_leads_x,5.904266577488666e-08,0.10207051839009312,0.918700701684827,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
-9,y_leads_x,9.289389031415541e-07,2.645745521904511,0.008151111078744446,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
-8,y_leads_x,-1.2497974308754966e-07,-0.49544331396817737,0.6202872264551088,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
-7,y_leads_x,-1.0311828388824853e-06,-2.5364425874150456,0.011198510345884208,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
-6,y_leads_x,2.703460831677516e-07,0.7200542757402317,0.47149157850138124,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
-5,y_leads_x,-2.5403683617391167e-07,-0.5932037730279511,0.5530447878860455,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
-4,y_leads_x,4.103344221663224e-07,1.0061201256898566,0.3143577885523259,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
-3,y_leads_x,3.30376764219919e-07,0.855840593660022,0.3920859581429199,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
-2,y_leads_x,4.089349610989673e-07,1.2885999289237249,0.19753720815500242,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
-1,y_leads_x,5.016371256674183e-06,6.780313625233815,1.1991528042272849e-11,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
0,contemporaneous,1.3892917576471092e-05,8.74955536294251,2.1419502494963615e-18,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
1,x_leads_y,7.70316952328164e-06,9.710064914448324,2.7316309034262945e-22,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
2,x_leads_y,3.3017005793623706e-06,4.987051347861789,6.130777544539475e-07,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
3,x_leads_y,1.634089431225062e-06,3.6742011174255618,0.00023859474951439075,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
4,x_leads_y,1.3448490218574172e-06,2.844423044904835,0.004449193185901625,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
5,x_leads_y,4.396353617795713e-07,1.8537271896242054,0.06377819974928413,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
6,x_leads_y,7.314538013903026e-07,1.6124668488784828,0.1068603882359682,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
7,x_leads_y,1.57035315827729e-07,0.48616237954271435,0.6268520421918821,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
8,x_leads_y,1.1692701895767396e-07,0.3615647517432231,0.71767730901656,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
9,x_leads_y,5.068776392369245e-07,2.1003358577086058,0.03569930708308594,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
10,x_leads_y,2.1069768374890054e-07,1.5337148648804162,0.12509981517887145,0.10476369349636783,66881,17,10,66843,high,VCR,VAW,5s
-10,y_leads_x,1.3257153848090684e-07,0.3614737658976564,0.717745312879466,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
-9,y_leads_x,-5.537934607486532e-07,-1.7365533913234046,0.08246603249899291,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
-8,y_leads_x,-3.5635799676000024e-07,-0.6230950348574835,0.5332220723364467,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
-7,y_leads_x,-3.365486388707875e-07,-0.7969214408363329,0.4254966577646966,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
-6,y_leads_x,3.3826780559212786e-07,0.7194154223805641,0.47188499720826416,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
-5,y_leads_x,8.191467226468437e-08,0.22300129932545387,0.8235344952512246,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
-4,y_leads_x,-5.341381918481777e-07,-1.4281937219993786,0.153236107124439,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
-3,y_leads_x,-2.9028444503440236e-07,-0.7801410713885728,0.43530784370160536,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
-2,y_leads_x,-4.356643854486535e-07,-0.8488822813629228,0.3959467991778659,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
-1,y_leads_x,1.7946401751913298e-06,3.8966281327033254,9.754121256883106e-05,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
0,contemporaneous,1.0808605488877727e-05,6.65076452593481,2.9157444943154834e-11,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
1,x_leads_y,3.6293083779397283e-06,4.955414625900608,7.217620933658227e-07,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
2,x_leads_y,-3.7375500030487326e-08,-0.08460677580434252,0.9325740120737097,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
3,x_leads_y,-3.709468511334055e-07,-0.7880575970555456,0.43066301641135785,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
4,x_leads_y,3.8899554695212257e-07,0.87262052359212,0.38286995012439884,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
5,x_leads_y,1.5159546294787752e-07,0.3550404429251715,0.7225592932632299,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
6,x_leads_y,-6.696823937279991e-07,-1.6089949086205988,0.10761745491673581,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
7,x_leads_y,2.2835420606358312e-07,0.539516250798845,0.5895306868613337,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
8,x_leads_y,-1.1912554857396642e-07,-0.22351898210647914,0.8231316112209939,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
9,x_leads_y,4.2861537438425225e-07,0.5691542592261619,0.5692514588283604,0.021902250503582743,74291,17,10,74253,high,VDE,VOX,5s
