k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,k_used,dof,reliability_tier,x_etf,y_etf,bar_freq
-5,y_leads_x,-3.104420007427722e-07,-0.9200670934373998,0.35753769911864774,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
-4,y_leads_x,6.570131347964227e-07,1.9554089866965199,0.05053481625770243,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
-3,y_leads_x,-1.4798907446472007e-07,-0.3232633905848487,0.7464957768923728,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
-2,y_leads_x,-1.1490980000581375e-06,-2.6933515017682548,0.007073764885707316,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
-1,y_leads_x,8.334975189087264e-07,2.4532681186032494,0.014156477756782313,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
0,contemporaneous,1.4988140884452653e-05,7.653982127811306,1.948493694410599e-14,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
1,x_leads_y,4.904679306934351e-06,4.895451370153389,9.808034466628564e-07,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
2,x_leads_y,-3.809977907083685e-08,-0.09689212248798253,0.9228120647166311,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
3,x_leads_y,7.831323517725507e-07,2.0599984626163037,0.03939868779156075,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
4,x_leads_y,3.837464819547689e-07,0.7983635516515495,0.42465954816692963,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
5,x_leads_y,6.955300245349962e-07,1.504283937025079,0.1325082732269495,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
6,x_leads_y,5.435345325911335e-08,0.14749736516807185,0.8827394592765675,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
7,x_leads_y,2.9780134804291916e-07,0.7206166354490122,0.47114541585076697,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
8,x_leads_y,5.773844461757775e-07,1.165841540743459,0.24367851831476584,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
9,x_leads_y,-2.5144665183083944e-07,-0.46408567195479694,0.6425863667212032,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
10,x_leads_y,8.494739999928102e-08,0.18936191570772104,0.8498091712790043,0.03911964326108541,73992,16,10,73955,high,VNQ,VOX,5s
-10,y_leads_x,-2.2201192937666374e-07,-0.4455152754786684,0.6559474231696283,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
-9,y_leads_x,1.0974492295272654e-08,0.0296899568907371,0.9763143216325026,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
-8,y_leads_x,8.312859209413497e-07,1.3268237618770218,0.18456698820631423,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
-7,y_leads_x,7.901779336786843e-07,1.9120309096929018,0.05587222956427821,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
-6,y_leads_x,7.416494888219977e-07,0.9934245831986039,0.3205030863942465,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
-5,y_leads_x,3.673832453426677e-07,0.804634635357873,0.4210305492035544,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
-4,y_leads_x,9.443513697813986e-07,2.3007172414171,0.02140761889560608,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
-3,y_leads_x,-9.915828178498224e-07,-2.193660191646778,0.02825984769696473,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
-2,y_leads_x,-1.11925792982564e-06,-3.205705315046374,0.0013473188997992168,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
-1,y_leads_x,5.240772685664971e-07,0.9124532114855509,0.3615301890531559,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
0,contemporaneous,1.565553860375837e-05,5.063442810990464,4.1175194038664e-07,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
1,x_leads_y,2.2372853934415426e-06,2.0881599707573417,0.03678340682933434,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
2,x_leads_y,-3.949980415348655e-07,-0.8856202156413227,0.3758222143080545,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
3,x_leads_y,1.3316739313259051e-06,1.7452847567520677,0.08093531397123437,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
4,x_leads_y,6.810713200078583e-07,1.5312381153933037,0.1257105538643712,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
5,x_leads_y,3.865133681159026e-07,0.9235057283689512,0.35574371654474557,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
6,x_leads_y,1.2420734391552536e-06,3.1006205704020027,0.0019311557418053708,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
7,x_leads_y,-5.638809840054763e-07,-1.3806062937995693,0.16740004713070078,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
8,x_leads_y,-7.506784829163091e-08,-0.18591068390809215,0.852514803718155,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
9,x_leads_y,-8.817513315769101e-07,-1.3440520133176856,0.1789315679652922,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
10,x_leads_y,-2.9211841619911285e-07,-0.40865498989208876,0.6827928694299416,0.024719628731494026,74245,16,10,74208,high,VNQ,VGT,5s
-10,y_leads_x,6.317248015997669e-07,1.5959814311552676,0.11049293915981008,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
-9,y_leads_x,3.947085549929506e-07,0.8239885321142961,0.40994607406064976,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
-8,y_leads_x,7.203518747677812e-07,1.8583105674474831,0.06312492403330369,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
-7,y_leads_x,5.777810119255113e-07,1.2785942596833633,0.20103997244863792,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
-6,y_leads_x,3.5988076729914265e-07,0.6285553700632874,0.529640186325226,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
-5,y_leads_x,6.806552170760285e-07,1.471725003143341,0.14109515289411909,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
-4,y_leads_x,1.0568840851673214e-06,2.6978881995075414,0.006978087163096656,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
-3,y_leads_x,4.2835827014731875e-07,1.052450918118797,0.2925927179742269,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
-2,y_leads_x,-5.517968128510147e-07,-1.4327832049004419,0.15191980247374479,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
-1,y_leads_x,7.394214673182977e-07,1.4613618622722349,0.14391616109873218,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
0,contemporaneous,1.4720342756949598e-05,6.587216421484832,4.48148816741837e-11,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
1,x_leads_y,8.958010201483043e-06,6.316625420243293,2.6733649965665413e-10,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
2,x_leads_y,2.736627797988378e-06,4.134021045860859,3.564708101717753e-05,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
3,x_leads_y,2.1747815718751274e-06,6.117412242148698,9.510710471734199e-10,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
4,x_leads_y,1.6493128184654056e-06,3.044627525390087,0.0023296863895556686,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
5,x_leads_y,1.3387723560791289e-06,3.660061564309412,0.0002521546580520544,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
6,x_leads_y,9.589490126297058e-07,1.654619632286253,0.09800167860163926,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
7,x_leads_y,6.472802945393526e-07,1.0597871055165726,0.2892414643161427,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
8,x_leads_y,6.387993169818798e-07,1.4465552818526743,0.14802151833399585,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
9,x_leads_y,-2.2525332537158925e-07,-0.5205733866122499,0.6026639928061537,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
10,x_leads_y,8.52655447502704e-07,1.5803136629327514,0.11403505245029329,0.043444997660429086,73387,16,10,73350,high,VNQ,VCR,5s
-10,y_leads_x,5.96584970580717e-08,0.0978128189368879,0.9220809281573326,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
-9,y_leads_x,-4.790404524626793e-07,-1.4404847942145826,0.14973028899264554,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
-8,y_leads_x,-1.8239206746746503e-07,-0.4547016986225239,0.6493238586821398,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
-7,y_leads_x,1.918345448445449e-07,0.4294898304742551,0.6675667930736786,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
-6,y_leads_x,4.441795391602715e-08,0.07864903697274782,0.9373117824445131,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
-5,y_leads_x,3.501666970558131e-07,0.48459322699795143,0.6279649190829779,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
-4,y_leads_x,4.150181862566377e-07,0.5837110333249891,0.5594147428517808,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
-3,y_leads_x,4.2321481839031913e-07,0.7636975327094403,0.445047511443572,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
-2,y_leads_x,-8.140592607691609e-08,-0.10549209391828838,0.9159853431252482,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
-1,y_leads_x,1.0968421363333745e-05,13.990487196614632,1.7818707804232706e-44,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
0,contemporaneous,5.537241484223582e-05,18.22235303971972,3.4307954168290095e-74,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
1,x_leads_y,6.731649433765245e-06,8.81049422364958,1.2459530979076693e-18,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
2,x_leads_y,-1.310772078180741e-06,-2.170924486626209,0.02993688101236212,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
3,x_leads_y,-7.251517717535692e-07,-1.0286350479198332,0.3036512020818818,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
4,x_leads_y,7.086448008010543e-07,1.5494947362776086,0.12126283588794692,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
5,x_leads_y,9.439681838103098e-07,2.061102849459036,0.039293229042135475,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
6,x_leads_y,4.305669341923685e-07,0.8238574386937608,0.4100205662520957,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
7,x_leads_y,-1.3367487504506722e-07,-0.2221840130653654,0.8241706388287213,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
8,x_leads_y,3.931038907473238e-07,0.9736809754996292,0.3302149662213538,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
9,x_leads_y,-1.3151389622033618e-07,-0.23434504783598012,0.8147171162889305,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
10,x_leads_y,-5.714715572902317e-08,-0.16929248525701263,0.8655665865671817,0.3138355160409618,70779,16,10,70742,high,VOX,VGT,5s
-10,y_leads_x,2.631474459163555e-09,0.007290859311744732,0.994182787457454,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
-9,y_leads_x,-3.9721902541238055e-07,-1.1187123578979858,0.2632628713981745,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
-8,y_leads_x,3.4294836384011383e-07,0.8280218324820783,0.40765813567905007,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
-7,y_leads_x,1.4099341054966078e-07,0.2582879814067778,0.7961846611077091,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
-6,y_leads_x,5.709202522598604e-07,1.1836087775654793,0.2365679641769518,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
-5,y_leads_x,4.154310994296784e-07,1.0587146204834479,0.2897297673349831,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
-4,y_leads_x,4.5175906782955825e-07,1.0179848421509783,0.3086851596188134,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
-3,y_leads_x,5.917779843441165e-07,1.4175259431956047,0.1563292148604284,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
-2,y_leads_x,3.7520473087505854e-07,0.6923590122768623,0.4887118991468766,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
-1,y_leads_x,6.602897196456254e-06,11.497240269071437,1.362008493805787e-30,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
0,contemporaneous,3.423949516123787e-05,17.20139170393782,2.5922977561871067e-66,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
1,x_leads_y,1.4864234053139702e-05,15.657015993779273,2.975333834545684e-55,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
2,x_leads_y,4.136063086857125e-06,6.65349784052384,2.86208016606723e-11,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
3,x_leads_y,1.6396882615728448e-06,3.482828702062408,0.0004961457199800419,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
4,x_leads_y,1.060164958026236e-06,2.16764979346879,0.03018534214029552,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
5,x_leads_y,1.1998514773753743e-06,2.9999715693014033,0.0027000480751001596,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
6,x_leads_y,1.4367867128845375e-06,2.9080742633600436,0.003636619662104603,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
7,x_leads_y,6.910553282534064e-07,1.5372916445485647,0.12422190666574125,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
8,x_leads_y,-1.0494927423461141e-07,-0.22729728446323505,0.820192584538189,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
9,x_leads_y,3.058962643437131e-08,0.07374953020262148,0.9412096866614815,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
10,x_leads_y,9.12870978384621e-07,1.5376578761450062,0.12413228830248212,0.20627586216626925,70008,16,10,69971,high,VOX,VCR,5s
-10,y_leads_x,3.3958295448080565e-07,1.0614627396694185,0.2884796574857862,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
-9,y_leads_x,-4.620721106623725e-08,-0.09039909886531686,0.9279700727639266,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
-8,y_leads_x,2.2964616111278296e-07,0.6271802056504626,0.5305411168954144,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
-7,y_leads_x,-5.104675439336144e-08,-0.12755257262242914,0.898503066005532,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
-6,y_leads_x,-4.6156981314017303e-07,-1.0618493150244228,0.2883040978650271,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
-5,y_leads_x,2.0733736341806308e-07,0.4918226141838029,0.6228447484024663,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
-4,y_leads_x,1.89720671400025e-07,0.5659117526067047,0.5714537718304448,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
-3,y_leads_x,2.3069861355921744e-07,0.5391715292258896,0.5897685034603608,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
-2,y_leads_x,1.0307745291590238e-06,2.147710314933567,0.03173677543173761,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
-1,y_leads_x,2.9886190709721177e-06,4.519362964928764,6.2025978971754265e-06,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
0,contemporaneous,3.878412138592584e-05,22.406541600255135,3.398267615384707e-111,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
1,x_leads_y,1.597416201223371e-05,20.708446318723993,2.9068148519982676e-95,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
2,x_leads_y,3.962458925862731e-06,6.6069164814596935,3.92407265147777e-11,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
3,x_leads_y,1.9335046230394727e-06,2.700415630646337,0.00692528994531988,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
4,x_leads_y,1.29887959696081e-06,1.8900883828379287,0.058746140554517406,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
5,x_leads_y,7.80994067525961e-07,1.8187508414137568,0.06894945129545661,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
6,x_leads_y,9.504714100792036e-07,1.8928218755719324,0.05838156141089802,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
7,x_leads_y,7.732590338550106e-07,3.2030350019079963,0.0013598745197411022,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
8,x_leads_y,5.383052741630819e-07,1.0285127825728557,0.3037086811101758,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
9,x_leads_y,-1.5127082856865304e-07,-0.37166839869535634,0.7101397563296226,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
10,x_leads_y,-2.7209676905764365e-07,-0.34724635895725336,0.7284062456416821,0.25534490324521597,73257,16,10,73220,high,VGT,VCR,5s
-10,y_leads_x,-1.2288071166755533e-07,-0.45746059042441517,0.6473400224344126,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
-9,y_leads_x,3.2134252222527385e-07,0.9008207802559433,0.367683616994523,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
-8,y_leads_x,2.5147266407244227e-07,0.7550644536195648,0.4502103101471433,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
-7,y_leads_x,5.861826834156496e-07,1.7833396610825287,0.07453102893812211,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
-6,y_leads_x,8.690840609915298e-07,2.4046979772670283,0.016185836429116546,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
-5,y_leads_x,-4.134078649561868e-07,-1.2768009723940432,0.20167252216607146,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
-4,y_leads_x,7.292843732414056e-08,0.18651841946714642,0.8520382356541496,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
-3,y_leads_x,-3.4690436306443715e-07,-1.5599632797877407,0.11876855896003756,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
-2,y_leads_x,-4.399781259153628e-07,-1.0199211211751111,0.30776587162982116,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
-1,y_leads_x,4.5696864459812855e-06,14.180599116502439,1.2081072230242226e-45,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
0,contemporaneous,2.1757461441976435e-05,23.335041765766164,1.9553093627585417e-120,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
1,x_leads_y,1.2783334705361032e-05,26.97394046989892,2.9887353983556075e-160,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
2,x_leads_y,5.049287277369113e-06,10.94094508420041,7.343041727014694e-28,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
3,x_leads_y,2.965068616605887e-06,7.20821433366045,5.66903505602363e-13,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
4,x_leads_y,1.9457807168583383e-06,4.073709743823741,4.627014229205233e-05,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
5,x_leads_y,1.7721380753343833e-06,4.7645126961805655,1.8931059799463763e-06,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
6,x_leads_y,1.7550061799102815e-06,5.479088124393164,4.275234056086528e-08,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
7,x_leads_y,9.084176217375532e-07,2.7957185727431533,0.0051784472069105435,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
8,x_leads_y,1.6981573954710395e-06,5.44612216457824,5.147978625389629e-08,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
9,x_leads_y,8.491341038963232e-07,2.404441695719943,0.016197189715424932,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
10,x_leads_y,1.8606385450531489e-07,1.282515812834035,0.19966176149991444,0.1635088754249724,111032,28,10,110983,high,VFH,VIS,5s
-10,y_leads_x,7.554391357875235e-07,1.5645653286570398,0.11768486379408163,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
-9,y_leads_x,-1.1166011270189922e-08,-0.02129541820145818,0.9830099987572265,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
-8,y_leads_x,-8.089479271949278e-08,-0.19186098934318932,0.8478510956851305,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
-7,y_leads_x,2.2371112115093632e-07,0.6376808531473194,0.523681451770112,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
-6,y_leads_x,5.257817787279329e-07,1.2679464984330726,0.2048170573109176,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
-5,y_leads_x,-5.188804409420093e-07,-1.0411175161316208,0.2978210110592485,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
-4,y_leads_x,-1.3508864104778213e-07,-0.2469847615242814,0.8049200173500142,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
-3,y_leads_x,8.632137074936112e-08,0.1841367589172373,0.8539061700438659,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
-2,y_leads_x,2.3270734647548306e-07,0.4263344553761928,0.6698641545642234,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
-1,y_leads_x,7.870184246410749e-06,15.166571067363797,5.8873129503845274e-52,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
0,contemporaneous,3.456487819350537e-05,42.16439808407939,0.0,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
1,x_leads_y,7.070300854178266e-06,10.119937835158973,4.507017853069492e-24,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
2,x_leads_y,-9.694524728173217e-07,-1.6653560469112054,0.09584174287544091,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
3,x_leads_y,-9.513935931196426e-07,-2.0507206828197617,0.04029415560350222,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
4,x_leads_y,-3.997859393894954e-07,-1.0413222290209239,0.29772602333227915,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
5,x_leads_y,4.2921091502664835e-07,1.3895673177210897,0.16466030586317193,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
6,x_leads_y,-2.7933933451732715e-07,-0.744497367155401,0.4565756334425537,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
7,x_leads_y,-4.651262749905764e-07,-0.9678491402727031,0.33311971790569506,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
8,x_leads_y,-5.25381316073627e-08,-0.13212770783110225,0.8948832803569341,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
9,x_leads_y,2.690699023414837e-07,0.4922611995562794,0.6225347055545033,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
10,x_leads_y,4.094394021859299e-08,0.15222816898978997,0.8790069772294741,0.11435586100747808,115126,28,10,115077,high,VFH,VDE,5s
-10,y_leads_x,1.4381221728932306e-06,2.561767596267651,0.01041409798370153,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
-9,y_leads_x,-8.994474115961015e-08,-0.16714494605376004,0.8672560015795567,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
-8,y_leads_x,7.68070758236525e-07,1.469837142517115,0.14160586695258906,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
-7,y_leads_x,7.347929296505896e-07,1.1362673929106129,0.25584467299747926,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
-6,y_leads_x,5.310246748428738e-07,1.1276675764697484,0.25946033577620575,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
-5,y_leads_x,5.049814506653168e-07,1.077950875224365,0.28105567957922417,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
-4,y_leads_x,1.2511967293410122e-06,2.1529788567348427,0.03132034024934208,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
-3,y_leads_x,6.968739465443983e-07,1.4731599030407496,0.1407079240965254,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
-2,y_leads_x,3.2811799383321185e-06,4.63340868572965,3.596934557467951e-06,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
-1,y_leads_x,1.3421416439110125e-05,17.157331368758392,5.54014518796361e-66,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
0,contemporaneous,2.3483236643906082e-05,20.650051205821697,9.751643089686903e-95,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
1,x_leads_y,1.6173899651825471e-06,2.101953588564263,0.03555734156668365,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
2,x_leads_y,-2.5755207242000827e-06,-3.8443157972536586,0.00012088924930528972,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
3,x_leads_y,-2.4995507407454997e-06,-3.6737376080345703,0.00023902819465787184,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
4,x_leads_y,-8.993556124011183e-07,-2.7658888940048465,0.005676787245662147,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
5,x_leads_y,2.753526053812675e-07,0.47918746486014524,0.631805270998161,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
6,x_leads_y,-2.6697989031452276e-07,-0.5101282842695226,0.6099615908596902,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
7,x_leads_y,-5.954367947726266e-07,-0.9351560959668613,0.3497078608265134,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
8,x_leads_y,-1.6045250663538498e-07,-0.28358203067927573,0.7767307094543945,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
9,x_leads_y,-1.351761484611292e-07,-0.22779170251135883,0.8198081775716736,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
10,x_leads_y,-6.676459230730435e-07,-1.7610120446527082,0.07823636440956776,0.06995088156687779,103154,28,10,103105,high,VIS,VDE,5s
-10,y_leads_x,4.0927026805290986e-08,0.12193941906353753,0.9029469966564034,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
-9,y_leads_x,1.93227310393478e-07,0.3891649976726319,0.6971540943567128,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
-8,y_leads_x,6.568374033819708e-07,1.4245422345830374,0.1542895682078074,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
-7,y_leads_x,8.978157610525308e-07,2.2454430050982324,0.02473970724799977,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
-6,y_leads_x,7.410429105468076e-07,1.477570847351708,0.1395226821806969,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
-5,y_leads_x,-2.0234762522773102e-07,-0.47733437787295846,0.633124034653207,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
-4,y_leads_x,1.9487668347043045e-07,0.3554329357713822,0.7222652783768924,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
-3,y_leads_x,-4.762360853473556e-07,-1.707944198499787,0.08764669701635658,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
-2,y_leads_x,-7.436422928376659e-07,-1.2811052116150894,0.20015671355276543,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
-1,y_leads_x,4.523835132475973e-06,12.178142563371193,4.064327125933884e-34,0.1718725053217699,67286,17,10,67248,high,VFH,VIS,5s
