Date,BTC-USD,COIN,CXW,DJT,FXI,GEO,HOOD,ICLN,MSTR,RGR,TAN,XLF
2024-07-14,60787.79296875,,,,,,,,,,,
2024-07-15,64870.15234375,242.85000610351562,14.40999984741211,40.58000183105469,25.384653091430664,17.43000030517578,23.940000534057617,13.431098937988281,161.1280059814453,42.34489822387695,41.683921813964844,41.71571731567383
2024-07-16,65097.1484375,251.49000549316406,15.029999732971191,36.88999938964844,25.384653091430664,17.959999084472656,24.6299991607666,13.663840293884277,166.42999267578125,43.549476623535156,43.25614929199219,42.191078186035156
2024-07-17,64118.79296875,249.10000610351562,14.699999809265137,36.439998626708984,25.041229248046875,17.219999313354492,24.18000030517578,13.382610321044922,159.0,43.481475830078125,42.03219985961914,42.511226654052734
2024-07-18,63974.06640625,233.24000549316406,14.329999923706055,37.380001068115234,24.812280654907227,16.709999084472656,22.829999923706055,13.334122657775879,155.51600646972656,42.966617584228516,41.52470779418945,41.99705505371094
2024-07-19,66710.15625,257.7900085449219,14.4399995803833,34.9900016784668,24.63102912902832,16.34000015258789,23.40999984741211,13.25654411315918,177.85000610351562,42.04375076293945,41.19633483886719,41.570194244384766
2024-07-20,67163.6484375,,,,,,,,,,,
2024-07-21,68154.5234375,,,,,,,,,,,
2024-07-22,67585.25,265.1499938964844,14.539999961853027,34.70000076293945,25.146163940429688,16.200000762939453,23.420000076293945,13.411704063415527,180.00900268554688,42.22832107543945,41.41524887084961,41.80302810668945
2024-07-23,65927.671875,257.6300048828125,14.84000015258789,32.90999984741211,24.793201446533203,16.450000762939453,22.8700008392334,13.314727783203125,172.177001953125,42.50032424926758,41.23613357543945,41.880638122558594
2024-07-24,65372.1328125,245.05999755859375,14.119999885559082,30.6200008392334,24.516557693481445,15.609999656677246,21.40999984741211,13.498981475830078,167.2689971923828,42.519752502441406,41.594364166259766,41.30826187133789
2024-07-25,65777.2265625,231.52000427246094,14.329999923706055,31.049999237060547,24.2208309173584,15.369999885559082,21.18000030517578,13.50868034362793,160.64700317382812,43.55918884277344,41.872989654541016,41.46348190307617
2024-07-26,67912.0625,242.92999267578125,14.619999885559082,31.450000762939453,24.344844818115234,15.680000305175781,21.200000762939453,13.683235168457031,175.27099609375,43.88947677612305,42.479984283447266,42.11346435546875
2024-07-27,67813.3359375,,,,,,,,,,,
2024-07-28,68255.8671875,,,,,,,,,,,
2024-07-29,66819.9140625,234.1999969482422,14.229999542236328,30.149999618530273,24.38300132751465,15.0600004196167,21.18000030517578,13.566864013671875,168.48500061035156,44.21004867553711,41.45505142211914,42.05526351928711
2024-07-30,66201.015625,224.4600067138672,14.0600004196167,28.780000686645508,24.163593292236328,14.470000267028809,20.399999618530273,13.50868034362793,160.40699768066406,44.62776565551758,40.77839660644531,42.54032516479492
2024-07-31,64619.25,224.36000061035156,13.9399995803833,28.739999771118164,24.49747657775879,14.5,20.56999969482422,13.722024917602539,161.44400024414062,43.821475982666016,41.9227409362793,42.433616638183594
2024-08-01,65357.5,212.63999938964844,13.4399995803833,27.200000762939453,24.154054641723633,13.770000457763672,20.239999771118164,13.55716609954834,151.18099975585938,42.034034729003906,41.20628356933594,41.832130432128906
2024-08-02,61415.06640625,204.44000244140625,12.989999771118164,29.209999084472656,24.039583206176758,13.239999771118164,17.8799991607666,13.518376350402832,144.7989959716797,42.10203552246094,39.99228286743164,40.80379104614258
2024-08-03,60680.09375,,,,,,,,,,,
2024-08-04,58116.9765625,,,,,,,,,,,
2024-08-05,53991.45703125,189.47000122070312,12.199999809265137,26.979999542236328,23.877408981323242,12.529999732971191,16.420000076293945,13.07228946685791,130.89999389648438,40.06201934814453,38.927547454833984,39.6202278137207
2024-08-06,56034.31640625,194.1699981689453,12.1899995803833,27.110000610351562,23.6389217376709,12.829999923706055,17.209999084472656,13.140172958374023,136.92100524902344,39.314022064208984,38.98725128173828,40.26051712036133
2024-08-07,55027.4609375,178.91000366210938,12.260000228881836,25.719999313354492,23.743854522705078,12.119999885559082,17.1200008392334,13.266240119934082,124.68499755859375,39.38201904296875,39.265872955322266,40.309024810791016
2024-08-08,61710.13671875,192.32000732421875,12.670000076293945,26.34000015258789,24.31622314453125,12.460000038146973,17.729999542236328,13.489283561706543,135.99000549316406,40.334022521972656,40.002235412597656,40.959014892578125
2024-08-09,60880.11328125,196.2899932861328,12.4399995803833,26.209999084472656,24.2780704498291,12.220000267028809,17.920000076293945,13.431098937988281,135.3699951171875,40.37288284301758,39.19622039794922,41.133636474609375
2024-08-10,60945.8125,,,,,,,,,,,
2024-08-11,58719.484375,,,,,,,,,,,
2024-08-12,59354.515625,191.74000549316406,12.609999656677246,24.8799991607666,24.468856811523438,12.6899995803833,18.540000915527344,13.402006149291992,131.4600067138672,39.96487808227539,39.066856384277344,40.920204162597656
2024-08-13,60609.56640625,197.94000244140625,12.430000305175781,23.979999542236328,24.611949920654297,12.3100004196167,18.40999984741211,13.731722831726074,135.3800048828125,40.36316680908203,40.4599723815918,41.25975036621094
