k_lag,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,n_members_used,n_params,n_active,n_ylags,group,etf,mode,K_chosen,n_active_events,n_members,p_fdr
-9,etf_leads_kalshi,3.556344502325376e-06,0.10688322706351205,0.914881619821877,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.9845509619811914
-8,etf_leads_kalshi,-9.549670717035342e-06,-0.2357941781763892,0.813592385942934,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.9845509619811914
-7,etf_leads_kalshi,-1.3027042192832169e-06,-0.019363707769471463,0.9845509619811914,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.9845509619811914
-6,etf_leads_kalshi,-2.7216500385940847e-06,-0.06586244500122437,0.947487340180787,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.9845509619811914
-5,etf_leads_kalshi,-2.132909658976275e-05,-0.4657998319218417,0.6413587854151721,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.9616539017754427
-4,etf_leads_kalshi,1.991694846592988e-05,0.6805835036805595,0.4961350679635027,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.8014489559410428
-3,etf_leads_kalshi,8.689969262202906e-05,0.9367370300124086,0.3488938434039017,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.8014489559410428
-2,etf_leads_kalshi,3.751036159718502e-05,0.7254574248938731,0.4681714548820606,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.8014489559410428
-1,etf_leads_kalshi,-8.540805622702498e-05,-1.5692118866992029,0.11659857540109722,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.8014489559410428
0,contemp,-4.940796936988842e-05,-0.6857240127707411,0.4928871614118965,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.8014489559410428
1,kalshi_leads_etf,5.006546461333712e-05,1.198951084912847,0.230546966219345,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.8014489559410428
2,kalshi_leads_etf,-4.163991866748344e-05,-1.1558748505521932,0.24773235094812618,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.8014489559410428
3,kalshi_leads_etf,2.9662877673232514e-05,0.7344242443189001,0.46269021514242137,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.8014489559410428
4,kalshi_leads_etf,6.126149037005646e-06,0.2234284390502856,0.8232020725400929,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.9845509619811914
5,kalshi_leads_etf,-1.0265317794902306e-05,-0.4030714753786714,0.6868956441253162,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.9616539017754427
6,kalshi_leads_etf,-1.8990578103566455e-05,-0.8704606940990186,0.3840486904698014,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.8014489559410428
7,kalshi_leads_etf,3.4616864399679684e-05,2.068950049106492,0.03855077429733467,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.8014489559410428
8,kalshi_leads_etf,-2.5306583649078284e-05,-1.3300445783826806,0.1835035840758188,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.8014489559410428
9,kalshi_leads_etf,2.138096247831788e-06,0.11017905061925505,0.9122673762939467,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.9845509619811914
10,kalshi_leads_etf,1.2903962430188428e-05,0.6816546859540215,0.4954573269310075,0.06943983478765048,566,26,3,25,343,1,FOMC_easing,VFH,event,10,1905,5,0.8014489559410428
-10,etf_leads_kalshi,-5.332225556249299e-05,-1.0407015159968613,0.29801409942192736,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
-9,etf_leads_kalshi,-3.912958910436459e-05,-0.8129365851811244,0.4162544173745557,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
-8,etf_leads_kalshi,-1.0955486980041705e-05,-0.23000785699769466,0.8180856643851065,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.8589899476043619
-7,etf_leads_kalshi,-4.903691746496708e-05,-0.9051346715129748,0.36539404600744996,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
-6,etf_leads_kalshi,3.200670683062257e-05,0.5167851015299174,0.6053061813377194,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
-5,etf_leads_kalshi,-2.7342424190861643e-05,-0.561168789762694,0.5746824770695025,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
-4,etf_leads_kalshi,6.202122518873784e-05,1.1427408798113239,0.25314619144428996,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
-3,etf_leads_kalshi,8.323352700966267e-05,0.7198855998233997,0.4715954349364174,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
-2,etf_leads_kalshi,9.264206343085379e-05,2.304524851175355,0.02119319897976673,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.44505717857510135
-1,etf_leads_kalshi,-5.295091139035772e-05,-0.6667924545272746,0.5049047131012456,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
0,contemp,-5.0787350043665894e-05,-0.5558893594790065,0.5782864926965874,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
1,kalshi_leads_etf,6.752250684475918e-05,1.9999172905888147,0.04550919575717609,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.47784655545034893
2,kalshi_leads_etf,-1.259001937540086e-05,-0.3032508743780545,0.7616986810117786,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.8589899476043619
3,kalshi_leads_etf,-6.463237351606922e-06,-0.14828285493735383,0.8821195455528705,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.8821195455528705
4,kalshi_leads_etf,9.197406100175982e-06,0.25702335876338234,0.7971607409747237,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.8589899476043619
5,kalshi_leads_etf,-3.6571474447387566e-05,-1.2447872162932567,0.21320997644768525,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
6,kalshi_leads_etf,-4.572923399748352e-05,-1.4273753042608115,0.1534717452489437,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
7,kalshi_leads_etf,1.6271625834743743e-05,0.49416332392920276,0.6211908393078441,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
8,kalshi_leads_etf,-3.938003317004872e-05,-1.7316667183425352,0.08333291962762365,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.5833304373933657
9,kalshi_leads_etf,-2.0554587402074105e-05,-0.4944518910056322,0.6209870745462824,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
10,kalshi_leads_etf,2.431487175329785e-05,0.9707654367642772,0.331665097753698,0.0461137846397488,566,26,3,25,343,1,FOMC_easing,VGT,event,10,1905,5,0.7673533897332192
-10,etf_leads_kalshi,-7.650144735131968e-05,-1.831638023723116,0.06700536786978659,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.5591861089465932
-9,etf_leads_kalshi,-6.058198618639687e-06,-0.20463270352945945,0.8378591023245351,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
-8,etf_leads_kalshi,-2.145086435984742e-05,-0.48756317447694064,0.6258592850462729,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
-7,etf_leads_kalshi,-3.417405012620182e-05,-0.45669449269160867,0.647890649880263,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
-6,etf_leads_kalshi,3.092917365404484e-05,0.9050576937657677,0.3654348233044383,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
-5,etf_leads_kalshi,1.45786762768878e-05,0.35153661745534037,0.7251858064180088,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
-4,etf_leads_kalshi,2.0365387084333827e-05,0.666579710310866,0.5050406327729807,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
-3,etf_leads_kalshi,8.284540191952007e-05,0.8430893695696333,0.39917846360472964,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
-2,etf_leads_kalshi,4.947540068789829e-05,1.216356535995799,0.22384913343739288,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
-1,etf_leads_kalshi,-0.00010748590479228613,-1.6436650740488485,0.1002454040754906,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.5591861089465932
0,contemp,-8.157968859973572e-05,-1.059330652967098,0.28944921960465897,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
1,kalshi_leads_etf,-9.858447412867505e-08,-0.002147178803110266,0.9982868005001311,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9982868005001311
2,kalshi_leads_etf,-2.2828612540461247e-05,-0.6454300445393688,0.5186485385797479,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
3,kalshi_leads_etf,8.822187099094934e-06,0.23965780804914286,0.8105955460641006,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
4,kalshi_leads_etf,-3.2372104897474517e-07,-0.011636949241476003,0.9907152674200814,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9982868005001311
5,kalshi_leads_etf,-7.355534920659845e-06,-0.2718999215017299,0.7856989715963312,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
6,kalshi_leads_etf,-1.6967050125182514e-05,-0.8483088761851209,0.39626597560045285,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
7,kalshi_leads_etf,3.924839169369176e-05,1.891211066002712,0.05859617473857655,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.5591861089465932
8,kalshi_leads_etf,5.908552722067303e-06,0.388401477889531,0.6977189507112916,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
9,kalshi_leads_etf,1.27994632047373e-05,0.6092914854038858,0.5423312498352011,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.9260547973060651
10,kalshi_leads_etf,2.544587385785885e-05,1.614072784458157,0.10651163979935108,0.09505193524088962,566,26,3,25,343,1,FOMC_easing,VIS,event,10,1905,5,0.5591861089465932
-10,etf_leads_kalshi,-1.504663125545218e-05,-0.31896829246540426,0.7497505568314431,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.8286716680768581
-9,etf_leads_kalshi,2.303648561791946e-05,0.7520181295726245,0.45204015626444083,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
-8,etf_leads_kalshi,2.6762444353486863e-05,0.8191356046435742,0.41270904999896507,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
-7,etf_leads_kalshi,2.1489051869685264e-05,0.6954919045091832,0.48674708280118806,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
-6,etf_leads_kalshi,4.547530993313843e-05,1.8081876275962692,0.07057730357538533,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.4940411250276973
-5,etf_leads_kalshi,4.0195660841785716e-05,0.8866616389347335,0.3752610973450352,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
-4,etf_leads_kalshi,3.7800054448551676e-05,1.0867249456470915,0.2771583860313612,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
-3,etf_leads_kalshi,9.126412168973649e-05,1.2887908824809862,0.19747079660635314,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
-2,etf_leads_kalshi,5.2654013389119506e-05,1.1137923947990722,0.26536826038496963,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
-1,etf_leads_kalshi,-5.0914024871788766e-05,-1.2966370644357923,0.19475609321711784,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
0,contemp,-4.592882516956272e-05,-0.7362499008244539,0.4615786290251569,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
1,kalshi_leads_etf,-4.3973241526118374e-05,-0.9324406788507392,0.351108830287878,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
2,kalshi_leads_etf,-4.375488332288429e-05,-1.0210185257492488,0.3072456616632696,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
3,kalshi_leads_etf,8.572657469843124e-06,0.19513812867852656,0.8452848139260676,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.887549054622371
4,kalshi_leads_etf,3.344537370453951e-05,1.9230770057223165,0.05447037964981935,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.4940411250276973
5,kalshi_leads_etf,-2.0883423918784377e-05,-0.6887537663871599,0.4909782347989262,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
6,kalshi_leads_etf,-7.1914174483661826e-06,-0.31972969849623983,0.7491732444552829,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.8286716680768581
7,kalshi_leads_etf,2.3650133692099714e-05,0.9175317573382741,0.3588640594862965,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
8,kalshi_leads_etf,1.2190562319884247e-05,0.9101264833312274,0.36275580933850815,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.60650252533985
9,kalshi_leads_etf,-1.2268527577662403e-06,-0.054120857132588004,0.9568388750100605,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.9568388750100605
10,kalshi_leads_etf,4.0798065711079405e-05,2.163195694738834,0.0305261312640662,0.057907152369456316,566,26,3,25,343,1,FOMC_easing,VNQ,event,10,1905,5,0.4940411250276973
-10,etf_leads_kalshi,-6.417977083887837e-05,-1.4079574794342662,0.1591436611461312,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.47743098343839363
-9,etf_leads_kalshi,6.674012047190813e-08,0.0018118976737019885,0.9985543156114225,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.9985543156114225
-8,etf_leads_kalshi,-4.361074374229671e-05,-1.168487745022883,0.24261007967557002,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.6315142817266898
-7,etf_leads_kalshi,-1.233408247396604e-05,-0.31982339076462607,0.7491022149186772,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.8739525840717901
-6,etf_leads_kalshi,3.6572207273301406e-06,0.07626720496093498,0.9392065164772752,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.9861668423011389
-5,etf_leads_kalshi,-5.46192009047238e-05,-1.7485568210972882,0.08036765558552164,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.32673122883510397
-4,etf_leads_kalshi,2.33631323438041e-05,0.7633732278240695,0.44524084163908306,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.8500052431291585
-3,etf_leads_kalshi,3.719461507228943e-05,0.4531789855633042,0.6504198631935286,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.8739525840717901
-2,etf_leads_kalshi,2.9377008234754455e-05,0.7929873546421723,0.4277851902878055,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.8500052431291585
-1,etf_leads_kalshi,-0.00010667304500260172,-2.4609961660365136,0.013855184666114875,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.1803290852273048
0,contemp,-3.650659396102422e-05,-0.6315068043577498,0.5277092015929943,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.8524533256502215
1,kalshi_leads_etf,2.512559466217768e-05,1.1015692615211192,0.270648977882867,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.6315142817266898
2,kalshi_leads_etf,-4.3756672306135004e-05,-2.2297913505062374,0.025761297889614967,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.1803290852273048
3,kalshi_leads_etf,-1.5571597396313526e-05,-0.40132603520335314,0.6881800977008747,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.8739525840717901
4,kalshi_leads_etf,-9.497523532962519e-06,-0.36424973514315545,0.7156715308503511,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.8739525840717901
5,kalshi_leads_etf,-3.580881252262483e-05,-1.6779760240599257,0.09335177966717256,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.32673122883510397
6,kalshi_leads_etf,-3.97316486754989e-05,-1.7599566911765012,0.07841514998376725,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.32673122883510397
7,kalshi_leads_etf,-6.939717640226927e-06,-0.417746227351272,0.676132669836288,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.8739525840717901
8,kalshi_leads_etf,-4.042107113338331e-05,-2.3409319565345186,0.019235672476495883,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.1803290852273048
9,kalshi_leads_etf,-1.4850503833801301e-05,-0.6523602123041216,0.5141688252012313,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.8524533256502215
10,kalshi_leads_etf,3.9732866639016074e-06,0.21345214846393265,0.8309743089859505,0.050215205347138414,566,26,3,25,343,1,FOMC_easing,VOX,event,10,1905,5,0.9184452888792084
-10,etf_leads_kalshi,1.1052831397448301e-05,0.32930078493493925,0.7419283508830055,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.865583076030173
-9,etf_leads_kalshi,4.619320296947775e-05,2.3015985141200974,0.021357824018309688,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.4149383218835771
-8,etf_leads_kalshi,1.5312551695780594e-05,0.7048474574821608,0.48090517124201937,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.7875165041229552
-7,etf_leads_kalshi,-1.5256261239362158e-06,-0.026809328796647214,0.978611812589717,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.978611812589717
-6,etf_leads_kalshi,6.151825807732027e-05,1.5608726302521272,0.1185538062524506,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.4149383218835771
-5,etf_leads_kalshi,-1.886882267062698e-05,-0.6592291739575317,0.5097486154951102,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.7875165041229552
-4,etf_leads_kalshi,-1.000622296763351e-05,-0.2728571195711442,0.7849630497530403,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.8675907392007288
-3,etf_leads_kalshi,4.2732311029438936e-05,0.5686459126373704,0.5695964602240605,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.7875165041229552
-2,etf_leads_kalshi,3.0177528535347503e-05,0.5318440014604533,0.594834044499392,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.7875165041229552
-1,etf_leads_kalshi,-6.513772717998849e-05,-1.7110839574874892,0.08706561520046892,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.4149383218835771
0,contemp,-6.802789889847633e-05,-1.010580525781635,0.31221724040416143,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.7285068942763767
1,kalshi_leads_etf,-3.35472705991024e-05,-0.7892774778493636,0.4299498471363641,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.7875165041229552
2,kalshi_leads_etf,-5.349998626474257e-05,-1.7029624653311606,0.08857509288329198,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.4149383218835771
3,kalshi_leads_etf,1.1001629594984568e-05,0.33311347774666983,0.7390486260646405,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.865583076030173
4,kalshi_leads_etf,1.568985190089093e-05,0.6574120154476909,0.51091602779447,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.7875165041229552
5,kalshi_leads_etf,-1.460566662003963e-05,-0.5243824299105672,0.6000125745698706,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.7875165041229552
6,kalshi_leads_etf,3.419443622542891e-05,1.4067836133431582,0.1594915631033792,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.4784746893101376
7,kalshi_leads_etf,6.099480594867833e-05,1.9185890415349334,0.05503636354258061,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.4149383218835771
8,kalshi_leads_etf,7.329580091168311e-07,0.03426775305839055,0.9726636390912825,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.978611812589717
9,kalshi_leads_etf,3.327587928002708e-05,1.2546431384545795,0.20960833601276696,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.5502218820335133
10,kalshi_leads_etf,2.5232276958680828e-05,1.6461429760017288,0.09973432621251334,0.049406235119927255,566,26,3,24,343,0,FOMC_easing,VPU,event,10,1905,5,0.4149383218835771
