k_lag,direction,beta,z_stat,p_value,pseudo_r2,n_obs,n_up,mode,bar,K_chosen,n_total,group,etf,n_members,p_fdr
2,kalshi_leads_etf,0.027796886124605725,0.8100575536209997,0.41790709827306805,0.00037549709005879617,226,121,event,event(active),8,289,ELECTION_trump_fav,VAW,6,0.4440262919151348
3,kalshi_leads_etf,0.0874127915752458,2.694522939489521,0.007048947430966691,0.003801267398245267,206,113,event,event(active),8,289,ELECTION_trump_fav,VAW,6,0.029958026581608437
4,kalshi_leads_etf,-0.2030201352081103,-13.985661986075748,1.9069416535768772e-44,0.020279849222861634,188,104,event,event(active),8,289,ELECTION_trump_fav,VAW,6,3.2418008110806914e-43
5,kalshi_leads_etf,0.06754056508586224,1.195016439018325,0.23208060738125824,0.0024319754520436554,172,94,event,event(active),8,289,ELECTION_trump_fav,VAW,6,0.3287808604567825
6,kalshi_leads_etf,0.07752212835553038,1.5250540366933993,0.1272456202033627,0.0030389284205660783,157,85,event,event(active),8,289,ELECTION_trump_fav,VAW,6,0.2403528381619073
7,kalshi_leads_etf,0.04146219820474982,1.0432167273148196,0.2968479280079378,0.000728581870580669,143,80,event,event(active),8,289,ELECTION_trump_fav,VAW,6,0.38818575201038025
8,kalshi_leads_etf,0.06341850940142492,0.9059815259955838,0.364945630720217,0.0017508211588292966,131,71,event,event(active),8,289,ELECTION_trump_fav,VAW,6,0.4136050481495793
-8,etf_leads_kalshi,0.039628390219934306,1.653411440207667,0.09824715613448952,0.0010861109453045303,105,66,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,0.20877520678579023
-7,etf_leads_kalshi,-0.06348861725120142,-7.838271302101545,4.567912487940048e-15,0.0025501703660618658,117,73,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,3.882725614749041e-14
-6,etf_leads_kalshi,-0.017043163179870605,-1.0359681431088312,0.30021700486211833,0.00017774787518465285,130,80,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,0.3925914678966163
-5,etf_leads_kalshi,0.007138837346057345,0.2846688715143509,0.775897841245818,2.8606126408869947e-05,144,88,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,0.8243914563236816
-4,etf_leads_kalshi,-0.11553253764151974,-1.3073027516254254,0.19110991007720335,0.006712577994585356,160,98,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,0.31974528922498163
-3,etf_leads_kalshi,-0.06454302086429052,-1.2621522396806526,0.20689401067498814,0.0020266521050035236,178,111,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,0.31974528922498163
-2,etf_leads_kalshi,0.04992812889258504,1.2883351717581606,0.19762931482709656,0.0011951201925638477,198,124,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,0.31974528922498163
-1,etf_leads_kalshi,0.18883069207058145,2.9620489611034175,0.0030559918456549845,0.017822091195619505,223,134,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,0.010390372275226947
0,contemp,-0.11780667960113667,-2.324653965754127,0.020090470664030653,0.005992821553625904,258,149,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,0.056923000214753515
1,kalshi_leads_etf,0.0024427359026136276,0.04919236042314523,0.9607659993967032,2.8332416782683723e-06,223,130,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,0.9607659993967032
2,kalshi_leads_etf,0.20025636193790594,6.654490245439879,2.8428360758740563e-11,0.017329229715245864,198,113,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,1.2082053322464738e-10
3,kalshi_leads_etf,-0.184048297209858,-6.687479092088354,2.270476368017639e-11,0.016732112608501937,178,104,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,1.2082053322464738e-10
4,kalshi_leads_etf,-0.029257737894791434,-1.0604104376386991,0.28895791574800556,0.00044441214673940355,160,95,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,0.3925914678966163
5,kalshi_leads_etf,0.16799797786851695,8.722765371182735,2.714884538264083e-18,0.01369719172586159,144,86,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,4.615303715048941e-17
6,kalshi_leads_etf,-0.07046756171309787,-1.7320251814904524,0.08326907902960967,0.002599600949936831,130,79,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,0.20222490621476635
7,kalshi_leads_etf,-0.033745629454021195,-0.33766013221329405,0.7356193217774609,0.00046424400170641533,117,70,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,0.8243914563236816
8,kalshi_leads_etf,-0.03680087750746882,-0.8079521560418887,0.4191181249327832,0.0005709386573344855,105,62,calendar,10min,8,261,ELECTION_trump_fav,VCR,6,0.5089291517040939
-8,etf_leads_kalshi,0.05858696351976128,8.77564619414209,1.6992527995427413e-18,0.0022105997249626252,130,87,event,event(active),8,289,ELECTION_trump_fav,VCR,6,1.44436487961133e-17
-7,etf_leads_kalshi,-0.07790673050304146,-4.2795860285248954,1.8724125411377347e-05,0.0036795242428190322,142,94,event,event(active),8,289,ELECTION_trump_fav,VCR,6,7.957753299835373e-05
-6,etf_leads_kalshi,-0.0004510048655086845,-0.02703152154650913,0.9784345926535474,1.1980013503443132e-07,156,103,event,event(active),8,289,ELECTION_trump_fav,VCR,6,0.9784345926535474
-5,etf_leads_kalshi,0.11249752974880896,4.065813440389926,4.786521509566741e-05,0.006622927971261072,170,112,event,event(active),8,289,ELECTION_trump_fav,VCR,6,0.00013561810943772432
-4,etf_leads_kalshi,-0.0033065846765139217,-0.08731341126794902,0.9304223940834109,5.607328015244661e-06,186,120,event,event(active),8,289,ELECTION_trump_fav,VCR,6,0.9784345926535474
-3,etf_leads_kalshi,-0.1864764817048301,-9.497558428827995,2.148690131076227e-21,0.01581463101274605,204,131,event,event(active),8,289,ELECTION_trump_fav,VCR,6,3.652773222829586e-20
