k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,etf,bar_freq
9,x_leads_y,7.909946111998785e-08,0.13143962970890974,0.8954275406114433,0.10390465938635995,66632,19,VAW,5s
10,x_leads_y,9.069914076318142e-07,1.1719963318737572,0.24119852885543602,0.10390465938635995,66632,19,VAW,5s
-10,y_leads_x,8.801586888024929e-07,1.2221494567621725,0.2216511133219048,0.04489378413617162,76970,19,VIS,5s
-9,y_leads_x,3.427390437454242e-07,0.4290086779060094,0.6679169094447115,0.04489378413617162,76970,19,VIS,5s
-8,y_leads_x,5.121491972914198e-07,0.6290511617173863,0.5293155623043453,0.04489378413617162,76970,19,VIS,5s
-7,y_leads_x,7.738743412471405e-08,0.1506661950184239,0.8802390412286957,0.04489378413617162,76970,19,VIS,5s
-6,y_leads_x,9.954470156867515e-07,2.0355137119714146,0.04179921027333409,0.04489378413617162,76970,19,VIS,5s
-5,y_leads_x,2.244064310511776e-06,3.1314190612023367,0.0017396373097662897,0.04489378413617162,76970,19,VIS,5s
-4,y_leads_x,1.9180769162368307e-07,0.287968453154,0.7733708869869496,0.04489378413617162,76970,19,VIS,5s
-3,y_leads_x,2.021032508753969e-06,2.9370197063729067,0.0033138304520332826,0.04489378413617162,76970,19,VIS,5s
-2,y_leads_x,5.782077933717114e-06,5.785719899692334,7.220243859723681e-09,0.04489378413617162,76970,19,VIS,5s
-1,y_leads_x,1.2089972657177005e-05,6.404442514970077,1.5091980183325668e-10,0.04489378413617162,76970,19,VIS,5s
1,x_leads_y,1.2031186820671777e-05,6.448587287334758,1.1289753521943243e-10,0.04489378413617162,76970,19,VIS,5s
2,x_leads_y,5.879322035627263e-06,5.92479951865635,3.126786158675373e-09,0.04489378413617162,76970,19,VIS,5s
3,x_leads_y,2.0156636144780416e-06,2.9424864419986663,0.0032558804251093345,0.04489378413617162,76970,19,VIS,5s
4,x_leads_y,5.814705925625988e-08,0.09025916358872789,0.928081270383648,0.04489378413617162,76970,19,VIS,5s
5,x_leads_y,2.3708028789646124e-06,3.2191987609568673,0.001285493476521467,0.04489378413617162,76970,19,VIS,5s
6,x_leads_y,1.0523346110645487e-06,2.279172209921839,0.022656830373384212,0.04489378413617162,76970,19,VIS,5s
7,x_leads_y,2.971688977395479e-07,0.577291911029472,0.5637422771067897,0.04489378413617162,76970,19,VIS,5s
8,x_leads_y,5.287293819769571e-07,0.7527263213447036,0.4516143895502497,0.04489378413617162,76970,19,VIS,5s
9,x_leads_y,2.7593965537392406e-07,0.31793217690799186,0.7505363843212143,0.04489378413617162,76970,19,VIS,5s
10,x_leads_y,2.6436084863158554e-07,0.3537394444659679,0.7235341590079429,0.04489378413617162,76970,19,VIS,5s
-10,y_leads_x,9.462444284159838e-07,1.1017620886054729,0.27056511619496126,0.05706764622205096,60260,15,VIS,5s
-9,y_leads_x,3.5452124950534267e-07,0.35266029926189363,0.7243431259545852,0.05706764622205096,60260,15,VIS,5s
-8,y_leads_x,6.763881626077324e-07,0.657224282471874,0.5110367142232097,0.05706764622205096,60260,15,VIS,5s
-7,y_leads_x,-1.528643805364508e-07,-0.2719179440381602,0.7856851135723714,0.05706764622205096,60260,15,VIS,5s
-6,y_leads_x,7.820339577289386e-07,1.295896691870568,0.19501107912469173,0.05706764622205096,60260,15,VIS,5s
-5,y_leads_x,2.07866168974429e-06,2.2917124039042673,0.021922244183866204,0.05706764622205096,60260,15,VIS,5s
-4,y_leads_x,6.174568952774269e-07,0.8888729099360263,0.37407138601090895,0.05706764622205096,60260,15,VIS,5s
-3,y_leads_x,1.4387077615846964e-06,1.9560931997487796,0.05045417609014438,0.05706764622205096,60260,15,VIS,5s
-2,y_leads_x,5.8691516201213865e-06,5.039308095444044,4.6721784123184226e-07,0.05706764622205096,60260,15,VIS,5s
-1,y_leads_x,1.4179194014428776e-05,7.70151526216897,1.3446211155226302e-14,0.05706764622205096,60260,15,VIS,5s
1,x_leads_y,1.4042163149655886e-05,7.626647376686157,2.409374542104372e-14,0.05706764622205096,60260,15,VIS,5s
2,x_leads_y,5.9953037991051235e-06,5.196452662715579,2.0312729484668082e-07,0.05706764622205096,60260,15,VIS,5s
3,x_leads_y,1.403859741398959e-06,1.9572647701426584,0.05031634722211432,0.05706764622205096,60260,15,VIS,5s
4,x_leads_y,5.919090918226177e-07,0.909740056496575,0.36295961398427046,0.05706764622205096,60260,15,VIS,5s
5,x_leads_y,2.085093894733638e-06,2.3204054155798177,0.020318956206849245,0.05706764622205096,60260,15,VIS,5s
6,x_leads_y,9.298622407259549e-07,1.6061155117955683,0.10824853226352708,0.05706764622205096,60260,15,VIS,5s
7,x_leads_y,1.0862128959013447e-07,0.18572404548536597,0.8526611708074314,0.05706764622205096,60260,15,VIS,5s
8,x_leads_y,7.17032125322674e-07,0.8239097015142455,0.4099908675956385,0.05706764622205096,60260,15,VIS,5s
9,x_leads_y,4.641588001871638e-07,0.4337451323637391,0.6644735288476622,0.05706764622205096,60260,15,VIS,5s
10,x_leads_y,2.116895235240003e-07,0.2503355525176116,0.8023278646028427,0.05706764622205096,60260,15,VIS,5s
-10,y_leads_x,9.124589966720009e-07,1.1069581838318847,0.2683120080410738,0.002416679972660485,69802,15,VGT,5s
-9,y_leads_x,-6.12141121093894e-07,-0.7257356259329141,0.4680008572932567,0.002416679972660485,69802,15,VGT,5s
-8,y_leads_x,-2.9735007058222227e-07,-0.3136661519829318,0.7537746110411438,0.002416679972660485,69802,15,VGT,5s
-7,y_leads_x,3.7575516707927034e-07,0.5539269102204178,0.5796288675608549,0.002416679972660485,69802,15,VGT,5s
-6,y_leads_x,2.8630020449641308e-06,3.9446951099507115,7.990157460136689e-05,0.002416679972660485,69802,15,VGT,5s
-5,y_leads_x,2.991799297785855e-06,3.1288889807637847,0.0017546859143995964,0.002416679972660485,69802,15,VGT,5s
-4,y_leads_x,-1.2625224674050648e-06,-1.2420619210517712,0.21421371668007516,0.002416679972660485,69802,15,VGT,5s
-3,y_leads_x,-3.4688055270246696e-07,-0.4625612506691658,0.6436788890757622,0.002416679972660485,69802,15,VGT,5s
-2,y_leads_x,1.4907424305066878e-07,0.1493861374917523,0.8812489496704062,0.002416679972660485,69802,15,VGT,5s
-1,y_leads_x,2.919496586784978e-06,2.0783979557470147,0.03767272085184903,0.002416679972660485,69802,15,VGT,5s
1,x_leads_y,2.9387005689343712e-06,2.0963048740676795,0.036055154657393715,0.002416679972660485,69802,15,VGT,5s
2,x_leads_y,1.4401926326347724e-07,0.14466990201542662,0.8849715038276906,0.002416679972660485,69802,15,VGT,5s
3,x_leads_y,-3.344492187701348e-07,-0.44936345945457595,0.6531694863456348,0.002416679972660485,69802,15,VGT,5s
4,x_leads_y,-1.2720530382616785e-06,-1.2409961405306453,0.21460717462951806,0.002416679972660485,69802,15,VGT,5s
5,x_leads_y,2.95282073076234e-06,3.2006107361451597,0.001371366622121102,0.002416679972660485,69802,15,VGT,5s
6,x_leads_y,2.8633257812523764e-06,3.998487197382042,6.374862853808627e-05,0.002416679972660485,69802,15,VGT,5s
7,x_leads_y,4.913210124913861e-07,0.7034302640898987,0.4817876516147057,0.002416679972660485,69802,15,VGT,5s
