k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,x_etf,y_etf,bar_freq
6,x_leads_y,-1.1550652034472413e-07,-0.1300923526044088,0.8964933604418323,0.4074043694040982,66632,19,VAW,VIS,5s
7,x_leads_y,-1.5773992429267863e-07,-0.278848657003806,0.7803609719254196,0.4074043694040982,66632,19,VAW,VIS,5s
8,x_leads_y,-4.870470955856917e-07,-1.2134721200243905,0.22494936739220517,0.4074043694040982,66632,19,VAW,VIS,5s
9,x_leads_y,1.1364918241841526e-06,2.256329955740421,0.02404997469497208,0.4074043694040982,66632,19,VAW,VIS,5s
10,x_leads_y,-8.400854795580752e-07,-1.7916263279309044,0.07319284286592442,0.4074043694040982,66632,19,VAW,VIS,5s
-10,y_leads_x,-4.408133621320421e-08,-0.06628197697880446,0.9471533319544696,0.3260411267942167,66632,19,VAW,VCR,5s
-9,y_leads_x,-2.2921844998964282e-07,-0.30892248404074046,0.7573804929954102,0.3260411267942167,66632,19,VAW,VCR,5s
-8,y_leads_x,-1.0090896173412553e-07,-0.16686000084766042,0.8674802065395533,0.3260411267942167,66632,19,VAW,VCR,5s
-7,y_leads_x,-1.0113317774567675e-06,-1.3190986770409434,0.1871361254082673,0.3260411267942167,66632,19,VAW,VCR,5s
-6,y_leads_x,3.0604493847409596e-07,0.7451769471684709,0.4561647570492824,0.3260411267942167,66632,19,VAW,VCR,5s
-5,y_leads_x,7.399285567382447e-07,1.1582734196206859,0.2467524749132921,0.3260411267942167,66632,19,VAW,VCR,5s
-4,y_leads_x,-4.605744763938963e-07,-0.6307536130133076,0.528201637969733,0.3260411267942167,66632,19,VAW,VCR,5s
-3,y_leads_x,-5.963463986385267e-07,-0.6062133487995573,0.5443730897358199,0.3260411267942167,66632,19,VAW,VCR,5s
-2,y_leads_x,1.4166769890431752e-06,2.398227334812492,0.016474636946779447,0.3260411267942167,66632,19,VAW,VCR,5s
-1,y_leads_x,1.0942434833751503e-05,8.756328672160096,2.017129631495527e-18,0.3260411267942167,66632,19,VAW,VCR,5s
0,contemporaneous,6.099801756271852e-05,8.660829086093692,4.683453031989739e-18,0.3260411267942167,66632,19,VAW,VCR,5s
1,x_leads_y,3.187154981173636e-06,1.591985689405986,0.11138792006897717,0.3260411267942167,66632,19,VAW,VCR,5s
2,x_leads_y,-3.8391969550615493e-07,-0.377082203628527,0.7061125161407595,0.3260411267942167,66632,19,VAW,VCR,5s
3,x_leads_y,-3.4050271487064564e-07,-0.5201241424974049,0.6029770524251595,0.3260411267942167,66632,19,VAW,VCR,5s
4,x_leads_y,-5.852150762533973e-07,-1.1870004151895042,0.23522745673804313,0.3260411267942167,66632,19,VAW,VCR,5s
5,x_leads_y,-3.8856605150117294e-07,-0.908733210919508,0.36349096908825784,0.3260411267942167,66632,19,VAW,VCR,5s
6,x_leads_y,7.28518088454673e-07,1.3382031978663516,0.1808302069624822,0.3260411267942167,66632,19,VAW,VCR,5s
7,x_leads_y,-8.553531428493769e-07,-1.2207248815170084,0.22219020372715081,0.3260411267942167,66632,19,VAW,VCR,5s
8,x_leads_y,-5.452599780660039e-07,-0.7802783871458202,0.43522703148841013,0.3260411267942167,66632,19,VAW,VCR,5s
9,x_leads_y,5.474268556274625e-07,0.7603996053250561,0.447015759139364,0.3260411267942167,66632,19,VAW,VCR,5s
10,x_leads_y,4.813756144938211e-09,0.007571873226843349,0.9939585769850839,0.3260411267942167,66632,19,VAW,VCR,5s
-10,y_leads_x,1.7063846051421229e-07,0.33112557728849307,0.7405496325093056,0.35369863348926545,76970,19,VIS,VCR,5s
-9,y_leads_x,-2.2115427624082628e-07,-0.42463129907903063,0.6711054727698103,0.35369863348926545,76970,19,VIS,VCR,5s
-8,y_leads_x,-3.564321012250846e-07,-0.7342333811650364,0.4628065119888568,0.35369863348926545,76970,19,VIS,VCR,5s
-7,y_leads_x,-6.748146724367733e-07,-1.3540663163306765,0.1757152213274834,0.35369863348926545,76970,19,VIS,VCR,5s
-6,y_leads_x,7.82620461335312e-07,1.8091665499903615,0.07042513260390626,0.35369863348926545,76970,19,VIS,VCR,5s
-5,y_leads_x,1.1616626286366293e-06,1.5525469505388283,0.12053140776331005,0.35369863348926545,76970,19,VIS,VCR,5s
-4,y_leads_x,5.3546903416075145e-08,0.11544213802222553,0.9080946808931966,0.35369863348926545,76970,19,VIS,VCR,5s
-3,y_leads_x,2.3715504037604276e-07,0.4573783143134485,0.6473991485767447,0.35369863348926545,76970,19,VIS,VCR,5s
-2,y_leads_x,2.1998671860897204e-06,3.3173398986537164,0.0009087898353941295,0.35369863348926545,76970,19,VIS,VCR,5s
-1,y_leads_x,1.0529513274465724e-05,6.664703203385958,2.6520073889994756e-11,0.35369863348926545,76970,19,VIS,VCR,5s
0,contemporaneous,5.929555610187724e-05,11.069074008879612,1.7722235482683464e-28,0.35369863348926545,76970,19,VIS,VCR,5s
1,x_leads_y,9.952080810580066e-06,5.073344102857648,3.9088472732030526e-07,0.35369863348926545,76970,19,VIS,VCR,5s
2,x_leads_y,6.759679510608849e-07,0.534973369571429,0.5926682721413143,0.35369863348926545,76970,19,VIS,VCR,5s
3,x_leads_y,4.675524044201422e-07,1.3616404502065789,0.17331138299741122,0.35369863348926545,76970,19,VIS,VCR,5s
4,x_leads_y,-1.785974766535254e-07,-0.2893980781482623,0.7722767655249123,0.35369863348926545,76970,19,VIS,VCR,5s
5,x_leads_y,6.422647962115197e-07,1.716221551626365,0.08612150010856033,0.35369863348926545,76970,19,VIS,VCR,5s
6,x_leads_y,3.421466135360463e-07,0.6917650684506755,0.4890848767796242,0.35369863348926545,76970,19,VIS,VCR,5s
7,x_leads_y,-6.89873635314142e-07,-1.576628374673219,0.11488105987810998,0.35369863348926545,76970,19,VIS,VCR,5s
8,x_leads_y,-1.4931779174161882e-07,-0.25083726850492366,0.8019399263983295,0.35369863348926545,76970,19,VIS,VCR,5s
9,x_leads_y,1.3736905928560595e-08,0.025974299122026232,0.9792778378625971,0.35369863348926545,76970,19,VIS,VCR,5s
10,x_leads_y,1.6463551290951263e-07,0.222883072412587,0.8236265112816813,0.35369863348926545,76970,19,VIS,VCR,5s
-10,y_leads_x,3.848673643026894e-07,0.4926957012540215,0.6222276155185273,0.21192089345042275,60260,15,VIS,VGT,5s
-9,y_leads_x,-2.900218754695036e-07,-0.3995470538817711,0.6894901600525363,0.21192089345042275,60260,15,VIS,VGT,5s
-8,y_leads_x,-9.42153439228973e-07,-0.9597214343367594,0.3371954326253046,0.21192089345042275,60260,15,VIS,VGT,5s
-7,y_leads_x,-1.088532791517951e-06,-1.0599548823856262,0.2891651255929574,0.21192089345042275,60260,15,VIS,VGT,5s
-6,y_leads_x,1.269124615249225e-06,0.9430431337851802,0.3456588406206791,0.21192089345042275,60260,15,VIS,VGT,5s
-5,y_leads_x,1.2665050559462276e-07,0.09895330798836728,0.9211753429052981,0.21192089345042275,60260,15,VIS,VGT,5s
-4,y_leads_x,-1.9716792863558993e-06,-1.6261268318984143,0.10392267713429718,0.21192089345042275,60260,15,VIS,VGT,5s
-3,y_leads_x,3.844697621131309e-08,0.04398681906652226,0.9649149105598678,0.21192089345042275,60260,15,VIS,VGT,5s
-2,y_leads_x,2.8053549022504324e-06,5.1381452533280445,2.7746338372449596e-07,0.21192089345042275,60260,15,VIS,VGT,5s
-1,y_leads_x,1.5654830443787832e-05,5.555411912617616,2.7695785780123885e-08,0.21192089345042275,60260,15,VIS,VGT,5s
0,contemporaneous,7.521884180635738e-05,10.452581362261089,1.425904298525661e-25,0.21192089345042275,60260,15,VIS,VGT,5s
1,x_leads_y,-8.356188890787271e-06,-3.2849470549656092,0.0010200153707475303,0.21192089345042275,60260,15,VIS,VGT,5s
2,x_leads_y,-4.426220590339136e-06,-3.6145711739001323,0.00030084516273153186,0.21192089345042275,60260,15,VIS,VGT,5s
3,x_leads_y,-2.195770631719417e-06,-2.5019411516679235,0.012351445367526468,0.21192089345042275,60260,15,VIS,VGT,5s
4,x_leads_y,-1.454645613123055e-06,-1.6626503203831506,0.09638245208648379,0.21192089345042275,60260,15,VIS,VGT,5s
5,x_leads_y,2.2530723842537908e-07,0.2971382248522779,0.7663609822947544,0.21192089345042275,60260,15,VIS,VGT,5s
6,x_leads_y,-6.312787758282343e-07,-0.7809181332405455,0.4348506462498818,0.21192089345042275,60260,15,VIS,VGT,5s
7,x_leads_y,1.8007685637198e-07,0.19956759914247524,0.841818770126774,0.21192089345042275,60260,15,VIS,VGT,5s
8,x_leads_y,-9.304084586276658e-07,-0.8657671552116423,0.3866178643150794,0.21192089345042275,60260,15,VIS,VGT,5s
9,x_leads_y,-4.703216891890153e-07,-0.48052671386537466,0.6308529125656175,0.21192089345042275,60260,15,VIS,VGT,5s
10,x_leads_y,6.84804454613313e-07,0.84216522657733,0.3996954750791769,0.21192089345042275,60260,15,VIS,VGT,5s
-10,y_leads_x,5.536748422104107e-07,1.554010433280446,0.12018192797154904,0.4313585618151503,60260,15,VIS,VAW,5s
-9,y_leads_x,9.057386336736449e-07,3.4331490912134175,0.0005966139312410116,0.4313585618151503,60260,15,VIS,VAW,5s
-8,y_leads_x,-4.2098893933265533e-07,-0.4934235710725395,0.6217133308511511,0.4313585618151503,60260,15,VIS,VAW,5s
-7,y_leads_x,5.892954508041117e-08,0.1538287281583234,0.8777447816365207,0.4313585618151503,60260,15,VIS,VAW,5s
-6,y_leads_x,1.0666053580193624e-06,2.933282810093068,0.0033539822531074067,0.4313585618151503,60260,15,VIS,VAW,5s
-5,y_leads_x,9.173741022947878e-07,2.6711414246869762,0.007559378998483819,0.4313585618151503,60260,15,VIS,VAW,5s
-4,y_leads_x,1.2765312639288633e-06,2.353959700117607,0.018574624730798052,0.4313585618151503,60260,15,VIS,VAW,5s
-3,y_leads_x,2.153609878836266e-06,5.026565207177451,4.993427428407394e-07,0.4313585618151503,60260,15,VIS,VAW,5s
-2,y_leads_x,3.377929666055495e-06,7.955265891934927,1.7874720989123066e-15,0.4313585618151503,60260,15,VIS,VAW,5s
-1,y_leads_x,1.0199374275325405e-05,11.752540181758773,6.852739383480088e-32,0.4313585618151503,60260,15,VIS,VAW,5s
0,contemporaneous,5.231298756723571e-05,9.722852948830061,2.4093447178078427e-22,0.4313585618151503,60260,15,VIS,VAW,5s
1,x_leads_y,1.6402128572836348e-05,11.816771780111171,3.19736343789188e-32,0.4313585618151503,60260,15,VIS,VAW,5s
2,x_leads_y,5.163587303653353e-06,3.2932025744473465,0.0009905307958138546,0.4313585618151503,60260,15,VIS,VAW,5s
3,x_leads_y,2.9538598339005765e-06,2.7024187661756045,0.0068837002987051366,0.4313585618151503,60260,15,VIS,VAW,5s
4,x_leads_y,2.2959980042209812e-06,5.801230165773836,6.583016490922037e-09,0.4313585618151503,60260,15,VIS,VAW,5s
5,x_leads_y,1.377115405287232e-06,2.5085087790231935,0.012124195538786282,0.4313585618151503,60260,15,VIS,VAW,5s
6,x_leads_y,9.090420937117622e-07,1.3098565071069097,0.19024438286918,0.4313585618151503,60260,15,VIS,VAW,5s
7,x_leads_y,3.725504837986308e-07,0.6647752564269053,0.506194251019578,0.4313585618151503,60260,15,VIS,VAW,5s
8,x_leads_y,-4.0933925277681765e-07,-0.5881152520823966,0.5564549363319946,0.4313585618151503,60260,15,VIS,VAW,5s
9,x_leads_y,7.685800993262324e-07,1.1999623895059648,0.23015394763996633,0.4313585618151503,60260,15,VIS,VAW,5s
10,x_leads_y,3.511718876974694e-07,0.8716683100671285,0.3833893530838338,0.4313585618151503,60260,15,VIS,VAW,5s
-10,y_leads_x,5.830682669722265e-07,1.0472927675762373,0.29496457074783344,0.36662747205309976,60260,15,VIS,VCR,5s
-9,y_leads_x,-1.1625046996158789e-07,-0.17855986272801608,0.8582833127980397,0.36662747205309976,60260,15,VIS,VCR,5s
-8,y_leads_x,-6.514893901431225e-07,-1.2156874897265664,0.22410399158536687,0.36662747205309976,60260,15,VIS,VCR,5s
-7,y_leads_x,-9.368442782787813e-07,-1.5711861465106902,0.11613941700614054,0.36662747205309976,60260,15,VIS,VCR,5s
-6,y_leads_x,7.520309143384364e-07,1.4414742977043546,0.14945073346038015,0.36662747205309976,60260,15,VIS,VCR,5s
