k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,ticker,bar_freq
-7,y_leads_x,-0.0026740960341451923,-2.90162123165971,0.0037123710423497217,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
-6,y_leads_x,-0.0029625675299142277,-1.9420473566399323,0.05213136758890756,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
-5,y_leads_x,-0.002264030852321875,-2.7034640228565587,0.006862087609502825,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
-4,y_leads_x,-0.0028134972955280715,-3.058274694636435,0.0022261540934924557,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
-3,y_leads_x,-0.002382972478362546,-1.9793170480528333,0.04778032135892053,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
-2,y_leads_x,-0.004514466320818375,-2.464551236880187,0.013718494824098931,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
-1,y_leads_x,-0.010540603377500134,-8.068947619173702,7.090667590232051e-16,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
1,x_leads_y,-0.01066205944517142,-7.57306990664164,3.645060242226327e-14,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
2,x_leads_y,-0.004609932858848372,-2.3871408325194445,0.016979985259849905,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
3,x_leads_y,-0.0021906329652106966,-1.514036154255444,0.13001667003447925,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
4,x_leads_y,-0.0029440861008571293,-3.430476886651504,0.0006025213013817763,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
5,x_leads_y,-0.0025884941503725354,-2.2083238126700317,0.027221708518871228,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
6,x_leads_y,-0.003434912298861738,-3.177454151333946,0.0014857417923191119,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
7,x_leads_y,-0.002767266007294085,-2.7244130421118453,0.006441589084509783,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
8,x_leads_y,-0.0010199627524857288,-1.2333720341991536,0.21743699380119852,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
9,x_leads_y,-0.0014523948201182269,-2.395047672478504,0.01661820444129449,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
10,x_leads_y,-0.002523436364570588,-3.339383349843741,0.0008396460650786465,0.3193168106176001,514,15,FEDDECISION-24SEP-C25,600s
-10,y_leads_x,-0.0028774984249790164,-3.4470740788573253,0.0005666931728913042,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
-9,y_leads_x,-0.001358312187657449,-1.553182272725378,0.1203795951928824,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
-8,y_leads_x,-0.001367548356933195,-1.1559602516111034,0.24769741576425797,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
-7,y_leads_x,-0.0029173982715342654,-2.9288632636428664,0.0034020404450339665,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
-6,y_leads_x,-0.0029465602353509696,-1.800869018413323,0.07172352722526236,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
-5,y_leads_x,-0.0021091418718673332,-2.4423735878291155,0.014591038635769134,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
-4,y_leads_x,-0.0023113518722986137,-1.9610004893734847,0.04987896580983646,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
-3,y_leads_x,-0.0019933420223551346,-1.397387634513831,0.16229703557936248,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
-2,y_leads_x,-0.0044332976544095935,-2.358486776923112,0.018349613509636545,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
-1,y_leads_x,-0.010588823313530159,-7.868249958933027,3.596364795061944e-15,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
1,x_leads_y,-0.01087965687773159,-7.4264654496678,1.1153801380953023e-13,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
2,x_leads_y,-0.004769279400961876,-2.5507334468407223,0.010749650540026209,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
3,x_leads_y,-0.002044553572540231,-1.3259307957270843,0.18486262126061714,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
4,x_leads_y,-0.0027144208241509575,-2.833153082157435,0.004609130742770509,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
5,x_leads_y,-0.002633467296989484,-2.0818808543609855,0.03735335397764275,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
6,x_leads_y,-0.0036309246962337284,-3.497031030115498,0.00047046710495800796,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
7,x_leads_y,-0.002984353789934432,-2.8400091903504174,0.004511223412917323,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
8,x_leads_y,-0.0014027314416709563,-1.717767310909838,0.08583906624354976,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
9,x_leads_y,-0.0016398956944673863,-2.7560720751886647,0.005850010460576044,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
10,x_leads_y,-0.002685519899891923,-3.5123774382619337,0.0004441167905383544,0.3177316405821812,478,13,FEDDECISION-24SEP-C25,600s
