k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,ticker,bar_freq
-8,y_leads_x,-0.01790522272357738,-61.15925424398982,0.0,0.9188780869485625,42,3,KXECKH287,600s
-7,y_leads_x,-0.01600283963695482,-5.703321486344939,1.1749507982333799e-08,0.9188780869485625,42,3,KXECKH287,600s
-6,y_leads_x,-0.01377182542682207,-1.7049678436137323,0.08820042187336813,0.9188780869485625,42,3,KXECKH287,600s
-5,y_leads_x,-0.007529723729707948,-0.6929446711463478,0.4883442743519302,0.9188780869485625,42,3,KXECKH287,600s
-4,y_leads_x,-0.005911546223182927,-0.5520104700229045,0.580941179940378,0.9188780869485625,42,3,KXECKH287,600s
-3,y_leads_x,-0.011256358326743151,-1.678037358173337,0.09333980621826386,0.9188780869485625,42,3,KXECKH287,600s
-2,y_leads_x,-0.023483519213191688,-7.530625201406835,5.0497944351938476e-14,0.9188780869485625,42,3,KXECKH287,600s
-1,y_leads_x,-0.04013797575334965,-205.14546830477326,0.0,0.9188780869485625,42,3,KXECKH287,600s
1,x_leads_y,-0.04449502521479846,-15.525292525444199,2.3393487862552814e-54,0.9188780869485625,42,3,KXECKH287,600s
2,x_leads_y,-0.03157110082457219,-4.928123977579947,8.302293192413506e-07,0.9188780869485625,42,3,KXECKH287,600s
3,x_leads_y,-0.02336223788245723,-2.0755790060262367,0.03793290478727534,0.9188780869485625,42,3,KXECKH287,600s
4,x_leads_y,-0.019648831071726804,-1.2063749004970359,0.22767296937366366,0.9188780869485625,42,3,KXECKH287,600s
5,x_leads_y,-0.021766651474974096,-1.1377083992456871,0.25524226501527836,0.9188780869485625,42,3,KXECKH287,600s
6,x_leads_y,-0.027984078085550965,-2.167192054939288,0.03022021294972194,0.9188780869485625,42,3,KXECKH287,600s
7,x_leads_y,-0.02951305345072338,-3.7671371561610267,0.00016513028964284921,0.9188780869485625,42,3,KXECKH287,600s
8,x_leads_y,-0.025816055724741997,-5.128512778068017,2.920400791282211e-07,0.9188780869485625,42,3,KXECKH287,600s
9,x_leads_y,-0.01863744194274398,-3.438659006745684,0.0005846031033038127,0.9188780869485625,42,3,KXECKH287,600s
10,x_leads_y,-0.012027070566277987,-1.851488761618122,0.06409927005335365,0.9188780869485625,42,3,KXECKH287,600s
-10,y_leads_x,-0.0069533200638614056,-1.687940295608128,0.0914226904299902,0.821000380646207,197,4,KXECDJT281,600s
-9,y_leads_x,-0.022343735573978864,-1.8015429262963873,0.07161734776945403,0.821000380646207,197,4,KXECDJT281,600s
-8,y_leads_x,-0.031692268758450916,-2.131180845517041,0.033074246393036855,0.821000380646207,197,4,KXECDJT281,600s
-7,y_leads_x,-0.020974029548728547,-2.6401767683455946,0.008286279437588827,0.821000380646207,197,4,KXECDJT281,600s
-6,y_leads_x,-0.03736465749961045,-7.301134958061905,2.8535034472189197e-13,0.821000380646207,197,4,KXECDJT281,600s
-5,y_leads_x,-0.047418602965845935,-4.411929352886781,1.0245354609781735e-05,0.821000380646207,197,4,KXECDJT281,600s
-4,y_leads_x,-0.04656335369156809,-3.143423047640418,0.0016698431467037946,0.821000380646207,197,4,KXECDJT281,600s
-3,y_leads_x,-0.06018979540711432,-6.332553278423229,2.4113697806594786e-10,0.821000380646207,197,4,KXECDJT281,600s
-2,y_leads_x,-0.06228868229510547,-9.767268643419362,1.5559008228089388e-22,0.821000380646207,197,4,KXECDJT281,600s
-1,y_leads_x,-0.08522567470996485,-20.323838736294473,7.91393959211492e-92,0.821000380646207,197,4,KXECDJT281,600s
1,x_leads_y,-0.08511555840538323,-21.90568452485499,2.2930937415508866e-106,0.821000380646207,197,4,KXECDJT281,600s
2,x_leads_y,-0.06121922050655372,-17.130069069370116,8.85495311841486e-66,0.821000380646207,197,4,KXECDJT281,600s
3,x_leads_y,-0.058477287882599885,-78.16850034293408,0.0,0.821000380646207,197,4,KXECDJT281,600s
4,x_leads_y,-0.044223483212749506,-17.043477199388136,3.907903996837057e-65,0.821000380646207,197,4,KXECDJT281,600s
5,x_leads_y,-0.04522603848605508,-13.05167384303124,6.216637664972828e-39,0.821000380646207,197,4,KXECDJT281,600s
6,x_leads_y,-0.0355011672993396,-7.686319572328613,1.5142798562766778e-14,0.821000380646207,197,4,KXECDJT281,600s
7,x_leads_y,-0.01836340734223727,-4.297944974033496,1.7238894334019493e-05,0.821000380646207,197,4,KXECDJT281,600s
8,x_leads_y,-0.029087817624123272,-121.02547920549667,0.0,0.821000380646207,197,4,KXECDJT281,600s
9,x_leads_y,-0.020313533299344058,-45.80536910510222,0.0,0.821000380646207,197,4,KXECDJT281,600s
10,x_leads_y,-0.005737071336434668,-3.5002831024086594,0.0004647642856509557,0.821000380646207,197,4,KXECDJT281,600s
-10,y_leads_x,-0.005856909437880829,-10.973418475267096,5.129560990636566e-28,0.6405227395086872,284,20,KXECDJT312,600s
-9,y_leads_x,-0.012892980686472648,-5.025957824016534,5.009259802069421e-07,0.6405227395086872,284,20,KXECDJT312,600s
-8,y_leads_x,-0.02651696504961175,-7.888906004530326,3.0484701274290124e-15,0.6405227395086872,284,20,KXECDJT312,600s
-7,y_leads_x,-0.03580767392336596,-31.569120845437855,9.80084086207727e-219,0.6405227395086872,284,20,KXECDJT312,600s
-6,y_leads_x,-0.027131353855809125,-12.638928979739871,1.2879637272696514e-36,0.6405227395086872,284,20,KXECDJT312,600s
-5,y_leads_x,-0.025703478957212537,-6.3654131154949996,1.94764800767603e-10,0.6405227395086872,284,20,KXECDJT312,600s
-4,y_leads_x,-0.02593282328008088,-3.863623917515274,0.00011171717913856047,0.6405227395086872,284,20,KXECDJT312,600s
-3,y_leads_x,-0.022597393828041257,-2.8356818668856913,0.004572797124590447,0.6405227395086872,284,20,KXECDJT312,600s
-2,y_leads_x,-0.030880707753740633,-6.500287549312722,8.016662923128507e-11,0.6405227395086872,284,20,KXECDJT312,600s
-1,y_leads_x,-0.06771933009060405,-289.91838122713517,0.0,0.6405227395086872,284,20,KXECDJT312,600s
1,x_leads_y,-0.06777065394730286,-173.9451431582863,0.0,0.6405227395086872,284,20,KXECDJT312,600s
2,x_leads_y,-0.03094117550582013,-6.068654819970677,1.2898603686766631e-09,0.6405227395086872,284,20,KXECDJT312,600s
3,x_leads_y,-0.022235550742985253,-2.799498335957612,0.005118208035769907,0.6405227395086872,284,20,KXECDJT312,600s
4,x_leads_y,-0.02531412500820385,-4.0038493789098695,6.232005136259857e-05,0.6405227395086872,284,20,KXECDJT312,600s
5,x_leads_y,-0.02534872907575622,-11.707570269128706,1.1657246189804512e-31,0.6405227395086872,284,20,KXECDJT312,600s
6,x_leads_y,-0.027058648295802283,-50.1107436716441,0.0,0.6405227395086872,284,20,KXECDJT312,600s
7,x_leads_y,-0.03589636508006664,-53.9061326316796,0.0,0.6405227395086872,284,20,KXECDJT312,600s
8,x_leads_y,-0.027078390681857037,-19.272723035271902,9.101867666495068e-83,0.6405227395086872,284,20,KXECDJT312,600s
9,x_leads_y,-0.013768701772490075,-10.882210085437002,1.4012371833816926e-27,0.6405227395086872,284,20,KXECDJT312,600s
10,x_leads_y,-0.006440538532673821,-6.705673290477844,2.004798180751197e-11,0.6405227395086872,284,20,KXECDJT312,600s
-10,y_leads_x,-0.009769348951532732,-6.230341704959362,4.6541889097787436e-10,0.8304081996335084,106,8,KXECDJT306,600s
-9,y_leads_x,-0.027043840848410862,-1.3950664339347807,0.16299580702591188,0.8304081996335084,106,8,KXECDJT306,600s
-8,y_leads_x,-0.02975845609912399,-2.956707306978841,0.003109431285414493,0.8304081996335084,106,8,KXECDJT306,600s
-7,y_leads_x,-0.05005762826666732,-2.1186641877549803,0.03411885692722316,0.8304081996335084,106,8,KXECDJT306,600s
-6,y_leads_x,-0.04430472262937675,-1.5538168156212973,0.12022811829184502,0.8304081996335084,106,8,KXECDJT306,600s
-5,y_leads_x,-0.07993798391964696,-1.7959717900847434,0.07249900364970338,0.8304081996335084,106,8,KXECDJT306,600s
-4,y_leads_x,-0.08831879746278788,-1.883506340653363,0.059631781367023025,0.8304081996335084,106,8,KXECDJT306,600s
-3,y_leads_x,-0.09177633795805969,-3.6695606477967364,0.0002429676918792473,0.8304081996335084,106,8,KXECDJT306,600s
-2,y_leads_x,-0.10681325408983597,-5.31931826635864,1.04156794201885e-07,0.8304081996335084,106,8,KXECDJT306,600s
-1,y_leads_x,-0.1057426984404932,-18.122916006628355,2.1015581975594713e-73,0.8304081996335084,106,8,KXECDJT306,600s
1,x_leads_y,-0.10033132303824868,-18.226474576122463,3.181824379168976e-74,0.8304081996335084,106,8,KXECDJT306,600s
2,x_leads_y,-0.09804819834176168,-36.74325827052368,1.489741798944476e-295,0.8304081996335084,106,8,KXECDJT306,600s
3,x_leads_y,-0.08005792575842138,-26.57696058018155,1.2536079345434392e-155,0.8304081996335084,106,8,KXECDJT306,600s
4,x_leads_y,-0.07022219270918462,-15.855716170117285,1.2835597574602437e-56,0.8304081996335084,106,8,KXECDJT306,600s
5,x_leads_y,-0.06202027683804745,-14.531443714823768,7.658906177862263e-48,0.8304081996335084,106,8,KXECDJT306,600s
6,x_leads_y,-0.028775594373056025,-4.337905593798196,1.4384691397232711e-05,0.8304081996335084,106,8,KXECDJT306,600s
7,x_leads_y,-0.03891998876525762,-4.786560517666522,1.6966379590319375e-06,0.8304081996335084,106,8,KXECDJT306,600s
8,x_leads_y,-0.0205025223191522,-2.486315165572353,0.012907359979660372,0.8304081996335084,106,8,KXECDJT306,600s
9,x_leads_y,-0.019885945040902502,-3.348036257316975,0.0008138636300028821,0.8304081996335084,106,8,KXECDJT306,600s
10,x_leads_y,-0.005801190537902925,-3.220764587515459,0.0012784911830847957,0.8304081996335084,106,8,KXECDJT306,600s
-10,y_leads_x,-0.009769348951532732,-6.230341704959362,4.6541889097787436e-10,0.8304081996335084,106,8,KXECDJT306,600s
-9,y_leads_x,-0.027043840848410862,-1.3950664339347807,0.16299580702591188,0.8304081996335084,106,8,KXECDJT306,600s
-8,y_leads_x,-0.02975845609912399,-2.956707306978841,0.003109431285414493,0.8304081996335084,106,8,KXECDJT306,600s
-7,y_leads_x,-0.05005762826666732,-2.1186641877549803,0.03411885692722316,0.8304081996335084,106,8,KXECDJT306,600s
-6,y_leads_x,-0.04430472262937675,-1.5538168156212973,0.12022811829184502,0.8304081996335084,106,8,KXECDJT306,600s
-5,y_leads_x,-0.07993798391964696,-1.7959717900847434,0.07249900364970338,0.8304081996335084,106,8,KXECDJT306,600s
-4,y_leads_x,-0.08831879746278788,-1.883506340653363,0.059631781367023025,0.8304081996335084,106,8,KXECDJT306,600s
-3,y_leads_x,-0.09177633795805969,-3.6695606477967364,0.0002429676918792473,0.8304081996335084,106,8,KXECDJT306,600s
-2,y_leads_x,-0.10681325408983597,-5.31931826635864,1.04156794201885e-07,0.8304081996335084,106,8,KXECDJT306,600s
-1,y_leads_x,-0.1057426984404932,-18.122916006628355,2.1015581975594713e-73,0.8304081996335084,106,8,KXECDJT306,600s
1,x_leads_y,-0.10033132303824868,-18.226474576122463,3.181824379168976e-74,0.8304081996335084,106,8,KXECDJT306,600s
2,x_leads_y,-0.09804819834176168,-36.74325827052368,1.489741798944476e-295,0.8304081996335084,106,8,KXECDJT306,600s
3,x_leads_y,-0.08005792575842138,-26.57696058018155,1.2536079345434392e-155,0.8304081996335084,106,8,KXECDJT306,600s
4,x_leads_y,-0.07022219270918462,-15.855716170117285,1.2835597574602437e-56,0.8304081996335084,106,8,KXECDJT306,600s
5,x_leads_y,-0.06202027683804745,-14.531443714823768,7.658906177862263e-48,0.8304081996335084,106,8,KXECDJT306,600s
6,x_leads_y,-0.028775594373056025,-4.337905593798196,1.4384691397232711e-05,0.8304081996335084,106,8,KXECDJT306,600s
7,x_leads_y,-0.03891998876525762,-4.786560517666522,1.6966379590319375e-06,0.8304081996335084,106,8,KXECDJT306,600s
8,x_leads_y,-0.0205025223191522,-2.486315165572353,0.012907359979660372,0.8304081996335084,106,8,KXECDJT306,600s
9,x_leads_y,-0.019885945040902502,-3.348036257316975,0.0008138636300028821,0.8304081996335084,106,8,KXECDJT306,600s
10,x_leads_y,-0.005801190537902925,-3.220764587515459,0.0012784911830847957,0.8304081996335084,106,8,KXECDJT306,600s
-10,y_leads_x,0.00535539431956152,2.8754294115693564,0.004034783516756772,0.5924449125162802,99,8,KXECDJT316,600s
-9,y_leads_x,0.011895269033379945,2.7416338331077132,0.006113445017565399,0.5924449125162802,99,8,KXECDJT316,600s
-8,y_leads_x,0.023890740482808117,1.9552677653081885,0.0505514738041925,0.5924449125162802,99,8,KXECDJT316,600s
-7,y_leads_x,0.021440837336890034,1.2977457927403426,0.194374702311911,0.5924449125162802,99,8,KXECDJT316,600s
-6,y_leads_x,0.030612008678455198,130.10358355436168,0.0,0.5924449125162802,99,8,KXECDJT316,600s
-5,y_leads_x,0.022631420672789067,14.787886266574823,1.7537529136145114e-49,0.5924449125162802,99,8,KXECDJT316,600s
-4,y_leads_x,0.0024614086705946874,0.4733580877401011,0.6359577264237437,0.5924449125162802,99,8,KXECDJT316,600s
-3,y_leads_x,-0.011735433780472272,-1.6176051952057013,0.10574770876759368,0.5924449125162802,99,8,KXECDJT316,600s
-2,y_leads_x,-0.037831840295481194,-2.405373268829875,0.016155954464546634,0.5924449125162802,99,8,KXECDJT316,600s
-1,y_leads_x,-0.044213713751072206,-5.6273906098813065,1.8295611264471637e-08,0.5924449125162802,99,8,KXECDJT316,600s
1,x_leads_y,-0.04430699472570688,-26.217956569699034,1.6587101124645452e-151,0.5924449125162802,99,8,KXECDJT316,600s
2,x_leads_y,-0.037050557621383,-99.8048675457591,0.0,0.5924449125162802,99,8,KXECDJT316,600s
3,x_leads_y,-0.01084542378416085,-1.881138138161946,0.059953130199646196,0.5924449125162802,99,8,KXECDJT316,600s
4,x_leads_y,0.0031462249062013674,0.5224649959831316,0.601346612179875,0.5924449125162802,99,8,KXECDJT316,600s
5,x_leads_y,0.023433205414621322,6.211183042999676,5.258717356483441e-10,0.5924449125162802,99,8,KXECDJT316,600s
6,x_leads_y,0.03102213876226725,31.860334838620343,9.467565771480572e-223,0.5924449125162802,99,8,KXECDJT316,600s
7,x_leads_y,0.02226536329546543,12.363341071689536,4.126424859309291e-35,0.5924449125162802,99,8,KXECDJT316,600s
8,x_leads_y,0.023722453392673152,6.588139887943841,4.453709353460422e-11,0.5924449125162802,99,8,KXECDJT316,600s
9,x_leads_y,0.012655988864553267,2.8193524089924185,0.004812065484513726,0.5924449125162802,99,8,KXECDJT316,600s
10,x_leads_y,0.0051637890896641565,1.3269963146761647,0.18450990175576854,0.5924449125162802,99,8,KXECDJT316,600s
-10,y_leads_x,-0.006041437618982932,-4.075735639573713,4.586910624548603e-05,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
-9,y_leads_x,-0.01076449455444537,-4.855176323911523,1.2027966991363921e-06,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
-8,y_leads_x,-0.015513994787448455,-6.887321464895841,5.685265432043074e-12,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
-7,y_leads_x,-0.018254162742332537,-7.7505634682690445,9.148567893700744e-15,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
-6,y_leads_x,-0.022009144699794297,-10.571391482176157,4.044485534707442e-26,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
-5,y_leads_x,-0.024500332054694884,-10.167142578034536,2.779428043188845e-24,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
-4,y_leads_x,-0.03186686494309264,-16.695486880546778,1.4136131255031398e-62,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
-3,y_leads_x,-0.03478614923669142,-14.503644543170422,1.1488447802210082e-47,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
-2,y_leads_x,-0.03523993713077272,-12.526948036843915,5.3169628257866294e-36,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
-1,y_leads_x,-0.03604762217034311,-20.2755422493136,2.114486766780252e-91,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
1,x_leads_y,-0.03577637820254477,-36.02949355360671,2.8894479419189344e-284,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
2,x_leads_y,-0.03363073690204995,-13.451322395143608,3.024151500908309e-41,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
3,x_leads_y,-0.032319029116368865,-7.993422096309154,1.3124382522791663e-15,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
4,x_leads_y,-0.030974829947750294,-6.780932612917256,1.1940256511838529e-11,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
5,x_leads_y,-0.02876784891499702,-5.247799517060831,1.5392667042855708e-07,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
6,x_leads_y,-0.02755374639990933,-3.789468573135362,0.0001509699084767557,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
7,x_leads_y,-0.022868278585946932,-2.8809136150526973,0.00396524301859227,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
8,x_leads_y,-0.0206797717698555,-2.5200900542406615,0.011732481344778459,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
9,x_leads_y,-0.01844637425214507,-2.256357311231223,0.024048262831339665,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
10,x_leads_y,-0.015496734173928006,-2.184954580326187,0.028892176986395426,0.9843035525387149,47,7,FEDDECISION-24NOV-H0,600s
-10,y_leads_x,-0.01997263492971978,-2.548119541293367,0.010830535123959963,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
-9,y_leads_x,-0.03178276632514409,-2.219583778245215,0.02644703443915323,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
-8,y_leads_x,-0.05680256123278707,-1.9969630414993902,0.04582919798883357,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
-7,y_leads_x,-0.0762752918318509,-1.6865754853257053,0.09168500905921684,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
-6,y_leads_x,-0.08105285105901125,-1.7108303970571268,0.0871124264524037,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
-5,y_leads_x,-0.08224221014410525,-2.112833376237442,0.03461503187619009,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
-4,y_leads_x,-0.09211324289308305,-2.6232699018746004,0.008709024998086047,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
-3,y_leads_x,-0.09597354474414427,-4.15575611542211,3.242135264219524e-05,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
-2,y_leads_x,-0.11538451827059161,-7.107467544691575,1.1819151774862968e-12,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
-1,y_leads_x,-0.13530286974312963,-20.074652847715047,1.2293852487752348e-89,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
1,x_leads_y,-0.11860003016450402,-14.330448310177458,1.412061170659583e-46,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
2,x_leads_y,-0.10695432462333022,-5.729605303661022,1.0066458323056132e-08,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
3,x_leads_y,-0.08709661892546433,-3.1297681646635946,0.0017494431214439227,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
4,x_leads_y,-0.0738379066626875,-2.802667101581097,0.005068195348896155,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
5,x_leads_y,-0.04842550693837805,-1.9010829979522212,0.057291142197006595,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
6,x_leads_y,-0.029517503285108132,-1.0978776647971629,0.2722579121268086,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
7,x_leads_y,-0.0160467245009471,-0.7564759356855029,0.4493638950819112,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
8,x_leads_y,-0.005369430330923894,-0.3061612304111817,0.7594818895568555,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
9,x_leads_y,0.005427708578235389,0.3697245607120338,0.7115877297419932,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
10,x_leads_y,0.003371888587709567,0.39125910957735666,0.6956057203990178,0.9838868314353306,51,10,KX538APPROVEMIN-24NOV30-T37,600s
-10,y_leads_x,-0.004007386853333656,-3.733342261893265,0.00018895554822855626,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
-9,y_leads_x,-0.004030022780181308,-2.573937955977535,0.010054830219232381,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
-8,y_leads_x,-0.006164372066455818,-3.252803252327716,0.0011427258955050595,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
-7,y_leads_x,-0.0031970680513952764,-1.5625735690168783,0.11815292915385096,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
-6,y_leads_x,-0.003306815244209882,-1.164714448028028,0.24413459868400555,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
-5,y_leads_x,-0.009659458966018709,-2.74408553944367,0.006067972407113786,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
-4,y_leads_x,-0.012603687799187222,-3.0202740019179926,0.002525461023447556,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
-3,y_leads_x,-0.01775936907572584,-4.190603557834413,2.782133982092684e-05,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
-2,y_leads_x,-0.02285399844981274,-6.415771021628404,1.401119086709294e-10,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
-1,y_leads_x,-0.029032100316004106,-9.40367806138395,5.268832781148464e-21,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
1,x_leads_y,-0.02925848576183766,-10.074415122460396,7.168601898849708e-24,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
2,x_leads_y,-0.023062746959677034,-5.983640004147925,2.1820530679248662e-09,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
3,x_leads_y,-0.017822463704847757,-4.547681594379353,5.424011331302497e-06,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
4,x_leads_y,-0.012500333722132632,-3.3765492460024964,0.000734012308990308,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
5,x_leads_y,-0.009527223409168548,-3.299569617737862,0.000968332064383209,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
6,x_leads_y,-0.0036478251575226793,-1.3440547611975069,0.1789306794482639,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
7,x_leads_y,-0.003110503981813781,-1.4636644084277597,0.1432856647418944,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
8,x_leads_y,-0.006078948015485773,-4.459428246696335,8.217857851315565e-06,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
9,x_leads_y,-0.003590366254214579,-4.238026627988791,2.2549303006226525e-05,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
10,x_leads_y,-0.0033118684874812363,-2.1937472378577065,0.02825358582114314,0.6998715225010594,1091,23,KXFEDDECISION-24DEC-C25,600s
-10,y_leads_x,-0.003385201731870183,-4.176652690752657,2.958301871432397e-05,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
-9,y_leads_x,-0.0032906505157456107,-3.0884305073349334,0.0020121674740402554,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
-8,y_leads_x,-0.005056032731037845,-3.8461097661278134,0.00012000801741912362,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
-7,y_leads_x,-0.002275415590267767,-1.8896624282710002,0.05880312206471519,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
-6,y_leads_x,-0.0019814144248896017,-1.1012500311015243,0.27078785232130265,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
-5,y_leads_x,-0.007135592010523155,-2.961956832010544,0.0030569063883252325,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
-4,y_leads_x,-0.009277129549295018,-3.1049889585597783,0.00190286127740397,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
-3,y_leads_x,-0.013404998819677109,-4.056749782272703,4.976034161509687e-05,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
-2,y_leads_x,-0.017733877173659204,-6.33150353128165,2.427836129432088e-10,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
-1,y_leads_x,-0.02316652896970802,-9.51431904864232,1.8290685371974407e-21,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
1,x_leads_y,-0.02328933165995621,-10.037550246747097,1.042305315107075e-23,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
2,x_leads_y,-0.01779855640415964,-5.839282168311212,5.242621311993762e-09,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
3,x_leads_y,-0.013359763679138482,-4.430857378386047,9.385915407387134e-06,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
4,x_leads_y,-0.00909412055111184,-3.4264627449895895,0.0006114976397891057,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
5,x_leads_y,-0.00693833649700355,-3.5187496099193614,0.0004335857195485898,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
6,x_leads_y,-0.0021864824099246437,-1.189823318717657,0.23411584233407834,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
7,x_leads_y,-0.002167708566365315,-1.4528444881039622,0.1462669366790282,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
8,x_leads_y,-0.004981412597951837,-5.525445710012499,3.2865019564747875e-08,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
9,x_leads_y,-0.0029860144477477212,-4.525846306771024,6.015428696446672e-06,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
10,x_leads_y,-0.002871547487005183,-2.2224408260802537,0.026253528867331996,0.6559291305922577,1680,39,KXFEDDECISION-24DEC-C25,600s
-10,y_leads_x,-0.018807271401529373,-2.1044692242751024,0.03533753646366323,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-9,y_leads_x,-0.02768503986165079,-1.7688489812652373,0.07691908017167035,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-8,y_leads_x,-0.0484911489439898,-1.5879057650969124,0.11230764966990812,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-7,y_leads_x,-0.06141902743385386,-1.287633485174724,0.19787357738107614,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-6,y_leads_x,-0.06738930547163964,-1.3150577612946677,0.18849049075481594,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-5,y_leads_x,-0.07389033062009329,-1.7084543626967963,0.08755206755050937,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-4,y_leads_x,-0.08778282270712418,-2.201569631661944,0.027695723043878195,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-3,y_leads_x,-0.0973605040463577,-3.675873056686201,0.0002370373759746945,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
-2,y_leads_x,-0.11910038956212597,-6.737244952732365,1.614179320667647e-11,0.9863784411517176,42,8,KX538APPROVEMIN-24NOV30-T37,600s
