contract_ticker,etf,mode,bar_freq,bar_sec,is_primary_bar,median_intertrade_sec,K_chosen,k_lag,direction,coef,t_stat,p_value,p_fdr,r_squared,n_obs,n_days,n_params,n_active,n_ylags,n_active_bars,r2_daily_screen,contract_title
KXECKH276,VAW,calendar,1min,60,False,539.5,3,-2,etf_leads_kalshi,6.486341008293457e-06,111.52821659264572,0.0,0.0,0.06438165405092644,1445,6,14,12,1,12,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,calendar,1min,60,False,539.5,3,-1,etf_leads_kalshi,-3.4336557259550416e-06,-37.907171711840476,0.0,0.0,0.06438165405092644,1445,6,14,12,1,12,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,calendar,1min,60,False,539.5,3,0,contemp,-1.6215313295498058e-05,-70.30106576818243,0.0,0.0,0.06438165405092644,1445,6,14,12,1,12,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,calendar,1min,60,False,539.5,3,1,kalshi_leads_etf,1.3350104002303038e-06,14.96259749079851,1.2889526580308949e-50,1.503778101036044e-50,0.06438165405092644,1445,6,14,12,1,12,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,calendar,1min,60,False,539.5,3,2,kalshi_leads_etf,-6.3371611530126116e-06,-230.0163014614748,0.0,0.0,0.06438165405092644,1445,6,14,12,1,12,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,calendar,1min,60,False,539.5,3,3,kalshi_leads_etf,-2.722996112720335e-07,-3.135859147530872,0.001713514784673455,0.001713514784673455,0.06438165405092644,1445,6,14,12,1,12,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,calendar,10min,600,True,539.5,3,-3,etf_leads_kalshi,4.619413826620818e-05,4.896684227102443,9.746727100094091e-07,1.7056772425164661e-06,0.1615610091179489,110,6,14,7,1,11,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,calendar,10min,600,True,539.5,3,-2,etf_leads_kalshi,5.094063475089914e-05,10.495427456911143,9.066640442582647e-26,6.346648309807853e-25,0.1615610091179489,110,6,14,7,1,11,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,calendar,10min,600,True,539.5,3,-1,etf_leads_kalshi,5.26276332749811e-07,0.496688455510699,0.6194087646679438,0.6194087646679438,0.1615610091179489,110,6,14,7,1,11,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,calendar,10min,600,True,539.5,3,0,contemp,-5.2227950405961145e-05,-7.132291227882518,9.87117354288559e-13,2.3032738266733043e-12,0.1615610091179489,110,6,14,7,1,11,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,calendar,10min,600,True,539.5,3,1,kalshi_leads_etf,-5.764929595128535e-05,-3.0299725991320186,0.0024457592657278057,0.003424062972018928,0.1615610091179489,110,6,14,7,1,11,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,calendar,10min,600,True,539.5,3,2,kalshi_leads_etf,1.3303358108142952e-05,0.5995387415673747,0.5488136833472412,0.6194087646679438,0.1615610091179489,110,6,14,7,1,11,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,calendar,10min,600,True,539.5,3,3,kalshi_leads_etf,0.00010353471377587635,9.117796776185894,7.666701523972103e-20,2.683345533390236e-19,0.1615610091179489,110,6,14,7,1,11,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECDJT281,VNQ,calendar,30s,30,False,229.9,5,-5,etf_leads_kalshi,-1.0746119606437821e-06,-0.35802795563092676,0.7203223928235558,0.7203223928235558,0.01583970970355375,5964,11,23,92,1,92,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,30s,30,False,229.9,5,-4,etf_leads_kalshi,3.1330462094823045e-06,3.1959711875914687,0.0013936102756317284,0.007664856515974506,0.01583970970355375,5964,11,23,92,1,92,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,30s,30,False,229.9,5,-3,etf_leads_kalshi,-5.939010539092474e-07,-0.9889830103913456,0.32267145415200416,0.3549385995672046,0.01583970970355375,5964,11,23,92,1,92,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,30s,30,False,229.9,5,-2,etf_leads_kalshi,-7.120716888747462e-07,-1.8590838735836623,0.06301525072345569,0.13693654612410083,0.01583970970355375,5964,11,23,92,1,92,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,30s,30,False,229.9,5,-1,etf_leads_kalshi,-3.862587869869693e-06,-2.3425354774559337,0.01915321293281325,0.07022844742031525,0.01583970970355375,5964,11,23,92,1,92,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,30s,30,False,229.9,5,0,contemp,-1.9281731863785047e-06,-1.7823470070468002,0.07469266152223682,0.13693654612410083,0.01583970970355375,5964,11,23,92,1,92,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,30s,30,False,229.9,5,1,kalshi_leads_etf,2.4694424373646444e-06,1.4392939243910732,0.1500672635029729,0.2358199855046717,0.01583970970355375,5964,11,23,92,1,92,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,30s,30,False,229.9,5,2,kalshi_leads_etf,-1.7686359248676366e-06,-1.2323811734069994,0.21780673021657504,0.29580042563019693,0.01583970970355375,5964,11,23,92,1,92,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,30s,30,False,229.9,5,3,kalshi_leads_etf,4.0269422154530846e-06,1.8513857200618464,0.0641140819559331,0.13693654612410083,0.01583970970355375,5964,11,23,92,1,92,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,30s,30,False,229.9,5,4,kalshi_leads_etf,-1.9449005747389007e-06,-1.1699563628508638,0.24201853006107021,0.29580042563019693,0.01583970970355375,5964,11,23,92,1,92,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,30s,30,False,229.9,5,5,kalshi_leads_etf,-3.2847893539118078e-06,-3.971383636297214,7.145640152874945e-05,0.0007860204168162439,0.01583970970355375,5964,11,23,92,1,92,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,1min,60,False,229.9,5,-5,etf_leads_kalshi,3.036550287016841e-06,1.577040180954278,0.11478627986686477,0.24284689760582362,0.03501769512533348,2923,11,24,87,2,88,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,1min,60,False,229.9,5,-4,etf_leads_kalshi,-3.1704037764290644e-06,-0.8751988809148833,0.3814657020269008,0.5532838870843527,0.03501769512533348,2923,11,24,87,2,88,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,1min,60,False,229.9,5,-3,etf_leads_kalshi,-1.813499906985102e-06,-0.5021385532504273,0.6155700624836865,0.7523634097022834,0.03501769512533348,2923,11,24,87,2,88,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,1min,60,False,229.9,5,-2,etf_leads_kalshi,4.7369898186137604e-07,0.10270868632691045,0.9181941794165214,0.9181941794165214,0.03501769512533348,2923,11,24,87,2,88,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,1min,60,False,229.9,5,-1,etf_leads_kalshi,-2.0146076644496275e-06,-1.504463968491885,0.13246194414863105,0.24284689760582362,0.03501769512533348,2923,11,24,87,2,88,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,1min,60,False,229.9,5,0,contemp,-2.809094986315639e-06,-2.538086038162221,0.011146057867437685,0.061303318270907264,0.03501769512533348,2923,11,24,87,2,88,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,1min,60,False,229.9,5,1,kalshi_leads_etf,-6.538994568731929e-07,-0.31530967170482765,0.7525265423160975,0.8277791965477073,0.03501769512533348,2923,11,24,87,2,88,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,1min,60,False,229.9,5,2,kalshi_leads_etf,1.566614406241032e-06,1.6682611393911237,0.09526389864601285,0.24284689760582362,0.03501769512533348,2923,11,24,87,2,88,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,1min,60,False,229.9,5,3,kalshi_leads_etf,7.816250471266458e-06,0.8373634899044173,0.4023882815158929,0.5532838870843527,0.03501769512533348,2923,11,24,87,2,88,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,1min,60,False,229.9,5,4,kalshi_leads_etf,9.657134810583257e-06,7.284613769427297,3.2259314575354195e-13,3.5485246032889615e-12,0.03501769512533348,2923,11,24,87,2,88,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,1min,60,False,229.9,5,5,kalshi_leads_etf,5.66069567752431e-06,1.5064125260758787,0.13196130710895157,0.24284689760582362,0.03501769512533348,2923,11,24,87,2,88,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,2min,120,False,229.9,5,-5,etf_leads_kalshi,2.9392337838645523e-05,2.172657475208773,0.02980610660186397,0.11679150618056337,0.035023297796847985,1402,11,23,75,1,79,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,2min,120,False,229.9,5,-4,etf_leads_kalshi,3.491402102477272e-05,2.0782140683036805,0.037689646913805,0.11679150618056337,0.035023297796847985,1402,11,23,75,1,79,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,2min,120,False,229.9,5,-3,etf_leads_kalshi,1.0306904426982484e-05,1.785150011741092,0.07423698771655882,0.1361011441470245,0.035023297796847985,1402,11,23,75,1,79,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,2min,120,False,229.9,5,-2,etf_leads_kalshi,7.669412290727157e-06,2.3689200835954582,0.017840107813911057,0.11679150618056337,0.035023297796847985,1402,11,23,75,1,79,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,2min,120,False,229.9,5,-1,etf_leads_kalshi,6.215513351811997e-07,0.1843073137400008,0.853772376679468,0.9285243176761496,0.035023297796847985,1402,11,23,75,1,79,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,2min,120,False,229.9,5,0,contemp,9.460118045578272e-07,0.08970163369608267,0.9285243176761496,0.9285243176761496,0.035023297796847985,1402,11,23,75,1,79,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,2min,120,False,229.9,5,1,kalshi_leads_etf,3.607842633730803e-06,0.42436544369996243,0.6712993183152629,0.9157040152883165,0.035023297796847985,1402,11,23,75,1,79,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,2min,120,False,229.9,5,2,kalshi_leads_etf,1.6825857714398027e-05,1.9757440407968738,0.0481837741802749,0.11679150618056337,0.035023297796847985,1402,11,23,75,1,79,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,2min,120,False,229.9,5,3,kalshi_leads_etf,1.704001561536688e-05,1.9342121571590378,0.05308704826389244,0.11679150618056337,0.035023297796847985,1402,11,23,75,1,79,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,2min,120,False,229.9,5,4,kalshi_leads_etf,3.2157851838324194e-06,1.1290393224962936,0.2588812459564829,0.40681338650304455,0.035023297796847985,1402,11,23,75,1,79,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,2min,120,False,229.9,5,5,kalshi_leads_etf,3.831458466961431e-06,0.31967808262235303,0.7492123761449863,0.9157040152883165,0.035023297796847985,1402,11,23,75,1,79,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,300,True,229.9,5,-5,etf_leads_kalshi,-2.5610568693886336e-06,-0.1379395219011047,0.8902882149891752,0.8902882149891752,0.1273762992912355,492,11,23,53,1,61,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,300,True,229.9,5,-4,etf_leads_kalshi,-1.2104585136845491e-05,-0.6304950595480533,0.5283707341420993,0.8518813979269744,0.1273762992912355,492,11,23,53,1,61,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,300,True,229.9,5,-3,etf_leads_kalshi,-2.983770580357578e-05,-2.596025519632119,0.009430906041213206,0.03457998881778176,0.1273762992912355,492,11,23,53,1,61,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,300,True,229.9,5,-2,etf_leads_kalshi,8.798854860043491e-05,5.071262130217978,3.951859961126943e-07,4.347045957239637e-06,0.1273762992912355,492,11,23,53,1,61,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,300,True,229.9,5,-1,etf_leads_kalshi,0.00011135278569458906,2.248339811289325,0.024554529963933425,0.06752495740081692,0.1273762992912355,492,11,23,53,1,61,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,300,True,229.9,5,0,contemp,-1.0597942566450103e-05,-0.5041104407359758,0.6141837704304958,0.8518813979269744,0.1273762992912355,492,11,23,53,1,61,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,300,True,229.9,5,1,kalshi_leads_etf,8.85359827330181e-05,3.649634869010087,0.00026261333050849934,0.0014443733177967463,0.1273762992912355,492,11,23,53,1,61,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,300,True,229.9,5,2,kalshi_leads_etf,1.1368065910279122e-05,0.4964880625455236,0.6195501075832541,0.8518813979269744,0.1273762992912355,492,11,23,53,1,61,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,300,True,229.9,5,3,kalshi_leads_etf,3.5316221608483306e-05,1.3269367915511745,0.18452959259321422,0.4059651037050713,0.1273762992912355,492,11,23,53,1,61,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,300,True,229.9,5,4,kalshi_leads_etf,5.395548960770383e-06,0.34699284950498904,0.7285966906998791,0.8544511577989755,0.1273762992912355,492,11,23,53,1,61,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,300,True,229.9,5,5,kalshi_leads_etf,1.6248656094710676e-05,0.2835258356731992,0.7767737798172505,0.8544511577989755,0.1273762992912355,492,11,23,53,1,61,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,10min,600,False,229.9,5,-5,etf_leads_kalshi,1.2018472471228683e-05,0.2273321264796068,0.8201654936705081,0.8201654936705081,0.19963115091231365,189,10,21,32,0,49,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,10min,600,False,229.9,5,-4,etf_leads_kalshi,2.7290380392975983e-05,0.44031265489923554,0.659710676409734,0.8063130489452304,0.19963115091231365,189,10,21,32,0,49,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,10min,600,False,229.9,5,-3,etf_leads_kalshi,-1.1431585616311806e-05,-0.2281881266695869,0.819499991513602,0.8201654936705081,0.19963115091231365,189,10,21,32,0,49,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,10min,600,False,229.9,5,-2,etf_leads_kalshi,-0.00010944953756633029,-1.4376976829864474,0.1505198508129998,0.23653119413471396,0.19963115091231365,189,10,21,32,0,49,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,10min,600,False,229.9,5,-1,etf_leads_kalshi,-9.537811091719269e-05,-2.98577621903943,0.0028285955289633793,0.007778637704649293,0.19963115091231365,189,10,21,32,0,49,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,10min,600,False,229.9,5,0,contemp,0.0001591600947674557,2.5553193372982137,0.010609041794335595,0.02333989194753831,0.19963115091231365,189,10,21,32,0,49,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,10min,600,False,229.9,5,1,kalshi_leads_etf,0.00011613336807388935,2.17719913056109,0.029465713159632576,0.05402047412599306,0.19963115091231365,189,10,21,32,0,49,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,10min,600,False,229.9,5,2,kalshi_leads_etf,5.0863385648337304e-05,0.8097006781223786,0.4181122281925481,0.5749043137647536,0.19963115091231365,189,10,21,32,0,49,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,10min,600,False,229.9,5,3,kalshi_leads_etf,0.00015486156019110843,3.1504573128352384,0.0016301507651748674,0.005977219472307848,0.19963115091231365,189,10,21,32,0,49,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,10min,600,False,229.9,5,4,kalshi_leads_etf,0.00013777766277734636,3.3240652500648804,0.0008871543630011981,0.005977219472307848,0.19963115091231365,189,10,21,32,0,49,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,10min,600,False,229.9,5,5,kalshi_leads_etf,0.00013459422929020895,3.1666466638993587,0.0015420756260091596,0.005977219472307848,0.19963115091231365,189,10,21,32,0,49,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,-8,etf_leads_kalshi,-2.4630337395051273e-06,-0.9909557212689477,0.3217072019051139,0.8799423906110084,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,-7,etf_leads_kalshi,1.931560611910982e-06,0.6265496120998177,0.530954506437679,0.8799423906110084,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,-6,etf_leads_kalshi,-2.1917462759496844e-06,-0.7029335954149236,0.4820971334447127,0.8799423906110084,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,-5,etf_leads_kalshi,-3.112373404582067e-06,-1.679538464547222,0.0930471489796308,0.6045443141943692,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,-4,etf_leads_kalshi,2.431142431753901e-06,0.7036487494682496,0.4816515442770999,0.8799423906110084,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,-3,etf_leads_kalshi,2.1394937791485975e-06,1.6132772320712474,0.10668429074018279,0.6045443141943692,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,-2,etf_leads_kalshi,-1.1765456085396175e-06,-0.5324353895367255,0.5944244798542226,0.8799423906110084,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,-1,etf_leads_kalshi,-5.684510324079565e-06,-0.7412314888234751,0.4585530938717247,0.8799423906110084,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,0,contemp,-1.9406092938063047e-07,-0.053523844448641646,0.9573145327534585,0.9908859645160053,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,1,kalshi_leads_etf,-4.1931395692888785e-06,-0.7072365140078368,0.47941951080199197,0.8799423906110084,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,2,kalshi_leads_etf,-3.211176109972081e-06,-2.1751055076847403,0.029622210833994227,0.5035775841779019,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,3,kalshi_leads_etf,-6.488560872991294e-07,-0.18759704652346318,0.8511925416727205,0.9646848805624166,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,4,kalshi_leads_etf,2.687220232347454e-08,0.011422997936646119,0.9908859645160053,0.9908859645160053,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,5,kalshi_leads_etf,2.3900606311224312e-06,0.49424125802798097,0.6211358051371825,0.8799423906110084,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,6,kalshi_leads_etf,7.260791129127548e-07,0.20052139845487638,0.8410728242881584,0.9646848805624166,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,7,kalshi_leads_etf,1.8783862091059233e-06,1.0122314940004937,0.31142738113788104,0.8799423906110084,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,30s,30,False,73.1,8,8,kalshi_leads_etf,-1.0012854712637417e-06,-0.24676200623173955,0.8050924159500331,0.9646848805624166,0.040173886492061106,8172,11,29,385,1,394,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,1min,60,False,73.1,8,-8,etf_leads_kalshi,-3.5787126015883385e-06,-1.1570578250964372,0.24724873610195486,0.6297318122865485,0.043979702255369624,3995,11,30,355,2,366,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,1min,60,False,73.1,8,-7,etf_leads_kalshi,8.482694918458685e-06,1.3487161589149126,0.17742815325231198,0.6297318122865485,0.043979702255369624,3995,11,30,355,2,366,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,1min,60,False,73.1,8,-6,etf_leads_kalshi,2.9096568225372685e-06,0.41285840377538935,0.6797103584198538,0.8395283955284478,0.043979702255369624,3995,11,30,355,2,366,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,1min,60,False,73.1,8,-5,etf_leads_kalshi,-1.3876145191583786e-05,-3.1106769735749116,0.0018665900766595548,0.031732031303212435,0.043979702255369624,3995,11,30,355,2,366,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,1min,60,False,73.1,8,-4,etf_leads_kalshi,-1.0147552836986502e-06,-0.2273460038963912,0.8201547035607741,0.8706097905726611,0.043979702255369624,3995,11,30,355,2,366,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,1min,60,False,73.1,8,-3,etf_leads_kalshi,-5.150571780657963e-06,-1.8584295238190676,0.06310804291333037,0.5364183647633082,0.043979702255369624,3995,11,30,355,2,366,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,1min,60,False,73.1,8,-2,etf_leads_kalshi,-9.934457781836176e-07,-0.16288397226182671,0.8706097905726611,0.8706097905726611,0.043979702255369624,3995,11,30,355,2,366,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,1min,60,False,73.1,8,-1,etf_leads_kalshi,3.0316132163460083e-06,0.6523257820702567,0.514191031323398,0.7946588665907061,0.043979702255369624,3995,11,30,355,2,366,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,1min,60,False,73.1,8,0,contemp,-7.690897363220655e-06,-0.49423975637402484,0.6211368655294952,0.8395283955284478,0.043979702255369624,3995,11,30,355,2,366,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,1min,60,False,73.1,8,1,kalshi_leads_etf,-6.995546167368323e-06,-0.6660268048942775,0.5053939674052659,0.7946588665907061,0.043979702255369624,3995,11,30,355,2,366,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,1min,60,False,73.1,8,2,kalshi_leads_etf,-3.1052626681226523e-06,-0.39698797824130133,0.69137632572931,0.8395283955284478,0.043979702255369624,3995,11,30,355,2,366,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
