,share_weight
VAW,-0.004719028418822765
VCR,0.0016368456881056335
VDC,-0.0028452194368676896
VDE,-0.0008127123373914748
VFH,0.004048841564140164
VGT,-0.003026160647261329
VHT,0.0046799354386997255
VIS,-9.286912231647179e-05
VNQ,-0.007036559887307036
VOX,-0.0024565533862813864
VPU,-0.0006046648050829131
DJT,0.0029351467371580954
COIN,0.0007094057967333067
TAN,-0.00472536003844526
GEO,0.009852768496649471
